frame_index,confidence,num_points,points,range_profile,motion_score
0,0.8,13,"[{""x"": -0.1843571662902832, ""y"": 0.32901763916015625, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.23996829986572266, ""y"": 0.4316568374633789, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.022709369659423828, ""y"": 0.2535581588745117, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.02771615982055664, ""y"": 0.26983022689819336, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.23728609085083008, ""y"": 1.5292167663574219, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.26035308837890625, ""y"": 1.542985439300537, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.26160478591918945, ""y"": 1.5504956245422363, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.5873312950134277, ""y"": 1.8816590309143066, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.5912652015686035, ""y"": 1.9057989120483398, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.6238093376159668, ""y"": 1.8939971923828125, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.6631484031677246, ""y"": 1.8968582153320312, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.33599138259887695, ""y"": 0.2739429473876953, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3694295883178711, ""y"": 0.2957582473754883, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[152002.0, 220672.0, 153437.0, 47222.0, 42107.0, 124800.0, 140576.0, 109076.0, 83068.0, 54937.0, 23214.0, 12394.0, 9821.0, 12496.0, 8162.0, 4251.0, 4276.0, 4286.0, 3505.0, 3434.0, 2864.0, 2328.0, 2169.0, 2237.0, 3276.0, 3483.0, 3172.0, 3602.0, 4276.0, 3628.0, 2679.0, 2386.0, 2977.0, 8409.0, 15038.0, 12175.0, 3579.0, 4169.0, 4308.0, 4573.0, 4939.0, 7253.0, 8629.0, 8560.0, 9157.0, 5593.0, 5527.0, 5246.0, 4482.0, 4797.0, 5093.0, 5530.0, 10436.0, 27353.0, 49100.0, 43606.0, 17640.0, 8186.0, 9510.0, 13080.0, 11167.0, 7286.0, 6342.0, 6435.0, 8089.0, 7453.0, 8344.0, 7541.0, 6657.0, 6505.0, 6014.0, 4338.0, 3636.0, 3691.0, 4229.0, 4465.0, 3892.0, 4503.0, 3830.0, 3112.0, 3521.0, 4553.0, 4848.0, 4625.0, 3583.0, 3509.0, 2922.0, 3398.0, 3796.0, 4160.0, 5284.0, 5012.0, 4550.0, 5362.0, 5279.0, 4456.0, 3571.0, 3001.0, 2743.0, 3164.0, 2602.0, 3298.0, 3277.0, 3346.0, 2439.0, 3810.0, 4263.0, 3202.0, 2866.0, 3904.0, 3366.0, 2815.0, 2639.0, 2764.0, 2573.0, 2606.0, 2733.0, 2228.0, 2044.0, 2840.0, 3400.0, 3162.0, 2595.0, 2211.0, 1783.0, 2297.0, 2366.0, 1947.0]",0.0
1,0.8,13,"[{""x"": -0.1266002655029297, ""y"": 0.23442506790161133, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14126300811767578, ""y"": 0.2485513687133789, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.15878677368164062, ""y"": 0.32204389572143555, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1875758171081543, ""y"": 0.32329559326171875, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2167224884033203, ""y"": 0.3413558006286621, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.21439790725708008, ""y"": 0.5428791046142578, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.06723403930664062, ""y"": 0.31936168670654297, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16164779663085938, ""y"": 0.531613826751709, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.027358531951904297, ""y"": 0.2703666687011719, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.03898143768310547, ""y"": 0.2828836441040039, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.6651153564453125, ""y"": 1.8110275268554688, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.644730567932129, ""y"": 1.8575191497802734, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.6517043113708496, ""y"": 1.8678903579711914, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[152186.0, 220462.0, 153100.0, 48090.0, 31271.0, 81213.0, 143485.0, 143757.0, 152340.0, 96011.0, 23067.0, 11349.0, 14567.0, 15359.0, 8733.0, 4697.0, 5000.0, 4501.0, 3326.0, 2876.0, 2804.0, 2431.0, 2391.0, 2361.0, 3521.0, 3626.0, 2501.0, 3402.0, 3620.0, 2566.0, 2142.0, 3030.0, 2817.0, 4485.0, 6123.0, 6092.0, 4793.0, 5281.0, 5282.0, 4892.0, 4291.0, 6294.0, 6823.0, 8558.0, 7018.0, 5723.0, 6128.0, 5501.0, 4602.0, 4165.0, 7784.0, 7596.0, 12356.0, 30414.0, 51394.0, 44837.0, 17011.0, 8129.0, 10202.0, 10527.0, 10668.0, 8369.0, 8070.0, 7956.0, 7284.0, 7842.0, 11237.0, 9440.0, 7379.0, 3835.0, 4005.0, 3457.0, 3528.0, 4783.0, 4650.0, 3791.0, 5185.0, 5416.0, 4446.0, 3976.0, 4028.0, 4393.0, 4613.0, 3744.0, 4034.0, 3499.0, 3807.0, 3832.0, 4688.0, 4750.0, 5169.0, 5535.0, 4988.0, 5452.0, 5149.0, 4818.0, 3802.0, 3229.0, 3052.0, 2978.0, 3741.0, 3112.0, 3259.0, 3860.0, 2834.0, 2943.0, 3384.0, 2983.0, 3311.0, 4169.0, 3570.0, 3453.0, 2604.0, 2945.0, 2701.0, 2467.0, 2564.0, 2493.0, 2362.0, 2959.0, 2610.0, 2421.0, 2489.0, 2989.0, 2464.0, 2147.0, 2161.0, 1943.0]",0.0
2,0.8,12,"[{""x"": -0.12642145156860352, ""y"": 0.23031234741210938, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1798868179321289, ""y"": 0.3406405448913574, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2211928367614746, ""y"": 0.34672021865844727, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2739429473876953, ""y"": 0.48977136611938477, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.28592348098754883, ""y"": 0.5230307579040527, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.10585784912109375, ""y"": 0.23281574249267578, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.24819374084472656, ""y"": 0.571131706237793, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.09709596633911133, ""y"": 0.3527998924255371, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.049173831939697266, ""y"": 0.3082752227783203, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.652061939239502, ""y"": 1.8169283866882324, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.635432243347168, ""y"": 1.8657445907592773, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.630246639251709, ""y"": 1.8925666809082031, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[151938.0, 220337.0, 152995.0, 46448.0, 42482.0, 134965.0, 166355.0, 120725.0, 112666.0, 83533.0, 28124.0, 13192.0, 13592.0, 18338.0, 14712.0, 8288.0, 4528.0, 2734.0, 3393.0, 2775.0, 2488.0, 2486.0, 2083.0, 2373.0, 3856.0, 5422.0, 4258.0, 2932.0, 3534.0, 3507.0, 3226.0, 3496.0, 3030.0, 4218.0, 5518.0, 3700.0, 3805.0, 5136.0, 4540.0, 4201.0, 3687.0, 6326.0, 6829.0, 5145.0, 4784.0, 5344.0, 8174.0, 8381.0, 5083.0, 5742.0, 7129.0, 7482.0, 14774.0, 31565.0, 50356.0, 46140.0, 21169.0, 8716.0, 10381.0, 11081.0, 10556.0, 8399.0, 10389.0, 9012.0, 4765.0, 6915.0, 9653.0, 8631.0, 6339.0, 4251.0, 3792.0, 3500.0, 4087.0, 4591.0, 4341.0, 3695.0, 4412.0, 4653.0, 4554.0, 4839.0, 4572.0, 4578.0, 3960.0, 3487.0, 3747.0, 3837.0, 3808.0, 3829.0, 4943.0, 5179.0, 4883.0, 5051.0, 4939.0, 4451.0, 4787.0, 4446.0, 3387.0, 2920.0, 3010.0, 2852.0, 3426.0, 3995.0, 3128.0, 3369.0, 2449.0, 3493.0, 3645.0, 3053.0, 3641.0, 4660.0, 3506.0, 3350.0, 3201.0, 2784.0, 2459.0, 2352.0, 2615.0, 2738.0, 2799.0, 2849.0, 2623.0, 2789.0, 2193.0, 2024.0, 2160.0, 2380.0, 2358.0, 2162.0]",0.0
3,0.8,13,"[{""x"": -0.1353621482849121, ""y"": 0.24819374084472656, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.10854005813598633, ""y"": 0.24068355560302734, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14984607696533203, ""y"": 0.3451108932495117, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1684427261352539, ""y"": 0.3656744956970215, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.19991397857666016, ""y"": 0.5255341529846191, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.20295381546020508, ""y"": 0.554502010345459, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.10943412780761719, ""y"": 0.34886598587036133, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1925826072692871, ""y"": 0.5967020988464355, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.05310773849487305, ""y"": 3.0258893966674805, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.6652941703796387, ""y"": 1.8296241760253906, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.6529560089111328, ""y"": 1.8648505210876465, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7091035842895508, ""y"": 1.7552375793457031, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.4475712776184082, ""y"": 0.17344951629638672, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[152385.0, 220512.0, 152954.0, 47223.0, 21543.0, 83677.0, 122397.0, 131631.0, 207320.0, 137148.0, 36129.0, 15728.0, 14848.0, 17421.0, 12286.0, 10143.0, 5479.0, 3964.0, 3794.0, 3135.0, 2941.0, 2662.0, 2371.0, 2494.0, 4543.0, 6858.0, 7267.0, 5840.0, 3900.0, 2907.0, 3336.0, 3969.0, 3315.0, 4476.0, 5331.0, 3804.0, 4905.0, 6015.0, 4337.0, 3279.0, 3125.0, 7212.0, 7660.0, 5167.0, 4363.0, 5780.0, 7098.0, 6957.0, 5547.0, 6458.0, 8742.0, 6554.0, 14174.0, 28246.0, 38695.0, 30570.0, 12462.0, 7314.0, 9601.0, 11326.0, 12378.0, 8211.0, 6237.0, 6072.0, 5563.0, 9503.0, 13092.0, 11597.0, 7887.0, 4503.0, 3800.0, 4147.0, 3882.0, 3895.0, 3364.0, 3040.0, 3899.0, 4925.0, 5120.0, 5007.0, 4633.0, 4387.0, 4475.0, 3360.0, 3555.0, 3844.0, 3271.0, 3088.0, 4102.0, 4272.0, 4680.0, 4718.0, 4958.0, 5028.0, 4998.0, 4318.0, 3506.0, 2842.0, 2633.0, 2747.0, 2828.0, 3363.0, 2640.0, 2717.0, 2646.0, 3357.0, 3573.0, 2581.0, 3332.0, 4392.0, 3385.0, 3130.0, 2262.0, 2659.0, 2723.0, 2680.0, 2678.0, 2558.0, 2501.0, 2433.0, 3015.0, 2806.0, 2552.0, 2364.0, 2061.0, 2126.0, 2074.0, 1942.0]",0.0
4,0.8,13,"[{""x"": -0.25767087936401367, ""y"": 0.31363964080810547, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.17327070236206055, ""y"": 0.32597780227661133, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1952648162841797, ""y"": 0.32383203506469727, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.13339519500732422, ""y"": 0.3198981285095215, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.17720460891723633, ""y"": 0.5416274070739746, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11068582534790039, ""y"": 0.582575798034668, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.09584426879882812, ""y"": 0.6101131439208984, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.010907649993896484, ""y"": 0.26285648345947266, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.02753734588623047, ""y"": 0.274658203125, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.5363693237304688, ""y"": 1.8625259399414062, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.626133918762207, ""y"": 1.827836036682129, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7518401145935059, ""y"": 1.7470121383666992, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8119215965270996, ""y"": 1.709282398223877, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[152074.0, 220602.0, 153095.0, 46785.0, 30170.0, 107020.0, 161787.0, 150262.0, 234756.0, 162438.0, 49176.0, 19113.0, 12520.0, 17689.0, 10244.0, 8201.0, 3618.0, 3192.0, 3850.0, 3472.0, 3503.0, 2650.0, 2030.0, 2622.0, 3989.0, 4184.0, 3594.0, 3907.0, 3521.0, 3222.0, 3954.0, 4954.0, 3916.0, 2851.0, 3894.0, 4938.0, 6300.0, 6389.0, 4652.0, 3814.0, 4282.0, 7704.0, 7967.0, 6325.0, 6054.0, 7457.0, 8055.0, 5982.0, 4470.0, 4746.0, 5732.0, 7841.0, 18757.0, 33411.0, 43691.0, 35616.0, 12941.0, 9322.0, 12057.0, 10073.0, 9981.0, 7817.0, 8069.0, 9511.0, 14168.0, 6851.0, 7770.0, 9273.0, 9165.0, 6251.0, 6588.0, 6944.0, 4183.0, 2993.0, 3240.0, 4949.0, 6372.0, 6715.0, 5758.0, 4589.0, 4081.0, 5013.0, 4280.0, 5252.0, 4616.0, 3927.0, 3013.0, 2690.0, 3969.0, 4064.0, 4483.0, 5085.0, 5001.0, 4972.0, 4729.0, 4182.0, 3529.0, 3059.0, 2465.0, 2763.0, 2832.0, 2755.0, 2637.0, 2992.0, 2952.0, 3025.0, 3437.0, 2813.0, 3330.0, 3910.0, 3329.0, 3527.0, 2675.0, 3198.0, 2697.0, 2214.0, 2676.0, 3615.0, 3175.0, 2872.0, 2521.0, 2536.0, 2604.0, 2814.0, 2713.0, 2518.0, 2095.0, 2257.0]",0.0
5,0.8,15,"[{""x"": -0.21529197692871094, ""y"": 0.2682209014892578, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1995563507080078, ""y"": 0.3084540367126465, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.19311904907226562, ""y"": 0.3293752670288086, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.21010637283325195, ""y"": 0.35512447357177734, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07921457290649414, ""y"": 0.2288818359375, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.23764371871948242, ""y"": 0.5359053611755371, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.24765729904174805, ""y"": 0.5804300308227539, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.22083520889282227, ""y"": 0.6328225135803223, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1970529556274414, ""y"": 0.6771683692932129, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.10514259338378906, ""y"": 0.26214122772216797, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.32204389572143555, ""y"": 0.3350973129272461, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7799139022827148, ""y"": 1.6973018646240234, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7879605293273926, ""y"": 1.7221570014953613, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8249750137329102, ""y"": 1.7023086547851562, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9099116325378418, ""y"": 1.6336441040039062, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[152121.0, 220623.0, 153343.0, 49540.0, 54093.0, 96221.0, 132601.0, 146723.0, 197277.0, 141206.0, 50574.0, 21227.0, 25400.0, 22136.0, 18171.0, 15335.0, 9711.0, 5050.0, 3574.0, 3260.0, 3093.0, 2737.0, 2485.0, 2808.0, 4765.0, 5483.0, 4053.0, 2829.0, 2562.0, 2671.0, 2376.0, 3179.0, 3681.0, 5095.0, 8819.0, 8279.0, 5473.0, 4854.0, 3677.0, 3643.0, 3999.0, 6656.0, 5701.0, 5223.0, 6975.0, 6505.0, 5911.0, 5884.0, 4977.0, 6928.0, 8542.0, 6352.0, 15942.0, 38365.0, 65991.0, 60081.0, 24514.0, 8704.0, 11573.0, 10718.0, 10239.0, 6102.0, 8943.0, 6079.0, 6417.0, 6655.0, 10292.0, 9633.0, 8482.0, 6920.0, 5491.0, 5820.0, 4326.0, 4208.0, 4056.0, 4577.0, 4636.0, 5222.0, 4747.0, 3905.0, 4142.0, 4564.0, 4994.0, 5639.0, 4379.0, 3872.0, 3906.0, 3308.0, 3920.0, 3877.0, 4505.0, 5258.0, 5003.0, 5003.0, 4858.0, 4843.0, 3837.0, 2461.0, 3027.0, 2815.0, 2856.0, 2759.0, 2842.0, 3284.0, 2915.0, 3840.0, 3747.0, 3040.0, 3590.0, 3889.0, 3123.0, 2675.0, 2218.0, 3059.0, 2967.0, 2177.0, 2899.0, 2970.0, 2777.0, 2263.0, 2336.0, 2732.0, 2401.0, 2403.0, 2262.0, 2187.0, 2231.0, 2205.0]",2471.8328125
6,0.8,15,"[{""x"": -0.11944770812988281, ""y"": 0.32061338424682617, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14072656631469727, ""y"": 0.34296512603759766, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.023245811462402344, ""y"": 0.2338886260986328, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.04076957702636719, ""y"": 0.2936124801635742, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.033974647521972656, ""y"": 0.5410909652709961, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.009834766387939453, ""y"": 0.25963783264160156, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.006973743438720703, ""y"": 0.26983022689819336, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.05990266799926758, ""y"": 0.5695223808288574, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.23281574249267578, ""y"": 0.5736351013183594, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.2760887145996094, ""y"": 0.3590583801269531, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7157196998596191, ""y"": 1.7200112342834473, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7305612564086914, ""y"": 1.754164695739746, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.719653606414795, ""y"": 1.7933249473571777, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7316341400146484, ""y"": 1.7976164817810059, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7318129539489746, ""y"": 1.822829246520996, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[152572.0, 220531.0, 153116.0, 44578.0, 100731.0, 315683.0, 418200.0, 564806535.0, 0.0, 4189800260.0, 8755.0, 1211498496.0, 161152945.0, 0.0, 608111.0, 2593.0, 1182859264.0, 177078420.0, 0.0, 32327292.0, 2840.0, 1164771328.0, 194118409.0, 0.0, 618349651.0, 10033.0, 1263009792.0, 666510575.0, 0.0, 631065184.0, 10107.0, 1231028224.0, 656942767.0, 0.0, 19810881.0, 33554432.0, 1394343936.0, 1562247170.0, 1423507459.0, 3225092098.0, 3081109504.0, 3178561536.0, 1365442560.0, 784924672.0, 2782199808.0, 1541537792.0, 4284678145.0, 3139895297.0, 4285202433.0, 1832976384.0, 423559168.0, 279773184.0, 241172480.0, 208994304.0, 266272768.0, 331743232.0, 266797056.0, 168951808.0, 210567168.0, 270729216.0, 305004544.0, 357826560.0, 364052480.0, 647233536.0, 687407104.0, 342753280.0, 573636608.0, 1071382528.0, 1433010176.0, 1201799168.0, 1547042816.0, 1180762112.0, 1159528448.0, 1169162240.0, 936181760.0, 656867328.0, 335675392.0, 682754048.0, 818085888.0, 785645568.0, 654770176.0, 712900608.0, 601751552.0, 398589952.0, 335806464.0, 403963904.0, 389021696.0, 388169728.0, 1078984704.0, 2968780800.0, 977338368.0, 508100609.0, 1995046913.0, 700448768.0, 1071906816.0, 832700416.0, 614006784.0, 504037376.0, 485163008.0, 435421184.0, 468123648.0, 418054144.0, 595197952.0, 574029824.0, 425918464.0, 327680000.0, 356581376.0, 286326784.0, 297861120.0, 272957440.0, 348848128.0, 294584320.0, 288948224.0, 434700288.0, 747175936.0, 749731840.0, 521404416.0, 344784896.0, 320602112.0, 274661376.0, 340393984.0, 307298304.0, 235732992.0, 250150912.0, 288686080.0, 274595840.0, 261160960.0, 269942784.0]",729986866.6813438
7,0.8,15,"[{""x"": -1.0106563568115234, ""y"": 0.7440447807312012, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.9271502494812012, ""y"": 0.8577704429626465, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3574490547180176, ""y"": 1.4934539794921875, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.027000904083251953, ""y"": 0.40590763092041016, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.21511316299438477, ""y"": 1.5413761138916016, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.22602081298828125, ""y"": 1.5640854835510254, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.013768672943115234, ""y"": 0.4191398620605469, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.017523765563964844, ""y"": 0.44274330139160156, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.32275915145874023, ""y"": 0.3962516784667969, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.32579898834228516, ""y"": 0.4159212112426758, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3451108932495117, ""y"": 0.4316568374633789, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.6776323318481445, ""y"": 1.8301606178283691, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.699984073638916, ""y"": 1.8271207809448242, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7289519309997559, ""y"": 1.833021640777588, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7046332359313965, ""y"": 1.773834228515625, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[152184.0, 220320.0, 153243.0, 51426.0, 36293.0, 37245.0, 15621.0, 8808.0, 37819.0, 68426.0, 52249.0, 71247.0, 61219.0, 28932.0, 10896.0, 5638.0, 5038.0, 4245.0, 3377.0, 3406.0, 2958.0, 2591.0, 2993.0, 3483.0, 4367.0, 5078.0, 5802.0, 11860.0, 12147.0, 6009.0, 7008.0, 9973.0, 15574.0, 16610.0, 25376.0, 16170.0, 13164.0, 16468.0, 14132.0, 8632.0, 5046.0, 12211.0, 13793.0, 9118.0, 9636.0, 9930.0, 8732.0, 6049.0, 4692.0, 5400.0, 5572.0, 6424.0, 17748.0, 45590.0, 78695.0, 71523.0, 29466.0, 10679.0, 16340.0, 12867.0, 9768.0, 8107.0, 7522.0, 5486.0, 6088.0, 6445.0, 9112.0, 8177.0, 6195.0, 5840.0, 5203.0, 3643.0, 4108.0, 5648.0, 6114.0, 5193.0, 4695.0, 6116.0, 11333.0, 10357.0, 6703.0, 4928.0, 5311.0, 3346.0, 4003.0, 4089.0, 4277.0, 4678.0, 4339.0, 4513.0, 4711.0, 4719.0, 4867.0, 5831.0, 6051.0, 5980.0, 4502.0, 3409.0, 3393.0, 4132.0, 4029.0, 3840.0, 4427.0, 5384.0, 5829.0, 4295.0, 3116.0, 3049.0, 3436.0, 3333.0, 3943.0, 3637.0, 2363.0, 3149.0, 3237.0, 2678.0, 2373.0, 2383.0, 2388.0, 2306.0, 2689.0, 2933.0, 2301.0, 2759.0, 2406.0, 2083.0, 2167.0, 2489.0]",14601173.930364374
