frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.398,0.126,0.861,-38.51,53.62,-77.82,null,null
1,0.95,0.168,0.41,0.877,-42.54,-12.27,-50.11,null,null
2,0.95,0.163,0.457,0.882,1.59,4.82,0.18,null,null
3,0.95,0.167,0.325,0.919,23.38,-3.63,-8.91,null,null
4,0.95,0.156,0.357,0.933,13.28,0.4,-5.71,null,null
5,0.95,0.165,0.339,0.931,1.07,-0.46,-0.82,null,null
6,0.95,0.173,0.354,0.917,-0.98,-3.48,-0.27,null,null
7,0.95,0.17,0.351,0.919,-4.3,-1.59,0.67,null,null
8,0.95,0.198,0.321,0.919,-6.84,-3.72,0.55,null,null
9,0.95,0.216,0.31,0.923,-15.99,-14.34,3.51,null,null
10,0.95,0.295,0.214,0.93,-5.49,0.09,4.24,null,null
11,0.95,0.042,0.41,0.94,-2.47,-7.11,1.65,null,null
12,0.95,0.223,0.281,0.919,-4.67,-3.23,-0.12,null,null
13,0.95,0.204,0.308,0.923,2.08,0.73,0.06,null,null
14,0.95,0.216,0.303,0.925,-1.04,-0.64,0.58,null,null
15,0.95,0.221,0.294,0.917,0.18,0.0,0.49,null,null
16,0.95,0.937,-0.039,0.481,5.1,3.36,10.65,null,null
17,0.95,0.857,0.153,0.504,17.27,18.52,-4.46,null,null
18,0.95,0.734,0.193,0.726,-8.06,34.49,14.8,null,null
19,0.95,0.706,0.104,0.641,25.45,11.72,-13.06,null,null
0,0.95,0.659,0.048,0.57,14.89,4.79,15.81,null,null
1,0.95,0.712,-0.093,0.8,-13.46,33.54,2.38,null,null
2,0.95,0.597,0.042,0.811,-11.75,51.67,-44.28,null,null
3,0.95,0.38,0.035,1.003,-31.68,38.97,-38.58,null,null
4,0.95,0.368,0.165,1.055,-9.98,6.68,-48.74,null,null
5,0.95,0.451,0.087,0.88,-9.7,-8.88,17.43,null,null
6,0.95,0.501,0.06,0.861,-0.12,-4.52,7.81,null,null
7,0.95,0.513,0.044,0.87,-5.65,2.29,8.09,null,null
8,0.95,0.527,0.036,0.841,-1.07,0.82,0.92,null,null
9,0.95,0.53,0.035,0.854,-1.65,-0.73,2.23,null,null
10,0.95,0.527,0.046,0.856,1.53,-2.32,1.37,null,null
11,0.95,0.533,0.035,0.85,-5.31,1.95,7.14,null,null
12,0.95,0.521,0.052,0.859,1.56,1.77,0.27,null,null
13,0.95,0.517,0.043,0.855,-2.78,2.72,5.92,null,null
14,0.95,0.472,0.104,0.949,19.47,-3.91,5.8,null,null
15,0.95,0.375,0.291,0.919,65.71,-25.3,58.96,null,null
