frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.469,0.138,0.903,-4.27,9.46,-6.59,null,null
1,0.95,0.467,0.153,0.929,-2.2,9.06,-7.35,null,null
2,0.95,0.424,0.154,1.134,27.13,-36.62,36.1,null,null
3,0.95,0.277,0.182,1.224,49.53,-79.81,38.27,null,null
4,0.95,0.391,-0.031,1.029,21.49,-70.59,44.53,null,null
5,0.95,0.87,0.012,0.442,24.51,-77.46,2.01,null,null
6,0.95,0.91,0.254,0.141,15.75,-51.52,-48.8,null,null
7,0.95,0.724,0.33,-0.233,-12.27,-130.47,-56.18,null,null
8,0.95,0.908,0.586,0.214,-20.6,8.18,-18.34,null,null
9,0.95,0.869,0.523,0.198,-3.17,-10.07,-3.11,null,null
10,0.95,0.803,0.473,0.139,17.73,-0.09,-7.26,null,null
11,0.95,0.846,0.542,0.252,8.3,12.05,-6.35,null,null
12,0.95,0.862,0.439,0.217,3.11,6.81,2.47,null,null
13,0.95,0.854,0.496,0.203,4.43,4.12,-0.18,null,null
14,0.95,0.825,0.508,0.187,14.1,3.2,2.59,null,null
15,0.95,0.885,0.494,0.245,5.1,0.67,5.31,null,null
16,0.95,0.825,0.503,0.225,13.7,-6.87,2.17,null,null
17,0.95,0.837,0.46,0.223,1.04,9.28,-0.18,null,null
18,0.95,0.862,0.461,0.199,4.49,4.49,0.52,null,null
19,0.95,0.847,0.473,0.243,-0.64,4.36,0.46,null,null
0,0.95,0.519,-0.048,0.859,9.52,-4.3,-1.34,null,null
1,0.95,0.56,0.009,0.968,-2.78,3.2,-1.74,null,null
2,0.95,0.362,0.068,1.175,87.53,-47.24,-7.9,null,null
3,0.95,0.272,0.106,1.175,67.51,-97.96,25.7,null,null
4,0.95,0.458,0.16,0.896,52.77,-123.17,33.66,null,null
5,0.95,0.942,0.076,0.066,20.17,-153.08,14.37,null,null
6,0.95,1.079,0.226,-0.274,5.74,-94.24,-28.2,null,null
7,0.95,0.748,0.155,-0.46,23.29,-139.62,-20.78,null,null
8,0.95,0.895,0.435,-0.28,-1.13,-48.49,-43.61,null,null
9,0.95,0.836,0.441,-0.51,-37.48,-10.96,-19.53,null,null
10,0.95,0.902,0.487,-0.331,-7.54,38.94,4.91,null,null
11,0.95,0.912,0.383,-0.219,6.87,9.61,18.86,null,null
12,0.95,0.856,0.395,-0.245,11.72,0.46,-12.3,null,null
13,0.95,0.877,0.351,-0.271,19.96,14.8,-19.44,null,null
14,0.95,0.866,0.463,-0.182,22.98,40.99,-26.46,null,null
15,0.95,0.916,0.406,-0.188,9.46,-2.23,-8.09,null,null
16,0.95,0.853,0.412,-0.282,-10.56,14.47,12.48,null,null
17,0.95,0.917,0.434,-0.07,5.34,2.35,-10.19,null,null
18,0.95,0.894,0.423,-0.203,2.11,-6.47,-2.87,null,null
19,0.95,0.878,0.408,-0.18,5.92,5.16,-1.59,null,null
0,0.95,0.441,-0.026,0.898,7.97,-2.99,-4.12,null,null
1,0.95,0.417,0.007,1.0,30.18,-19.65,-1.31,null,null
2,0.95,0.448,0.019,0.847,74.65,-55.27,-10.04,null,null
3,0.95,0.437,0.236,0.909,56.92,-42.76,7.08,null,null
4,0.95,0.564,0.217,0.847,33.51,-70.99,28.35,null,null
5,0.95,0.735,0.175,0.633,36.68,-57.86,14.37,null,null
6,0.95,0.815,0.183,0.548,25.61,-38.94,2.5,null,null
7,0.95,0.867,0.21,0.339,45.26,-61.46,-4.85,null,null
8,0.95,0.779,0.346,0.31,37.35,-43.21,-18.77,null,null
9,0.95,0.833,0.292,0.269,16.69,-72.12,-4.39,null,null
10,0.95,0.943,0.291,0.145,6.23,-63.72,-10.13,null,null
11,0.95,0.892,0.257,-0.156,35.49,-78.1,-9.83,null,null
12,0.95,0.951,0.315,-0.204,-33.27,2.08,-30.79,null,null
13,0.95,0.942,0.477,0.037,-11.11,-4.39,-8.09,null,null
14,0.95,0.913,0.418,0.012,-8.18,-10.62,-3.75,null,null
15,0.95,0.871,0.499,0.007,7.32,-13.06,-8.88,null,null
16,0.95,0.822,0.545,-0.062,57.71,15.87,-17.12,null,null
17,0.95,1.034,0.238,0.092,19.65,22.1,11.84,null,null
18,0.95,0.846,0.506,0.024,-1.59,0.52,-1.77,null,null
19,0.95,0.897,0.43,-0.015,6.35,10.65,-1.43,null,null
0,0.95,0.551,0.103,0.827,-5.95,5.34,-2.14,null,null
1,0.95,0.537,0.116,0.826,-0.46,2.5,-1.98,null,null
2,0.95,0.546,0.097,0.845,-1.25,-0.34,-0.06,null,null
3,0.95,0.564,0.142,0.892,20.87,-11.81,1.59,null,null
4,0.95,0.492,0.043,1.053,47.73,-53.13,17.49,null,null
5,0.95,0.416,0.13,1.061,76.72,-91.8,19.59,null,null
6,0.95,0.677,0.153,0.84,70.99,-134.62,25.57,null,null
7,0.95,0.838,0.184,0.13,22.34,-103.85,21.91,null,null
8,0.95,0.939,0.251,-0.219,27.95,-113.01,8.58,null,null
9,0.95,0.912,0.329,-0.437,46.42,-101.08,-29.91,null,null
10,0.95,0.862,0.235,-0.478,1.65,-68.0,-8.12,null,null
11,0.95,0.772,0.308,-0.417,21.79,-49.01,-14.65,null,null
12,0.95,0.837,0.388,-0.386,-6.87,-36.9,-28.11,null,null
13,0.95,0.911,0.454,-0.398,-24.66,2.41,-28.72,null,null
14,0.95,0.887,0.426,-0.348,4.06,17.4,25.67,null,null
15,0.95,0.85,0.339,-0.27,7.2,9.25,11.99,null,null
16,0.95,0.833,0.488,-0.214,7.35,25.88,-28.96,null,null
17,0.95,0.872,0.386,-0.286,2.2,14.07,-4.85,null,null
18,0.95,0.869,0.395,-0.245,-2.2,21.3,4.15,null,null
19,0.95,0.905,0.456,-0.158,-0.73,35.07,-7.32,null,null
0,0.95,0.533,0.127,0.842,-0.03,4.55,-9.03,null,null
1,0.95,0.542,0.157,0.877,2.29,1.71,-4.85,null,null
2,0.95,0.569,0.218,0.985,31.19,-6.41,-10.53,null,null
3,0.95,0.359,0.222,1.071,76.91,-68.85,41.47,null,null
4,0.95,0.561,0.155,0.911,62.2,-87.37,42.57,null,null
5,0.95,0.691,0.052,0.706,48.46,-75.72,19.56,null,null
6,0.95,0.75,0.246,0.418,38.39,-83.96,0.52,null,null
7,0.95,0.838,0.258,0.065,13.34,-98.64,-3.36,null,null
8,0.95,0.932,0.355,-0.137,-11.84,-62.32,-11.29,null,null
9,0.95,0.835,0.374,-0.263,-36.1,-68.42,-20.91,null,null
10,0.95,0.975,0.325,-0.064,-7.87,-23.47,-26.89,null,null
11,0.95,1.049,0.472,-0.107,2.78,-19.96,-3.57,null,null
12,0.95,0.946,0.394,-0.143,22.98,16.42,-10.83,null,null
13,0.95,0.847,0.385,-0.028,-27.41,15.26,6.07,null,null
14,0.95,0.892,0.397,0.014,-6.62,8.73,-6.04,null,null
15,0.95,0.926,0.398,-0.004,0.21,1.59,-2.11,null,null
16,0.95,0.904,0.424,-0.012,-6.41,9.58,22.37,null,null
17,0.95,0.943,0.332,0.035,10.38,6.5,-5.16,null,null
18,0.95,0.919,0.405,0.034,6.01,2.26,-6.1,null,null
19,0.95,0.924,0.358,-0.003,3.66,4.82,-1.31,null,null
0,0.95,0.917,0.375,-0.162,16.94,6.1,-0.64,null,null
1,0.95,0.932,0.408,-0.194,34.3,11.54,-4.18,null,null
2,0.95,0.866,0.201,-0.488,55.79,7.66,7.69,null,null
3,0.95,0.819,0.255,-0.46,42.02,34.61,-4.18,null,null
4,0.95,0.959,0.143,-0.177,-8.73,77.85,9.83,null,null
5,0.95,0.914,0.313,0.259,-33.08,118.69,-50.36,null,null
6,0.95,0.682,0.394,0.603,-67.72,125.4,-38.06,null,null
7,0.95,0.568,0.253,0.773,-72.33,105.01,-10.35,null,null
8,0.95,0.443,0.127,0.904,-80.11,96.8,-23.56,null,null
9,0.95,0.556,0.344,1.162,-37.14,42.63,-34.12,null,null
10,0.95,0.459,0.217,0.852,11.17,-8.15,-4.18,null,null
11,0.95,0.487,0.214,0.811,-18.68,9.09,8.21,null,null
12,0.95,0.474,0.176,0.851,-18.4,2.84,17.3,null,null
13,0.95,0.452,0.127,0.839,-10.74,5.16,7.32,null,null
14,0.95,0.484,0.14,0.872,-1.59,7.08,-4.18,null,null
15,0.95,0.471,0.16,0.904,2.2,9.95,-6.04,null,null
16,0.95,0.472,0.169,0.9,1.25,-1.37,-0.61,null,null
17,0.95,0.467,0.168,0.867,-1.22,-3.2,-1.46,null,null
18,0.95,0.441,0.181,0.847,-0.34,-0.92,-1.04,null,null
19,0.95,0.455,0.175,0.861,-1.98,0.89,0.73,null,null
0,0.95,0.941,0.26,-0.18,4.64,12.94,-2.78,null,null
1,0.95,0.948,0.251,-0.186,-2.69,9.0,-0.67,null,null
2,0.95,0.949,0.271,-0.225,-3.05,0.64,5.77,null,null
3,0.95,0.87,0.35,-0.384,40.16,10.47,-20.05,null,null
4,0.95,0.938,0.268,-0.372,39.06,19.99,-10.99,null,null
5,0.95,0.876,0.31,-0.41,26.7,32.69,9.06,null,null
6,0.95,0.974,0.313,-0.096,31.8,59.11,-5.28,null,null
7,0.95,0.969,0.218,0.075,-1.68,54.84,-9.67,null,null
8,0.95,0.912,0.26,0.078,-14.04,69.43,-20.45,null,null
9,0.95,0.768,0.28,0.315,-34.06,98.27,-26.64,null,null
10,0.95,0.665,0.224,0.503,-62.78,121.52,-29.76,null,null
11,0.95,0.463,0.238,1.024,-108.83,132.94,-12.97,null,null
12,0.95,0.715,0.387,1.078,-27.38,5.98,16.54,null,null
13,0.95,0.652,0.176,0.742,12.51,-8.12,-6.16,null,null
14,0.95,0.708,0.125,0.781,3.54,-8.27,1.25,null,null
15,0.95,0.671,0.09,0.713,4.58,-1.68,-8.58,null,null
16,0.95,0.567,0.191,0.7,-2.17,9.31,-25.3,null,null
17,0.95,0.538,0.283,0.723,-5.83,-0.85,3.39,null,null
18,0.95,0.623,0.131,0.749,-9.28,2.17,22.19,null,null
19,0.95,0.626,0.15,0.739,11.93,4.91,-15.23,null,null
0,0.95,0.895,0.388,-0.111,4.3,-0.79,-0.7,null,null
1,0.95,0.906,0.397,-0.109,6.01,0.92,-1.95,null,null
2,0.95,0.907,0.429,-0.176,12.45,3.57,-3.85,null,null
3,0.95,0.859,0.473,-0.272,31.43,0.4,5.55,null,null
4,0.95,0.872,0.262,-0.384,37.32,19.1,16.88,null,null
5,0.95,0.918,0.272,-0.419,11.69,31.13,-6.99,null,null
6,0.95,0.985,0.373,-0.036,-23.65,45.41,-14.74,null,null
7,0.95,0.814,0.422,0.287,-32.2,82.0,-27.28,null,null
8,0.95,0.753,0.408,0.505,-30.34,97.23,-28.75,null,null
9,0.95,0.779,0.301,0.56,-56.79,94.06,15.35,null,null
10,0.95,0.639,0.213,0.801,-67.17,87.86,10.62,null,null
11,0.95,0.637,0.019,0.947,-89.42,75.2,6.84,null,null
12,0.95,0.466,0.208,0.953,-54.81,46.45,-31.98,null,null
13,0.95,0.441,0.222,0.997,-7.57,1.19,-16.45,null,null
14,0.95,0.416,0.115,0.828,-7.9,-15.47,22.86,null,null
15,0.95,0.461,0.035,0.859,-10.16,-4.33,14.34,null,null
16,0.95,0.474,0.022,0.826,-11.35,-4.0,16.66,null,null
17,0.95,0.507,-0.007,0.885,-14.98,5.71,8.85,null,null
18,0.95,0.52,0.009,0.877,-4.79,1.8,3.72,null,null
19,0.95,0.486,0.01,0.851,-3.78,-0.34,5.07,null,null
0,0.95,0.802,0.409,-0.392,31.98,2.41,16.45,null,null
1,0.95,0.807,0.354,-0.41,27.86,24.05,18.31,null,null
2,0.95,0.901,0.189,-0.413,36.41,66.47,-11.23,null,null
3,0.95,0.864,0.405,-0.23,-15.17,58.81,-12.73,null,null
4,0.95,0.878,0.301,-0.144,-51.12,46.45,-6.74,null,null
5,0.95,0.904,0.324,0.141,-45.87,88.23,-46.94,null,null
6,0.95,0.718,0.609,0.49,-79.1,65.07,3.39,null,null
