frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.368,0.416,0.828,-0.03,1.74,1.37,null,null
1,0.95,0.373,0.406,0.826,1.19,1.92,1.13,null,null
2,0.95,0.364,0.418,0.829,-4.06,0.15,0.55,null,null
3,0.95,0.356,0.37,0.874,-29.05,18.07,-25.45,null,null
4,0.95,0.308,0.32,0.881,12.48,-102.63,-46.57,null,null
5,0.95,0.432,0.53,0.544,14.04,89.27,52.06,null,null
6,0.95,0.277,0.199,1.189,-22.46,19.38,-26.76,null,null
7,0.95,0.362,0.441,0.742,22.95,-28.63,22.49,null,null
8,0.95,0.424,0.264,0.781,-2.72,24.6,-2.38,null,null
9,0.95,0.357,0.352,0.895,-4.03,-39.34,7.54,null,null
10,0.95,0.454,0.451,0.704,9.95,-7.6,14.16,null,null
11,0.95,0.412,0.358,0.851,-26.89,25.85,5.77,null,null
12,0.95,0.406,0.398,0.78,-6.38,6.96,-0.15,null,null
13,0.95,0.357,0.383,0.892,1.98,-1.59,0.76,null,null
14,0.95,0.404,0.355,0.812,8.51,-34.12,3.08,null,null
15,0.95,0.94,-0.2,0.357,9.52,-8.97,-7.02,null,null
16,0.95,0.901,-0.23,0.35,6.56,-10.77,0.73,null,null
17,0.95,0.924,-0.615,0.299,-30.15,-7.35,-19.38,null,null
18,0.95,0.804,-0.344,0.23,-61.74,5.65,-53.99,null,null
19,0.95,0.709,-0.201,0.313,-95.55,24.11,-47.7,null,null
20,0.95,0.61,0.049,0.378,-69.25,43.09,-94.39,null,null
21,0.95,0.486,0.25,0.491,-103.21,83.04,-70.99,null,null
22,0.95,0.47,0.297,0.526,-54.11,105.32,-67.75,null,null
23,0.95,0.255,0.656,0.744,0.55,128.79,-63.11,null,null
24,0.95,0.188,0.328,1.041,-23.83,136.6,16.02,null,null
25,0.95,-0.06,0.453,1.193,-49.32,137.46,99.15,null,null
26,0.95,-0.395,0.275,1.19,-20.66,123.42,163.0,null,null
27,0.95,-0.71,0.42,1.374,-47.3,76.94,190.59,null,null
28,0.95,-0.625,0.263,1.259,-11.96,49.1,209.36,null,null
0,0.95,-0.581,0.323,1.637,17.06,-22.06,176.27,null,null
1,0.95,-0.398,0.401,1.272,4.61,-78.1,171.48,null,null
2,0.95,-0.122,0.169,1.458,-4.55,-118.72,106.27,null,null
3,0.95,-0.013,0.039,1.166,-58.57,-169.87,98.12,null,null
4,0.95,0.41,-0.176,0.618,-79.38,-150.09,53.5,null,null
5,0.95,0.49,-0.177,0.516,-98.67,-103.46,-3.78,null,null
6,0.95,0.651,-0.191,0.225,-114.9,-71.72,-12.48,null,null
7,0.95,0.727,-0.211,0.158,-119.82,-42.85,-34.15,null,null
8,0.95,0.755,-0.026,-0.004,-99.89,-17.33,-47.58,null,null
9,0.95,0.8,0.217,-0.039,-101.81,18.83,-48.59,null,null
10,0.95,0.966,0.307,-0.051,-69.46,30.46,-40.22,null,null
11,0.95,1.013,0.368,0.124,-41.44,23.65,1.83,null,null
12,0.95,1.038,0.187,0.186,1.28,3.63,-2.08,null,null
13,0.95,1.028,0.054,0.116,7.75,-3.6,10.56,null,null
14,0.95,0.999,0.009,0.075,5.46,-6.01,7.72,null,null
15,0.95,0.987,0.014,0.045,4.15,-2.2,1.59,null,null
16,0.95,0.878,-0.44,0.358,-46.45,-7.54,-17.15,null,null
17,0.95,0.807,-0.352,0.321,-66.93,-10.44,-39.74,null,null
18,0.95,0.71,-0.17,0.346,-79.53,14.92,-69.19,null,null
19,0.95,0.567,0.129,0.312,-81.09,31.34,-85.67,null,null
20,0.95,0.527,0.338,0.406,-74.22,60.15,-85.76,null,null
21,0.95,0.462,0.337,0.58,-64.52,80.2,-59.08,null,null
22,0.95,0.498,0.367,0.704,-28.99,102.45,-44.43,null,null
23,0.95,0.317,0.315,0.964,-73.18,115.97,-15.38,null,null
24,0.95,0.1,0.419,1.038,-37.48,122.81,22.31,null,null
25,0.95,-0.134,0.435,1.223,-5.8,108.22,93.39,null,null
26,0.95,-0.397,0.431,1.183,31.13,80.6,131.29,null,null
27,0.95,-0.577,0.267,1.336,21.45,72.51,195.78,null,null
28,0.95,-0.609,0.315,1.27,16.97,48.43,193.76,null,null
0,0.95,-0.691,0.442,1.062,-2.23,25.61,150.21,null,null
1,0.95,-0.525,0.438,1.243,2.08,-0.79,138.07,null,null
2,0.95,-0.394,0.261,1.196,-6.56,-50.39,157.38,null,null
3,0.95,-0.05,0.332,1.229,-9.16,-55.88,93.72,null,null
4,0.95,-0.02,0.196,1.15,-8.91,-111.15,86.46,null,null
5,0.95,0.269,0.023,0.955,-38.73,-123.78,56.31,null,null
6,0.95,0.341,0.039,0.681,-62.17,-118.96,19.14,null,null
7,0.95,0.396,0.062,0.322,-63.54,-89.91,0.58,null,null
8,0.95,-0.676,0.421,-0.005,37.66,-33.42,51.21,null,null
9,0.95,0.13,-0.375,-0.388,79.99,86.21,13.28,null,null
10,0.95,0.348,0.487,1.524,14.95,375.71,-313.27,null,null
11,0.95,0.78,0.898,2.111,0.09,48.43,-151.01,null,null
