frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.152,0.519,0.822,-2.93,2.75,1.92,null,null
1,0.95,0.169,0.485,0.836,8.15,0.15,-2.14,null,null
2,0.95,0.199,0.502,0.836,-4.79,-10.44,2.11,null,null
3,0.95,0.152,0.49,0.853,2.01,-1.34,-0.09,null,null
4,0.95,0.199,0.465,0.861,32.11,-1.07,-7.93,null,null
5,0.95,0.195,0.582,0.804,11.78,-1.22,11.63,null,null
6,0.95,0.104,0.349,1.051,-52.64,46.11,81.79,null,null
7,0.95,0.057,0.364,1.091,-35.19,-3.97,-21.42,null,null
8,0.95,0.25,0.538,0.735,-9.25,-1.5,24.6,null,null
9,0.95,0.665,0.287,0.684,5.83,25.67,-35.95,null,null
10,0.95,0.863,0.405,0.479,41.05,-36.81,11.11,null,null
11,0.95,1.123,0.354,0.617,19.68,-18.16,21.91,null,null
12,0.95,0.498,0.158,1.152,-62.32,93.66,-51.27,null,null
13,0.95,0.412,0.121,0.559,-73.06,71.69,-26.98,null,null
14,0.95,0.407,0.256,0.667,34.85,-17.43,-22.28,null,null
15,0.95,0.608,0.269,0.837,-4.46,2.9,-5.25,null,null
16,0.95,0.559,0.224,0.738,0.37,-3.66,0.82,null,null
17,0.95,0.527,0.199,0.692,8.12,1.34,-5.19,null,null
18,0.95,0.568,0.214,0.784,-8.24,2.81,11.54,null,null
0,0.95,0.563,0.214,0.808,-1.56,3.81,1.8,null,null
1,0.95,0.522,0.301,0.796,0.89,-5.55,4.49,null,null
2,0.95,-0.808,0.282,1.538,-44.95,115.48,101.05,null,null
3,0.95,0.757,-0.448,-0.192,111.91,-126.5,112.86,null,null
4,0.95,0.63,0.256,1.354,23.04,183.39,-158.67,null,null
5,0.95,0.445,0.191,0.88,-21.94,36.77,-50.14,null,null
6,0.95,0.202,0.288,0.737,-26.76,19.62,2.14,null,null
7,0.95,0.174,0.349,1.105,-1.77,-43.64,97.45,null,null
8,0.95,-0.047,0.362,0.945,44.1,-27.5,-21.79,null,null
9,0.95,0.755,0.204,0.36,28.44,-7.42,-1.53,null,null
10,0.95,0.875,0.37,0.547,20.54,-35.28,52.95,null,null
11,0.95,0.819,0.211,0.357,25.61,-5.55,25.76,null,null
12,0.95,0.778,0.244,0.533,-2.81,30.34,-11.11,null,null
13,0.95,0.598,0.195,0.779,-11.26,31.56,-17.91,null,null
14,0.95,0.682,0.17,0.731,-11.44,9.89,-4.91,null,null
15,0.95,0.432,0.433,0.855,6.32,0.15,-18.43,null,null
16,0.95,0.544,0.195,0.79,-13.73,16.14,9.28,null,null
17,0.95,0.545,0.228,0.782,-2.56,5.43,-1.13,null,null
18,0.95,0.562,0.253,0.821,-4.03,1.83,-0.52,null,null
0,0.95,0.513,0.28,0.825,-3.85,0.34,6.56,null,null
1,0.95,0.506,0.242,0.85,-6.56,6.23,-0.49,null,null
2,0.95,0.05,0.402,1.313,12.88,-31.59,62.44,null,null
3,0.95,0.402,-0.022,0.252,48.1,-160.28,131.41,null,null
4,0.95,0.593,0.319,0.515,58.6,149.39,-208.04,null,null
5,0.95,0.414,0.438,0.904,-22.1,38.76,-118.2,null,null
6,0.95,0.139,0.455,0.949,6.38,-10.62,-52.55,null,null
7,0.95,0.105,0.502,0.983,-15.35,8.97,-19.26,null,null
8,0.95,0.086,0.389,0.857,-3.3,-5.77,-8.91,null,null
9,0.95,0.721,0.319,0.668,-6.9,3.72,46.39,null,null
10,0.95,0.602,0.465,0.61,21.82,-54.32,32.29,null,null
11,0.95,1.658,0.512,-0.218,90.7,-107.43,74.8,null,null
12,0.95,-0.698,0.055,1.698,-82.0,165.53,-97.42,null,null
13,0.95,0.426,0.264,0.636,23.59,-53.01,4.67,null,null
14,0.95,0.616,0.29,0.861,-6.44,2.14,3.33,null,null
15,0.95,0.57,0.256,0.78,-1.8,-3.11,-6.87,null,null
16,0.95,0.557,0.261,0.762,-5.4,-3.23,2.01,null,null
17,0.95,0.562,0.211,0.757,-5.92,0.67,2.04,null,null
18,0.95,0.6,0.208,0.801,-5.07,-1.1,1.71,null,null
0,0.95,0.57,0.185,0.749,-5.98,-3.6,0.31,null,null
1,0.95,0.528,0.201,0.75,0.27,-5.55,7.97,null,null
2,0.95,0.032,0.101,1.778,7.23,-54.38,144.23,null,null
3,0.95,0.831,-0.34,-0.272,22.52,-60.64,6.13,null,null
4,0.95,0.959,0.559,0.568,0.12,164.1,-152.47,null,null
5,0.95,0.385,0.343,0.821,-14.95,20.42,-71.26,null,null
6,0.95,0.264,0.5,0.961,-6.44,10.59,-45.17,null,null
7,0.95,0.225,0.423,0.85,2.75,-29.45,3.66,null,null
8,0.95,0.215,0.458,0.864,-4.85,-0.58,1.04,null,null
9,0.95,0.779,0.404,0.528,6.93,0.7,4.82,null,null
10,0.95,0.813,0.344,0.408,15.53,-1.37,11.6,null,null
11,0.95,0.717,0.288,0.49,28.99,-13.52,31.4,null,null
12,0.95,1.032,0.394,0.248,20.02,6.13,18.04,null,null
13,0.95,1.056,0.107,-0.079,60.7,-57.01,34.58,null,null
14,0.95,0.944,0.246,0.009,25.97,-18.13,-16.08,null,null
15,0.95,0.593,0.21,0.305,-24.05,91.98,-34.88,null,null
16,0.95,0.388,0.375,0.854,-61.16,55.12,-17.82,null,null
17,0.95,0.475,0.161,0.793,-12.42,-10.01,22.98,null,null
18,0.95,0.564,0.319,0.787,1.37,2.66,-1.53,null,null
0,0.95,0.562,0.308,0.755,-1.71,-4.39,0.61,null,null
1,0.95,0.594,0.358,0.808,2.35,-1.4,-4.88,null,null
2,0.95,-0.415,0.435,1.573,-37.84,2.08,216.86,null,null
3,0.95,1.058,-0.999,-0.728,290.48,-329.57,120.7,null,null
4,0.95,0.491,0.45,1.178,-7.11,404.16,-248.57,null,null
5,0.95,0.039,0.571,0.641,45.41,63.42,-130.68,null,null
6,0.95,-0.293,0.627,0.89,27.38,-46.69,-52.67,null,null
7,0.95,-0.349,0.556,0.68,18.28,-14.98,-14.77,null,null
8,0.95,-0.383,0.56,0.794,0.21,-9.95,2.59,null,null
9,0.95,0.659,0.53,0.499,8.91,14.13,16.97,null,null
10,0.95,0.726,0.595,0.448,46.33,23.26,12.24,null,null
11,0.95,0.731,0.502,0.492,21.97,-7.11,55.21,null,null
12,0.95,0.793,0.46,0.418,39.22,17.43,20.87,null,null
13,0.95,0.745,0.362,0.634,-11.32,-3.11,25.06,null,null
14,0.95,0.854,0.361,0.493,13.31,8.82,-11.47,null,null
15,0.95,0.757,0.383,0.594,-23.9,36.19,-9.92,null,null
16,0.95,0.17,0.156,1.249,-35.37,84.17,-74.59,null,null
17,0.95,0.554,0.099,0.679,2.38,0.52,-2.2,null,null
18,0.95,0.603,0.189,0.69,-1.37,-5.16,4.18,null,null
0,0.95,0.623,0.248,0.784,-1.62,2.75,0.64,null,null
1,0.95,0.597,0.219,0.854,-6.26,-0.52,12.02,null,null
2,0.95,-0.875,0.945,1.497,71.75,161.96,90.09,null,null
3,0.95,1.402,-0.709,-0.274,153.05,-172.7,60.4,null,null
4,0.95,0.798,0.669,1.121,-70.41,175.6,-135.01,null,null
