frame_index,confidence,num_points,points,range_profile,motion_score
0,0.8,6,"[{""x"": -0.474393367767334, ""y"": 0.823974609375, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3712177276611328, ""y"": 0.8441805839538574, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14019012451171875, ""y"": 0.7036328315734863, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.17523765563964844, ""y"": 0.6954073905944824, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12481212615966797, ""y"": 0.7696151733398438, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.29289722442626953, ""y"": 0.8080601692199707, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144090.0, 219340.0, 151210.0, 46590.0, 9880.0, 3477.0, 2178.0, 2529.0, 3370.0, 3065.0, 1929.0, 1743.0, 1662.0, 2362.0, 12473.0, 49035.0, 58346.0, 38771.0, 47419.0, 36686.0, 34621.0, 39505.0, 21078.0, 9752.0, 9463.0, 5367.0, 6189.0, 6166.0, 4768.0, 5959.0, 7438.0, 6971.0, 8088.0, 18088.0, 24046.0, 33706.0, 56486.0, 52879.0, 30497.0, 33712.0, 24970.0, 9013.0, 9326.0, 8102.0, 6883.0, 7635.0, 13374.0, 12934.0, 9682.0, 9210.0, 11325.0, 14361.0, 19696.0, 19694.0, 25722.0, 21435.0, 21012.0, 15244.0, 15300.0, 20432.0, 18604.0, 9113.0, 8507.0, 7913.0, 7666.0, 9680.0, 11307.0, 10728.0, 7067.0, 8468.0, 8605.0, 4785.0, 5057.0, 7655.0, 9983.0, 16947.0, 18654.0, 12005.0, 9888.0, 8214.0, 7664.0, 8021.0, 6444.0, 5510.0, 4832.0, 4499.0, 5363.0, 5903.0, 6121.0, 5183.0, 3519.0, 3186.0, 3202.0, 3849.0, 3730.0, 4250.0, 5121.0, 4482.0, 4464.0, 5114.0, 7228.0, 9636.0, 9287.0, 5351.0, 5086.0, 5332.0, 4372.0, 3906.0, 4649.0, 4468.0, 3803.0, 4299.0, 3954.0, 3434.0, 4465.0, 6903.0, 5857.0, 3879.0, 3278.0, 2727.0, 2460.0, 2771.0, 3055.0, 2966.0, 1944.0, 2721.0, 3195.0, 2660.0]",0.0
1,0.8,7,"[{""x"": -0.11301040649414062, ""y"": 0.7013082504272461, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.23925304412841797, ""y"": 1.5472769737243652, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.02950429916381836, ""y"": 0.7901787757873535, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.034689903259277344, ""y"": 0.8069872856140137, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.13464689254760742, ""y"": 0.7347464561462402, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.0030736923217773, ""y"": 1.4204978942871094, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.026498317718506, ""y"": 1.395106315612793, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144067.0, 219316.0, 151010.0, 46726.0, 9615.0, 3111.0, 1918.0, 2637.0, 3478.0, 3097.0, 1697.0, 1820.0, 1633.0, 2294.0, 10046.0, 37842.0, 40387.0, 55384.0, 61235.0, 28291.0, 17117.0, 17078.0, 15483.0, 7066.0, 5682.0, 5666.0, 6382.0, 8900.0, 6604.0, 5078.0, 6264.0, 5495.0, 6832.0, 16658.0, 21854.0, 23822.0, 48428.0, 45350.0, 14387.0, 28601.0, 26580.0, 15287.0, 16846.0, 10741.0, 7576.0, 7091.0, 10697.0, 9756.0, 7411.0, 15371.0, 16158.0, 15331.0, 20160.0, 20003.0, 26697.0, 12176.0, 21997.0, 23825.0, 17816.0, 16283.0, 19521.0, 11262.0, 7613.0, 8016.0, 12281.0, 12012.0, 7874.0, 7927.0, 6918.0, 7999.0, 7712.0, 5226.0, 5365.0, 6557.0, 7774.0, 9920.0, 7699.0, 9156.0, 8548.0, 4418.0, 6595.0, 7490.0, 5717.0, 4930.0, 4296.0, 5089.0, 6075.0, 6152.0, 6448.0, 5103.0, 4244.0, 4018.0, 3762.0, 4088.0, 4078.0, 4759.0, 6163.0, 5773.0, 5944.0, 5478.0, 6700.0, 8333.0, 9354.0, 4977.0, 4243.0, 4643.0, 3580.0, 3972.0, 4087.0, 4080.0, 3470.0, 3706.0, 4065.0, 3359.0, 5162.0, 7285.0, 6792.0, 4998.0, 3930.0, 2856.0, 3106.0, 3269.0, 3187.0, 3099.0, 2694.0, 2222.0, 2575.0, 2320.0]",0.0
2,0.8,8,"[{""x"": -0.10442733764648438, ""y"": 0.794827938079834, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.09459257125854492, ""y"": 0.80108642578125, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.005185604095458984, ""y"": 0.7011294364929199, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07456541061401367, ""y"": 2.7025938034057617, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.08368492126464844, ""y"": 2.7190446853637695, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.28645992279052734, ""y"": 0.8316636085510254, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.42057037353515625, ""y"": 0.7383227348327637, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.140045166015625, ""y"": 1.2069940567016602, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143864.0, 219406.0, 151048.0, 46503.0, 9566.0, 3358.0, 1875.0, 2280.0, 3318.0, 3089.0, 1669.0, 1644.0, 1681.0, 2046.0, 6856.0, 21610.0, 26946.0, 60144.0, 57651.0, 34011.0, 18606.0, 14539.0, 9069.0, 4852.0, 4076.0, 4830.0, 5868.0, 7409.0, 5209.0, 6237.0, 7914.0, 5821.0, 5038.0, 15112.0, 18140.0, 13759.0, 49034.0, 48944.0, 21572.0, 25095.0, 27308.0, 15524.0, 9748.0, 7542.0, 6502.0, 6844.0, 7518.0, 6642.0, 7978.0, 12301.0, 11579.0, 5227.0, 18656.0, 22082.0, 24178.0, 8903.0, 20203.0, 14992.0, 17755.0, 24592.0, 20168.0, 11810.0, 6834.0, 7245.0, 5730.0, 7392.0, 7107.0, 7383.0, 7234.0, 7574.0, 6632.0, 5087.0, 4918.0, 5462.0, 6348.0, 7183.0, 8753.0, 9222.0, 7568.0, 8550.0, 8460.0, 7229.0, 6337.0, 5470.0, 5483.0, 5784.0, 6003.0, 5743.0, 5219.0, 3448.0, 4233.0, 5568.0, 5136.0, 3930.0, 3781.0, 4374.0, 6095.0, 6019.0, 5501.0, 5281.0, 6620.0, 8451.0, 9049.0, 5136.0, 3844.0, 4105.0, 4543.0, 3972.0, 4065.0, 4354.0, 3648.0, 3308.0, 3746.0, 3614.0, 5642.0, 7308.0, 6646.0, 5691.0, 3806.0, 2547.0, 2537.0, 3061.0, 2793.0, 3035.0, 2640.0, 2513.0, 2674.0, 2683.0]",0.0
3,0.8,5,"[{""x"": -0.11801719665527344, ""y"": 0.7773041725158691, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11730194091796875, ""y"": 0.7891058921813965, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.04023313522338867, ""y"": 0.7672905921936035, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.1983046531677246, ""y"": 0.8316636085510254, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.26160478591918945, ""y"": 0.8611679077148438, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144031.0, 219310.0, 151042.0, 46830.0, 9648.0, 3156.0, 1936.0, 2614.0, 3289.0, 2858.0, 1758.0, 1625.0, 1574.0, 1935.0, 5010.0, 17745.0, 41217.0, 73093.0, 54872.0, 26882.0, 15889.0, 17845.0, 14457.0, 6364.0, 4855.0, 5088.0, 4552.0, 7123.0, 6275.0, 5844.0, 7569.0, 5308.0, 4305.0, 14957.0, 20224.0, 21855.0, 49622.0, 48077.0, 29176.0, 29896.0, 23747.0, 10982.0, 15391.0, 10809.0, 9431.0, 8094.0, 6691.0, 6184.0, 8465.0, 10875.0, 9411.0, 10653.0, 21177.0, 20465.0, 21606.0, 8775.0, 20319.0, 12608.0, 13237.0, 15064.0, 18392.0, 11353.0, 5296.0, 5966.0, 5864.0, 6653.0, 8229.0, 7405.0, 7027.0, 8822.0, 7591.0, 5600.0, 7092.0, 9575.0, 8340.0, 6964.0, 6645.0, 7283.0, 7828.0, 9213.0, 10278.0, 7843.0, 7111.0, 6059.0, 4714.0, 4807.0, 5025.0, 4902.0, 5472.0, 4719.0, 3972.0, 5444.0, 4596.0, 3321.0, 4129.0, 6480.0, 7117.0, 6336.0, 6450.0, 5911.0, 6458.0, 8693.0, 8736.0, 5455.0, 6759.0, 5765.0, 4545.0, 3971.0, 5277.0, 5195.0, 3389.0, 4036.0, 4294.0, 3970.0, 4884.0, 7498.0, 7264.0, 4967.0, 3676.0, 3194.0, 3226.0, 3458.0, 3329.0, 2541.0, 2568.0, 2085.0, 2172.0, 2336.0]",0.0
4,0.8,8,"[{""x"": -0.16200542449951172, ""y"": 0.7748007774353027, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.13321638107299805, ""y"": 0.7599592208862305, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.01233816146850586, ""y"": 0.7551312446594238, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.09244680404663086, ""y"": 0.7274150848388672, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.4781484603881836, ""y"": 0.7638931274414062, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.4309415817260742, ""y"": 0.8323788642883301, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.4960298538208008, ""y"": 0.6971955299377441, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7094612121582031, ""y"": 2.1366477012634277, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144097.0, 219565.0, 151177.0, 46397.0, 9571.0, 3291.0, 1775.0, 2236.0, 3272.0, 3100.0, 1543.0, 1584.0, 1516.0, 2050.0, 5385.0, 22220.0, 53638.0, 65925.0, 38479.0, 24116.0, 17883.0, 13940.0, 8956.0, 7554.0, 5638.0, 4942.0, 4810.0, 4533.0, 4352.0, 7200.0, 7985.0, 5318.0, 4763.0, 15452.0, 22698.0, 32397.0, 54762.0, 47372.0, 27072.0, 34045.0, 23474.0, 8600.0, 11994.0, 8492.0, 8526.0, 7440.0, 7170.0, 6897.0, 8262.0, 11836.0, 13265.0, 9246.0, 16964.0, 18718.0, 21228.0, 12925.0, 22632.0, 15700.0, 19388.0, 18671.0, 21213.0, 12157.0, 9997.0, 5213.0, 5948.0, 7785.0, 8209.0, 7709.0, 7932.0, 7936.0, 6952.0, 5079.0, 6172.0, 7835.0, 7038.0, 6667.0, 6898.0, 7927.0, 8320.0, 10640.0, 7836.0, 4837.0, 5881.0, 6981.0, 4688.0, 4924.0, 6883.0, 5622.0, 5159.0, 4214.0, 4245.0, 5623.0, 4902.0, 3949.0, 3967.0, 4762.0, 5516.0, 6403.0, 7587.0, 6706.0, 7897.0, 8747.0, 8097.0, 4271.0, 4597.0, 3677.0, 3574.0, 3895.0, 3969.0, 3804.0, 3209.0, 4178.0, 3785.0, 3099.0, 5606.0, 8041.0, 6894.0, 5437.0, 4216.0, 2860.0, 2976.0, 2830.0, 3866.0, 3378.0, 2121.0, 1916.0, 2083.0, 2673.0]",0.0
5,0.8,6,"[{""x"": -0.16325712203979492, ""y"": 0.7588863372802734, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18721818923950195, ""y"": 0.7662177085876465, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11622905731201172, ""y"": 0.7549524307250977, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.011265277862548828, ""y"": 0.7406473159790039, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.326693058013916, ""y"": 0.7733702659606934, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.5278587341308594, ""y"": 0.7268786430358887, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144038.0, 219371.0, 150590.0, 46253.0, 9576.0, 3305.0, 1861.0, 2523.0, 3208.0, 2831.0, 1919.0, 1735.0, 1667.0, 1841.0, 5513.0, 25031.0, 78742.0, 108340.0, 69717.0, 29177.0, 13338.0, 13394.0, 10596.0, 6135.0, 5610.0, 3860.0, 5725.0, 7897.0, 5512.0, 6841.0, 7812.0, 5382.0, 5760.0, 15892.0, 24189.0, 36423.0, 61210.0, 50722.0, 22062.0, 35557.0, 23613.0, 6966.0, 8882.0, 8499.0, 8826.0, 10241.0, 7736.0, 6018.0, 7892.0, 12024.0, 12617.0, 11484.0, 16056.0, 16806.0, 21319.0, 16843.0, 19680.0, 13300.0, 15892.0, 14277.0, 17362.0, 10362.0, 7537.0, 5583.0, 5584.0, 6331.0, 6487.0, 6749.0, 7727.0, 8893.0, 7348.0, 5332.0, 6322.0, 8068.0, 6751.0, 6001.0, 6948.0, 7799.0, 6740.0, 4984.0, 4101.0, 5504.0, 7298.0, 6856.0, 5386.0, 4292.0, 7097.0, 7277.0, 7903.0, 7444.0, 4566.0, 5970.0, 5233.0, 3766.0, 4057.0, 4295.0, 4892.0, 5909.0, 6976.0, 6330.0, 6579.0, 8015.0, 6791.0, 3826.0, 3528.0, 3460.0, 3930.0, 4022.0, 5129.0, 4333.0, 3976.0, 4452.0, 3781.0, 3109.0, 4985.0, 7496.0, 6981.0, 5509.0, 3669.0, 2583.0, 3223.0, 3040.0, 3866.0, 3136.0, 2296.0, 2116.0, 2303.0, 2669.0]",2169.8609374999996
6,0.8,5,"[{""x"": -0.19186735153198242, ""y"": 0.7081031799316406, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16129016876220703, ""y"": 0.7413625717163086, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1614689826965332, ""y"": 0.7572770118713379, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16862154006958008, ""y"": 0.7721185684204102, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1965165138244629, ""y"": 0.802159309387207, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143827.0, 219424.0, 151076.0, 46380.0, 9618.0, 3072.0, 1882.0, 2356.0, 3421.0, 3173.0, 1769.0, 1651.0, 1686.0, 2255.0, 10380.0, 38378.0, 94405.0, 121748.0, 79932.0, 26028.0, 15413.0, 16451.0, 11338.0, 6166.0, 3513.0, 4319.0, 6019.0, 5955.0, 3374.0, 6208.0, 6833.0, 5027.0, 5858.0, 16035.0, 22919.0, 35073.0, 60972.0, 51235.0, 16902.0, 31246.0, 21594.0, 9313.0, 11523.0, 9669.0, 8159.0, 7635.0, 6896.0, 7697.0, 7852.0, 12608.0, 14521.0, 14627.0, 17878.0, 18716.0, 21873.0, 10820.0, 20499.0, 11592.0, 12319.0, 16747.0, 17051.0, 8860.0, 7219.0, 6946.0, 7381.0, 6777.0, 6724.0, 8595.0, 8638.0, 8289.0, 6604.0, 4609.0, 5502.0, 7415.0, 6182.0, 6035.0, 5804.0, 6756.0, 6325.0, 4883.0, 4382.0, 5747.0, 5111.0, 6423.0, 5379.0, 4955.0, 5788.0, 6425.0, 6387.0, 5532.0, 4702.0, 6302.0, 5616.0, 4925.0, 5180.0, 4971.0, 5918.0, 7024.0, 8191.0, 6801.0, 6757.0, 7884.0, 7557.0, 4014.0, 3556.0, 3651.0, 4213.0, 4317.0, 3936.0, 3902.0, 3730.0, 5613.0, 3859.0, 3701.0, 5873.0, 8362.0, 7516.0, 5950.0, 4326.0, 3287.0, 2836.0, 2613.0, 3709.0, 2804.0, 1858.0, 1990.0, 2338.0, 2787.0]",2429.58921875
7,0.8,5,"[{""x"": -0.18936395645141602, ""y"": 0.7055997848510742, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1773834228515625, ""y"": 0.7345676422119141, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.17219781875610352, ""y"": 0.7558465003967285, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1754164695739746, ""y"": 0.7728338241577148, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1952648162841797, ""y"": 0.8016228675842285, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143945.0, 219236.0, 150839.0, 46654.0, 9620.0, 3222.0, 2066.0, 2400.0, 3346.0, 3052.0, 1745.0, 1676.0, 1648.0, 2008.0, 12732.0, 48072.0, 101781.0, 129232.0, 89896.0, 30875.0, 14790.0, 10657.0, 7993.0, 8989.0, 6690.0, 5733.0, 6326.0, 5770.0, 4919.0, 7126.0, 9147.0, 6650.0, 33561146.0, 100860929.0, 460805.0, 3221554435.0, 838860802.0, 1023412836.0, 0.0, 150994944.0, 33554432.0, 4278190080.0, 771751935.0, 1845493761.0, 0.0, 758725504.0, 3784409.0, 4096000.0, 155156480.0, 1409286144.0, 1029370.0, 1694498816.0, 4244177483.0, 15.0, 3460912640.0, 1145848.0, 1308622848.0, 3002674761.0, 18.0, 977883904.0, 1232888.0, 1023410176.0, 2986028107.0, 15.0, 2219792128.0, 2864168.0, 855638016.0, 1076619335.0, 34.0, 1212822784.0, 1829422.0, 855638016.0, 77389.0, 131072.0, 36727296.0, 56150528.0, 38626816.0, 11890688.0, 2747136.0, 6292736.0, 11799040.0, 13228032.0, 10230016.0, 5870080.0, 3171840.0, 3392768.0, 3500288.0, 2240768.0, 2877184.0, 10830592.0, 26394112.0, 26563840.0, 14367744.0, 10328320.0, 12299264.0, 8530944.0, 3423232.0, 1555712.0, 1163008.0, 904192.0, 971520.0, 1116672.0, 1388544.0, 33602816.0, 100860929.0, 460805.0, 3221554435.0, 838860802.0, 1040190052.0, 0.0, 184549376.0, 33554432.0, 4278190080.0, 771751935.0, 2181038081.0, 0.0, 758725504.0, 3784409.0, 4096000.0, 188710912.0, 3238002688.0, 1016314.0, 1426063360.0, 3036299342.0, 15.0, 2924111872.0, 1070073.0, 1543503872.0]",513241047.42629683
8,0.8,9,"[{""x"": -0.36728382110595703, ""y"": 0.7075667381286621, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.23549795150756836, ""y"": 0.7029175758361816, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2766251564025879, ""y"": 0.7011294364929199, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.08744001388549805, ""y"": 0.8899569511413574, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.125885009765625, ""y"": 0.9065866470336914, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.001430511474609375, ""y"": 0.292360782623291, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.019490718841552734, ""y"": 0.29343366622924805, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8530488014221191, ""y"": 2.010226249694824, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.189934253692627, ""y"": 1.291036605834961, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143749.0, 219603.0, 151145.0, 46519.0, 11288.0, 32512.0, 87052.0, 76035.0, 21370.0, 16948.0, 9844.0, 7384.0, 7777.0, 6084.0, 11669.0, 47383.0, 85547.0, 69080.0, 30170.0, 28270.0, 44167.0, 29603.0, 10684.0, 4074.0, 3480.0, 3790.0, 4008.0, 4353.0, 5879.0, 5070.0, 7366.0, 10135.0, 8184.0, 16006.0, 17166.0, 18606.0, 63953.0, 68867.0, 18930.0, 29521.0, 32497.0, 20220.0, 16933.0, 13059.0, 6974.0, 7918.0, 10574.0, 10812.0, 11898.0, 11747.0, 7019.0, 4980.0, 7084.0, 20297.0, 28695.0, 21901.0, 19486.0, 8601.0, 11699.0, 17707.0, 19204.0, 10071.0, 9850.0, 7262.0, 6874.0, 7381.0, 6005.0, 5669.0, 6249.0, 9498.0, 8542.0, 5277.0, 4398.0, 3972.0, 5995.0, 6959.0, 7877.0, 7542.0, 5856.0, 4818.0, 4498.0, 5050.0, 4654.0, 5204.0, 5452.0, 5269.0, 5438.0, 6986.0, 6202.0, 5777.0, 6013.0, 4357.0, 4252.0, 3732.0, 3131.0, 4526.0, 5190.0, 4726.0, 5462.0, 4964.0, 6811.0, 8457.0, 8875.0, 6991.0, 3565.0, 3208.0, 5160.0, 5199.0, 3518.0, 3268.0, 3298.0, 3326.0, 2992.0, 3557.0, 5457.0, 7391.0, 6526.0, 5354.0, 4050.0, 2906.0, 2658.0, 2418.0, 3088.0, 3346.0, 2604.0, 2360.0, 2059.0, 2316.0]",10267904.718453588
9,0.8,14,"[{""x"": -0.26804208755493164, ""y"": 0.7474422454833984, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18471479415893555, ""y"": 0.7300972938537598, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.21314620971679688, ""y"": 0.727236270904541, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.13822317123413086, ""y"": 0.8763670921325684, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.09173154830932617, ""y"": 0.9098052978515625, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.19544363021850586, ""y"": 1.5726685523986816, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16003847122192383, ""y"": 1.6213059425354004, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14448165893554688, ""y"": 1.6570687294006348, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11390447616577148, ""y"": 1.668691635131836, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.039517879486083984, ""y"": 1.709282398223877, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12427568435668945, ""y"": 0.29218196868896484, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12981891632080078, ""y"": 0.2955794334411621, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.13697147369384766, ""y"": 0.29969215393066406, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.1311044692993164, ""y"": 1.2531280517578125, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143753.0, 219300.0, 151087.0, 46638.0, 9836.0, 21118.0, 126724.0, 215947.0, 141710.0, 35913.0, 25298.0, 9630.0, 7101.0, 5784.0, 9982.0, 30964.0, 84053.0, 81779.0, 34076.0, 34221.0, 55434.0, 33201.0, 12491.0, 9360.0, 4767.0, 3421.0, 3541.0, 4067.0, 3911.0, 4451.0, 4329.0, 4348.0, 6115.0, 12942.0, 26331.0, 40501.0, 73885.0, 77395.0, 28349.0, 28787.0, 26507.0, 15929.0, 17386.0, 15941.0, 10134.0, 10055.0, 11040.0, 8923.0, 10126.0, 10153.0, 7730.0, 9249.0, 9806.0, 22930.0, 31119.0, 23231.0, 21071.0, 11626.0, 12034.0, 16342.0, 17350.0, 9151.0, 8205.0, 7741.0, 8740.0, 9109.0, 7326.0, 5710.0, 7255.0, 9398.0, 8464.0, 5795.0, 4664.0, 4367.0, 6092.0, 7518.0, 7624.0, 6109.0, 5203.0, 4103.0, 4257.0, 6068.0, 5848.0, 5751.0, 7050.0, 7343.0, 8228.0, 12694.0, 10804.0, 7991.0, 7682.0, 5138.0, 3942.0, 4244.0, 3785.0, 4384.0, 5290.0, 4793.0, 5661.0, 5306.0, 7768.0, 7783.0, 8353.0, 6255.0, 3516.0, 3619.0, 3855.0, 3491.0, 3293.0, 3072.0, 3342.0, 4118.0, 3629.0, 3435.0, 5181.0, 6847.0, 5987.0, 4921.0, 3780.0, 3571.0, 2950.0, 2661.0, 3615.0, 4768.0, 3141.0, 2105.0, 2166.0, 2300.0]",10064586.103877224
