frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.255,0.336,0.953,-0.55,7.66,-3.85,null,null
1,0.95,0.277,0.374,0.876,-1.74,0.7,-0.03,null,null
2,0.95,0.271,0.388,0.876,-1.01,-0.31,-0.03,null,null
3,0.95,0.276,0.403,0.865,-0.09,-1.43,-0.27,null,null
4,0.95,0.287,0.397,0.876,5.16,-9.89,3.51,null,null
5,0.95,0.319,0.413,0.842,4.88,-4.64,7.51,null,null
6,0.95,0.303,0.393,0.861,-4.97,8.36,-0.18,null,null
7,0.95,0.279,0.431,0.856,-7.17,-3.14,10.47,null,null
8,0.95,0.322,0.359,0.871,2.99,-8.79,14.71,null,null
9,0.95,0.326,0.362,0.86,7.11,17.76,-8.73,null,null
10,0.95,0.157,0.521,0.801,-1.86,-5.89,-3.39,null,null
11,0.95,0.271,0.443,0.814,-0.24,-18.68,9.13,null,null
12,0.95,0.228,0.396,0.886,-1.22,9.16,7.72,null,null
13,0.95,0.193,0.407,0.872,-2.81,14.22,9.61,null,null
14,0.95,0.268,0.38,0.902,-9.98,16.02,23.13,null,null
15,0.95,0.841,0.081,0.543,2.53,-2.01,0.85,null,null
16,0.95,0.831,0.074,0.481,2.35,13.61,-1.86,null,null
17,0.95,1.044,-0.032,0.358,1.1,5.98,13.46,null,null
18,0.95,1.031,0.032,0.301,-2.04,5.19,18.13,null,null
19,0.95,0.764,0.1,0.598,12.79,8.18,14.5,null,null
0,0.95,0.626,-0.056,0.712,-13.67,39.46,-1.04,null,null
1,0.95,0.81,-0.123,0.715,0.43,8.61,-17.18,null,null
2,0.95,0.581,-0.044,0.596,-17.24,41.75,-25.82,null,null
3,0.95,0.207,0.08,0.878,-50.84,104.31,-58.81,null,null
4,0.95,0.288,0.227,0.923,43.4,-20.2,-38.94,null,null
5,0.95,0.372,0.076,0.849,6.93,-17.76,-18.1,null,null
6,0.95,0.391,-0.007,0.926,-32.96,-22.1,24.35,null,null
7,0.95,0.465,-0.003,0.873,8.67,-10.53,-1.25,null,null
8,0.95,0.493,-0.011,0.824,-0.06,-2.29,1.89,null,null
9,0.95,0.485,0.002,0.88,1.56,0.18,-1.37,null,null
10,0.95,0.506,-0.014,0.888,3.17,3.54,-2.87,null,null
