frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.803,-0.268,0.508,2.59,0.89,0.58,null,null
1,0.95,0.81,-0.276,0.511,-0.58,0.27,1.59,null,null
2,0.95,0.803,-0.28,0.516,1.01,1.56,-0.46,null,null
3,0.95,0.806,-0.264,0.529,3.11,3.27,-0.64,null,null
4,0.95,0.848,-0.239,0.479,13.89,1.77,3.17,null,null
5,0.95,0.984,-0.304,0.292,59.36,-11.9,0.06,null,null
6,0.95,0.957,-0.385,0.398,-3.91,47.61,8.85,null,null
7,0.95,0.925,-0.211,0.755,11.29,70.83,-5.22,null,null
8,0.95,0.453,-0.157,1.202,-10.77,70.99,-18.68,null,null
9,0.95,0.481,-0.228,0.86,-12.73,22.83,-23.53,null,null
10,0.95,0.449,-0.087,0.799,14.62,31.07,-24.2,null,null
11,0.95,0.519,-0.206,0.8,-8.0,13.46,-12.63,null,null
12,0.95,0.521,-0.246,0.804,-28.96,22.61,-24.48,null,null
13,0.95,0.468,0.034,0.95,8.64,9.98,-23.07,null,null
14,0.95,0.584,-0.126,0.81,-6.04,-14.47,12.3,null,null
15,0.95,0.542,-0.146,0.726,1.77,-2.59,6.47,null,null
16,0.95,0.562,-0.196,0.812,-0.98,3.88,2.26,null,null
17,0.95,0.578,-0.195,0.834,-9.43,3.23,6.84,null,null
18,0.95,0.58,-0.152,0.794,4.24,2.08,-4.88,null,null
19,0.95,0.571,-0.148,0.822,-6.5,2.11,4.61,null,null
0,0.95,0.56,-0.173,0.816,-4.39,2.38,5.04,null,null
1,0.95,0.541,-0.16,0.803,4.15,-3.69,3.42,null,null
2,0.95,0.557,-0.169,0.83,0.21,-1.89,1.59,null,null
3,0.95,0.528,-0.171,0.817,2.2,-13.73,14.1,null,null
4,0.95,0.566,-0.196,0.808,7.32,-11.9,13.09,null,null
5,0.95,0.475,-0.206,0.808,6.29,-8.79,29.11,null,null
6,0.95,0.644,-0.275,0.735,-7.66,-10.74,27.34,null,null
7,0.95,0.579,-0.242,0.819,14.22,-17.0,2.69,null,null
8,0.95,0.575,-0.293,0.748,1.34,-32.26,19.14,null,null
9,0.95,0.579,-0.301,0.708,8.24,-23.38,4.94,null,null
10,0.95,0.659,-0.238,0.621,-13.82,-22.43,3.85,null,null
11,0.95,0.755,-0.337,0.515,5.86,-18.1,-2.87,null,null
12,0.95,0.768,-0.333,0.613,-2.53,-2.35,0.49,null,null
13,0.95,0.652,-0.28,0.793,-22.16,1.43,2.87,null,null
14,0.95,0.741,-0.359,0.474,-11.63,-52.83,-0.21,null,null
15,0.95,1.007,-0.454,0.244,21.73,-8.06,8.36,null,null
16,0.95,1.177,-0.512,-0.037,10.9,-16.14,2.87,null,null
17,0.95,0.893,-0.415,0.442,-0.89,96.53,-34.33,null,null
18,0.95,0.208,-0.328,0.903,-36.23,143.89,-43.82,null,null
19,0.95,0.227,-0.357,1.338,-14.65,118.11,-93.91,null,null
0,0.95,0.348,-0.584,0.888,-38.7,6.96,71.87,null,null
1,0.95,0.511,-0.378,0.995,-4.55,-1.01,8.64,null,null
2,0.95,0.509,-0.256,0.798,2.35,-11.78,-0.4,null,null
3,0.95,0.517,-0.348,0.805,0.34,-4.94,4.33,null,null
4,0.95,0.495,-0.288,0.806,2.96,-5.92,0.49,null,null
