frame_index,timestamp,gesture,trial,elapsed,dataset_source,confidence,num_points,points,range_profile,motion_score
878,2026-07-27T03:05:55.165287+00:00,left,6,0.415793,session_20260727_030123,0.0,0,[],null,0.0
879,2026-07-27T03:05:55.266478+00:00,left,6,0.516977,session_20260727_030123,0.0,0,[],null,0.0
880,2026-07-27T03:05:55.371536+00:00,left,6,0.62203,session_20260727_030123,0.0,0,[],null,0.0
881,2026-07-27T03:05:55.476597+00:00,left,6,0.727098,session_20260727_030123,0.0,0,[],null,0.0
882,2026-07-27T03:05:55.581655+00:00,left,6,0.83215,session_20260727_030123,0.0,0,[],null,0.0
883,2026-07-27T03:05:55.683253+00:00,left,6,0.933749,session_20260727_030123,0.0,0,[],null,0.0
884,2026-07-27T03:05:55.783890+00:00,left,6,1.034382,session_20260727_030123,0.0,0,[],null,0.0
885,2026-07-27T03:05:55.888965+00:00,left,6,1.139466,session_20260727_030123,0.0,0,[],null,0.0
886,2026-07-27T03:05:55.989364+00:00,left,6,1.239874,session_20260727_030123,0.0,0,[],null,0.0
887,2026-07-27T03:05:56.094457+00:00,left,6,1.344971,session_20260727_030123,0.0,0,[],null,0.0
888,2026-07-27T03:05:56.197184+00:00,left,6,1.447687,session_20260727_030123,0.0,0,[],null,0.0
889,2026-07-27T03:05:56.299663+00:00,left,6,1.55017,session_20260727_030123,0.0,0,[],null,0.0
890,2026-07-27T03:05:56.404754+00:00,left,6,1.655262,session_20260727_030123,0.0,0,[],null,0.0
891,2026-07-27T03:05:56.507021+00:00,left,6,1.757518,session_20260727_030123,0.0,0,[],null,0.0
892,2026-07-27T03:05:56.608222+00:00,left,6,1.858709,session_20260727_030123,0.0,0,[],null,0.0
893,2026-07-27T03:06:00.467248+00:00,left,7,5.5e-05,session_20260727_030123,0.0,0,[],null,0.0
894,2026-07-27T03:06:00.572339+00:00,left,7,0.105143,session_20260727_030123,0.0,0,[],null,0.0
895,2026-07-27T03:06:00.677414+00:00,left,7,0.210205,session_20260727_030123,0.0,0,[],null,0.0
896,2026-07-27T03:06:00.781382+00:00,left,7,0.314187,session_20260727_030123,0.0,0,[],null,0.0
897,2026-07-27T03:06:00.886471+00:00,left,7,0.419271,session_20260727_030123,0.0,0,[],null,0.0
898,2026-07-27T03:06:00.991546+00:00,left,7,0.524346,session_20260727_030123,0.0,0,[],null,0.0
899,2026-07-27T03:06:01.093925+00:00,left,7,0.62672,session_20260727_030123,0.0,0,[],null,0.0
900,2026-07-27T03:06:01.199005+00:00,left,7,0.731811,session_20260727_030123,0.0,0,[],null,0.0
901,2026-07-27T03:06:01.299727+00:00,left,7,0.832527,session_20260727_030123,0.0,0,[],null,0.0
902,2026-07-27T03:06:01.404807+00:00,left,7,0.937615,session_20260727_030123,0.0,0,[],null,0.0
903,2026-07-27T03:06:01.507303+00:00,left,7,1.040089,session_20260727_030123,0.0,0,[],null,0.0
904,2026-07-27T03:06:01.612376+00:00,left,7,1.145169,session_20260727_030123,0.0,0,[],null,0.0
905,2026-07-27T03:06:01.713816+00:00,left,7,1.24661,session_20260727_030123,0.0,0,[],null,0.0
906,2026-07-27T03:06:01.818894+00:00,left,7,1.351694,session_20260727_030123,0.0,0,[],null,0.0
907,2026-07-27T03:06:01.921770+00:00,left,7,1.454565,session_20260727_030123,0.0,0,[],null,0.0
908,2026-07-27T03:06:02.022792+00:00,left,7,1.55559,session_20260727_030123,0.0,0,[],null,0.0
909,2026-07-27T03:06:02.127855+00:00,left,7,1.660645,session_20260727_030123,0.0,0,[],null,0.0
910,2026-07-27T03:06:02.232907+00:00,left,7,1.765692,session_20260727_030123,0.0,0,[],null,0.0
911,2026-07-27T03:06:02.335951+00:00,left,7,1.86873,session_20260727_030123,0.0,0,[],null,0.0
912,2026-07-27T03:06:06.394911+00:00,left,8,4.7e-05,session_20260727_030123,0.0,0,[],null,0.0
913,2026-07-27T03:06:06.499994+00:00,left,8,0.105133,session_20260727_030123,0.0,0,[],null,0.0
914,2026-07-27T03:06:06.605067+00:00,left,8,0.210196,session_20260727_030123,0.0,0,[],null,0.0
915,2026-07-27T03:06:06.705960+00:00,left,8,0.311089,session_20260727_030123,0.0,0,[],null,0.0
916,2026-07-27T03:06:06.811015+00:00,left,8,0.41614,session_20260727_030123,0.0,0,[],null,0.0
917,2026-07-27T03:06:06.916085+00:00,left,8,0.521223,session_20260727_030123,0.0,0,[],null,0.0
918,2026-07-27T03:06:07.016470+00:00,left,8,0.621602,session_20260727_030123,0.0,0,[],null,0.0
919,2026-07-27T03:06:07.116628+00:00,left,8,0.721762,session_20260727_030123,0.0,0,[],null,0.0
920,2026-07-27T03:06:07.221705+00:00,left,8,0.826837,session_20260727_030123,0.0,0,[],null,0.0
921,2026-07-27T03:06:07.326785+00:00,left,8,0.93192,session_20260727_030123,0.0,0,[],null,0.0
922,2026-07-27T03:06:07.431854+00:00,left,8,1.036972,session_20260727_030123,0.0,0,[],null,0.0
923,2026-07-27T03:06:07.536923+00:00,left,8,1.142052,session_20260727_030123,0.0,0,[],null,0.0
924,2026-07-27T03:06:07.641992+00:00,left,8,1.247119,session_20260727_030123,0.0,0,[],null,0.0
925,2026-07-27T03:06:07.742544+00:00,left,8,1.347667,session_20260727_030123,0.0,0,[],null,0.0
926,2026-07-27T03:06:07.847616+00:00,left,8,1.452752,session_20260727_030123,0.0,0,[],null,0.0
927,2026-07-27T03:06:07.952698+00:00,left,8,1.557831,session_20260727_030123,0.0,0,[],null,0.0
928,2026-07-27T03:06:08.055074+00:00,left,8,1.660212,session_20260727_030123,0.0,0,[],null,0.0
929,2026-07-27T03:06:08.160140+00:00,left,8,1.765267,session_20260727_030123,0.0,0,[],null,0.0
930,2026-07-27T03:06:08.262755+00:00,left,8,1.867876,session_20260727_030123,0.0,0,[],null,0.0
931,2026-07-27T03:06:11.533254+00:00,left,9,4.8e-05,session_20260727_030123,0.0,0,[],null,0.0
932,2026-07-27T03:06:11.638345+00:00,left,9,0.105142,session_20260727_030123,0.0,0,[],null,0.0
933,2026-07-27T03:06:11.740085+00:00,left,9,0.206881,session_20260727_030123,0.0,0,[],null,0.0
934,2026-07-27T03:06:11.845159+00:00,left,9,0.311956,session_20260727_030123,0.0,0,[],null,0.0
935,2026-07-27T03:06:11.945406+00:00,left,9,0.412198,session_20260727_030123,0.0,0,[],null,0.0
936,2026-07-27T03:06:12.048153+00:00,left,9,0.514946,session_20260727_030123,0.0,0,[],null,0.0
937,2026-07-27T03:06:12.150353+00:00,left,9,0.617146,session_20260727_030123,0.0,0,[],null,0.0
938,2026-07-27T03:06:12.255442+00:00,left,9,0.722242,session_20260727_030123,0.0,0,[],null,0.0
939,2026-07-27T03:06:12.355940+00:00,left,9,0.822726,session_20260727_030123,0.0,0,[],null,0.0
940,2026-07-27T03:06:12.461012+00:00,left,9,0.927809,session_20260727_030123,0.0,0,[],null,0.0
941,2026-07-27T03:06:12.563443+00:00,left,9,1.03022,session_20260727_030123,0.0,0,[],null,0.0
942,2026-07-27T03:06:12.668486+00:00,left,9,1.135263,session_20260727_030123,0.0,0,[],null,0.0
943,2026-07-27T03:06:12.773541+00:00,left,9,1.240331,session_20260727_030123,0.0,0,[],null,0.0
944,2026-07-27T03:06:12.878609+00:00,left,9,1.345393,session_20260727_030123,0.0,0,[],null,0.0
945,2026-07-27T03:06:12.980418+00:00,left,9,1.447198,session_20260727_030123,0.0,0,[],null,0.0
946,2026-07-27T03:06:13.085478+00:00,left,9,1.552265,session_20260727_030123,0.0,0,[],null,0.0
947,2026-07-27T03:06:13.188374+00:00,left,9,1.655158,session_20260727_030123,0.0,0,[],null,0.0
948,2026-07-27T03:06:13.289246+00:00,left,9,1.756026,session_20260727_030123,0.0,0,[],null,0.0
949,2026-07-27T03:06:13.390119+00:00,left,9,1.856893,session_20260727_030123,0.0,0,[],null,0.0
950,2026-07-27T03:06:18.888716+00:00,right,0,4.9e-05,session_20260727_030123,0.0,0,[],null,0.0
951,2026-07-27T03:06:18.989253+00:00,right,0,0.100589,session_20260727_030123,0.0,0,[],null,0.0
952,2026-07-27T03:06:19.093149+00:00,right,0,0.204479,session_20260727_030123,0.0,0,[],null,0.0
953,2026-07-27T03:06:19.198221+00:00,right,0,0.309549,session_20260727_030123,0.0,0,[],null,0.0
954,2026-07-27T03:06:19.303285+00:00,right,0,0.41462,session_20260727_030123,0.0,0,[],null,0.0
955,2026-07-27T03:06:19.408375+00:00,right,0,0.519706,session_20260727_030123,0.0,0,[],null,0.0
956,2026-07-27T03:06:19.513350+00:00,right,0,0.624678,session_20260727_030123,0.0,0,[],null,0.0
957,2026-07-27T03:06:19.618429+00:00,right,0,0.729762,session_20260727_030123,0.0,0,[],null,0.0
958,2026-07-27T03:06:19.722579+00:00,right,0,0.833907,session_20260727_030123,0.0,0,[],null,0.0
959,2026-07-27T03:06:19.827666+00:00,right,0,0.939007,session_20260727_030123,0.0,0,[],null,0.0
960,2026-07-27T03:06:19.932254+00:00,right,0,1.043565,session_20260727_030123,0.0,0,[],null,0.0
961,2026-07-27T03:06:20.037313+00:00,right,0,1.148638,session_20260727_030123,0.0,0,[],null,0.0
962,2026-07-27T03:06:20.142392+00:00,right,0,1.253724,session_20260727_030123,0.0,0,[],null,0.0
963,2026-07-27T03:06:20.247480+00:00,right,0,1.358814,session_20260727_030123,0.0,0,[],null,0.0
964,2026-07-27T03:06:20.350600+00:00,right,0,1.461924,session_20260727_030123,0.0,0,[],null,0.0
965,2026-07-27T03:06:20.453888+00:00,right,0,1.565214,session_20260727_030123,0.0,0,[],null,0.0
966,2026-07-27T03:06:20.558950+00:00,right,0,1.670276,session_20260727_030123,0.0,0,[],null,0.0
967,2026-07-27T03:06:20.664030+00:00,right,0,1.775366,session_20260727_030123,0.0,0,[],null,0.0
968,2026-07-27T03:06:20.764532+00:00,right,0,1.875853,session_20260727_030123,0.0,0,[],null,0.0
969,2026-07-27T03:06:23.847612+00:00,right,1,4.3e-05,session_20260727_030123,0.0,0,[],null,0.0
970,2026-07-27T03:06:23.949852+00:00,right,1,0.10229,session_20260727_030123,0.0,0,[],null,0.0
971,2026-07-27T03:06:24.054935+00:00,right,1,0.207369,session_20260727_030123,0.0,0,[],null,0.0
972,2026-07-27T03:06:24.156871+00:00,right,1,0.309299,session_20260727_030123,0.0,0,[],null,0.0
973,2026-07-27T03:06:24.257511+00:00,right,1,0.409938,session_20260727_030123,0.0,0,[],null,0.0
974,2026-07-27T03:06:24.362571+00:00,right,1,0.514998,session_20260727_030123,0.0,0,[],null,0.0
975,2026-07-27T03:06:24.467634+00:00,right,1,0.620064,session_20260727_030123,0.0,0,[],null,0.0
976,2026-07-27T03:06:24.572535+00:00,right,1,0.724965,session_20260727_030123,0.0,0,[],null,0.0
977,2026-07-27T03:06:24.674698+00:00,right,1,0.827122,session_20260727_030123,0.0,0,[],null,0.0
978,2026-07-27T03:06:24.779755+00:00,right,1,0.93218,session_20260727_030123,0.0,0,[],null,0.0
979,2026-07-27T03:06:24.880639+00:00,right,1,1.033061,session_20260727_030123,0.0,0,[],null,0.0
980,2026-07-27T03:06:24.985688+00:00,right,1,1.138102,session_20260727_030123,0.0,0,[],null,0.0
981,2026-07-27T03:06:25.090748+00:00,right,1,1.24318,session_20260727_030123,0.0,0,[],null,0.0
982,2026-07-27T03:06:25.195812+00:00,right,1,1.348238,session_20260727_030123,0.0,0,[],null,0.0
983,2026-07-27T03:06:25.300894+00:00,right,1,1.453328,session_20260727_030123,0.0,0,[],null,0.0
984,2026-07-27T03:06:25.404985+00:00,right,1,1.557419,session_20260727_030123,0.0,0,[],null,0.0
985,2026-07-27T03:06:25.506868+00:00,right,1,1.659304,session_20260727_030123,0.0,0,[],null,0.0
986,2026-07-27T03:06:25.611948+00:00,right,1,1.764385,session_20260727_030123,0.0,0,[],null,0.0
987,2026-07-27T03:06:25.712720+00:00,right,1,1.865135,session_20260727_030123,0.0,0,[],null,0.0
988,2026-07-27T03:07:11.470873+00:00,right,2,4.9e-05,session_20260727_030123,0.0,0,[],null,0.0
989,2026-07-27T03:07:11.572333+00:00,right,2,0.101519,session_20260727_030123,0.0,0,[],null,0.0
990,2026-07-27T03:07:11.673293+00:00,right,2,0.202464,session_20260727_030123,0.0,0,[],null,0.0
991,2026-07-27T03:07:11.778354+00:00,right,2,0.30752,session_20260727_030123,0.0,0,[],null,0.0
992,2026-07-27T03:07:11.882571+00:00,right,2,0.411738,session_20260727_030123,0.0,0,[],null,0.0
993,2026-07-27T03:07:11.987642+00:00,right,2,0.516809,session_20260727_030123,0.0,0,[],null,0.0
994,2026-07-27T03:07:12.091814+00:00,right,2,0.620988,session_20260727_030123,0.0,0,[],null,0.0
995,2026-07-27T03:07:12.196780+00:00,right,2,0.725955,session_20260727_030123,0.0,0,[],null,0.0
996,2026-07-27T03:07:12.301849+00:00,right,2,0.831015,session_20260727_030123,0.0,0,[],null,0.0
997,2026-07-27T03:07:12.406609+00:00,right,2,0.935774,session_20260727_030123,0.0,0,[],null,0.0
998,2026-07-27T03:07:12.506775+00:00,right,2,1.035942,session_20260727_030123,0.0,0,[],null,0.0
999,2026-07-27T03:07:12.611832+00:00,right,2,1.140989,session_20260727_030123,0.0,0,[],null,0.0
1000,2026-07-27T03:07:12.716894+00:00,right,2,1.246065,session_20260727_030123,0.0,0,[],null,0.0
1001,2026-07-27T03:07:12.821977+00:00,right,2,1.351151,session_20260727_030123,0.0,0,[],null,0.0
1002,2026-07-27T03:07:12.922277+00:00,right,2,1.451452,session_20260727_030123,0.0,0,[],null,0.0
1003,2026-07-27T03:07:13.027375+00:00,right,2,1.556557,session_20260727_030123,0.0,0,[],null,0.0
1004,2026-07-27T03:07:13.130112+00:00,right,2,1.659288,session_20260727_030123,0.0,0,[],null,0.0
1005,2026-07-27T03:07:13.231016+00:00,right,2,1.760192,session_20260727_030123,0.0,0,[],null,0.0
1006,2026-07-27T03:07:13.332991+00:00,right,2,1.862149,session_20260727_030123,0.0,0,[],null,0.0
1007,2026-07-27T03:07:19.802012+00:00,right,3,5e-05,session_20260727_030123,0.0,0,[],null,0.0
1008,2026-07-27T03:07:19.905593+00:00,right,3,0.103633,session_20260727_030123,0.0,0,[],null,0.0
1009,2026-07-27T03:07:20.010677+00:00,right,3,0.208713,session_20260727_030123,0.0,0,[],null,0.0
1010,2026-07-27T03:07:20.115749+00:00,right,3,0.313782,session_20260727_030123,0.0,0,[],null,0.0
1011,2026-07-27T03:07:20.220817+00:00,right,3,0.418848,session_20260727_030123,0.0,0,[],null,0.0
1012,2026-07-27T03:07:20.322212+00:00,right,3,0.520284,session_20260727_030123,0.0,0,[],null,0.0
1013,2026-07-27T03:07:20.427336+00:00,right,3,0.625378,session_20260727_030123,0.0,0,[],null,0.0
1014,2026-07-27T03:07:20.530079+00:00,right,3,0.728122,session_20260727_030123,0.0,0,[],null,0.0
1015,2026-07-27T03:07:20.632830+00:00,right,3,0.830869,session_20260727_030123,0.0,0,[],null,0.0
1016,2026-07-27T03:07:20.737915+00:00,right,3,0.935951,session_20260727_030123,0.0,0,[],null,0.0
1017,2026-07-27T03:07:20.842981+00:00,right,3,1.041001,session_20260727_030123,0.0,0,[],null,0.0
1018,2026-07-27T03:07:20.948068+00:00,right,3,1.146094,session_20260727_030123,0.0,0,[],null,0.0
1019,2026-07-27T03:07:21.048319+00:00,right,3,1.246351,session_20260727_030123,0.0,0,[],null,0.0
1020,2026-07-27T03:07:21.153400+00:00,right,3,1.351437,session_20260727_030123,0.0,0,[],null,0.0
1021,2026-07-27T03:07:21.258482+00:00,right,3,1.456506,session_20260727_030123,0.0,0,[],null,0.0
1022,2026-07-27T03:07:21.363544+00:00,right,3,1.561575,session_20260727_030123,0.0,0,[],null,0.0
1023,2026-07-27T03:07:21.468614+00:00,right,3,1.666644,session_20260727_030123,0.0,0,[],null,0.0
1024,2026-07-27T03:07:21.573678+00:00,right,3,1.771709,session_20260727_030123,0.0,0,[],null,0.0
1025,2026-07-27T03:07:21.673786+00:00,right,3,1.871806,session_20260727_030123,0.0,0,[],null,0.0
1026,2026-07-27T03:07:27.140789+00:00,right,4,4.4e-05,session_20260727_030123,0.0,0,[],null,0.0
1027,2026-07-27T03:07:27.245870+00:00,right,4,0.105133,session_20260727_030123,0.0,0,[],null,0.0
1028,2026-07-27T03:07:27.350956+00:00,right,4,0.210212,session_20260727_030123,0.0,0,[],null,0.0
1029,2026-07-27T03:07:27.455536+00:00,right,4,0.314791,session_20260727_030123,0.0,0,[],null,0.0
1030,2026-07-27T03:07:27.560600+00:00,right,4,0.419849,session_20260727_030123,0.0,0,[],null,0.0
1031,2026-07-27T03:07:27.665670+00:00,right,4,0.52493,session_20260727_030123,0.0,0,[],null,0.0
1032,2026-07-27T03:07:27.766031+00:00,right,4,0.625289,session_20260727_030123,0.0,0,[],null,0.0
1033,2026-07-27T03:07:27.871119+00:00,right,4,0.730374,session_20260727_030123,0.0,0,[],null,0.0
1034,2026-07-27T03:07:27.972191+00:00,right,4,0.831447,session_20260727_030123,0.0,0,[],null,0.0
1035,2026-07-27T03:07:28.077267+00:00,right,4,0.936524,session_20260727_030123,0.0,0,[],null,0.0
1036,2026-07-27T03:07:28.182345+00:00,right,4,1.041594,session_20260727_030123,0.0,0,[],null,0.0
1037,2026-07-27T03:07:28.287421+00:00,right,4,1.146673,session_20260727_030123,0.0,0,[],null,0.0
1038,2026-07-27T03:07:28.392490+00:00,right,4,1.251743,session_20260727_030123,0.0,0,[],null,0.0
1039,2026-07-27T03:07:28.496775+00:00,right,4,1.356031,session_20260727_030123,0.0,0,[],null,0.0
1040,2026-07-27T03:07:28.599286+00:00,right,4,1.458547,session_20260727_030123,0.0,0,[],null,0.0
1041,2026-07-27T03:07:28.704370+00:00,right,4,1.563626,session_20260727_030123,0.0,0,[],null,0.0
1042,2026-07-27T03:07:28.806532+00:00,right,4,1.665788,session_20260727_030123,0.0,0,[],null,0.0
1043,2026-07-27T03:07:28.911595+00:00,right,4,1.770843,session_20260727_030123,0.0,0,[],null,0.0
1044,2026-07-27T03:07:29.012566+00:00,right,4,1.871807,session_20260727_030123,0.0,0,[],null,0.0
1045,2026-07-27T03:07:33.259724+00:00,right,5,4e-05,session_20260727_030123,0.0,0,[],null,0.0
1046,2026-07-27T03:07:33.364815+00:00,right,5,0.105142,session_20260727_030123,0.0,0,[],null,0.0
1047,2026-07-27T03:07:33.469887+00:00,right,5,0.210201,session_20260727_030123,0.0,0,[],null,0.0
1048,2026-07-27T03:07:33.572159+00:00,right,5,0.312476,session_20260727_030123,0.0,0,[],null,0.0
1049,2026-07-27T03:07:33.677216+00:00,right,5,0.417528,session_20260727_030123,0.0,0,[],null,0.0
1050,2026-07-27T03:07:33.780003+00:00,right,5,0.520323,session_20260727_030123,0.0,0,[],null,0.0
1051,2026-07-27T03:07:33.882632+00:00,right,5,0.622945,session_20260727_030123,0.0,0,[],null,0.0
1052,2026-07-27T03:07:33.987691+00:00,right,5,0.728005,session_20260727_030123,0.0,0,[],null,0.0
1053,2026-07-27T03:07:34.088827+00:00,right,5,0.829145,session_20260727_030123,0.0,0,[],null,0.0
1054,2026-07-27T03:07:34.193907+00:00,right,5,0.934226,session_20260727_030123,0.0,0,[],null,0.0
1055,2026-07-27T03:07:34.298977+00:00,right,5,1.039286,session_20260727_030123,0.0,0,[],null,0.0
1056,2026-07-27T03:07:34.404023+00:00,right,5,1.144324,session_20260727_030123,0.0,0,[],null,0.0
1057,2026-07-27T03:07:34.521338+00:00,right,5,1.261646,session_20260727_030123,0.0,0,[],null,0.0
1058,2026-07-27T03:07:34.623954+00:00,right,5,1.364279,session_20260727_030123,0.0,0,[],null,0.0
1059,2026-07-27T03:07:34.725086+00:00,right,5,1.465406,session_20260727_030123,0.0,0,[],null,0.0
1060,2026-07-27T03:07:34.827239+00:00,right,5,1.567561,session_20260727_030123,0.0,0,[],null,0.0
1061,2026-07-27T03:07:34.928317+00:00,right,5,1.668633,session_20260727_030123,0.0,0,[],null,0.0
1062,2026-07-27T03:07:35.032378+00:00,right,5,1.772701,session_20260727_030123,0.0,0,[],null,0.0
1063,2026-07-27T03:07:35.137096+00:00,right,5,1.877402,session_20260727_030123,0.0,0,[],null,0.0
1064,2026-07-27T03:07:39.730220+00:00,right,6,4.1e-05,session_20260727_030123,0.0,0,[],null,0.0
1065,2026-07-27T03:07:39.832798+00:00,right,6,0.102643,session_20260727_030123,0.0,0,[],null,0.0
1066,2026-07-27T03:07:39.937903+00:00,right,6,0.207728,session_20260727_030123,0.0,0,[],null,0.0
1067,2026-07-27T03:07:40.038804+00:00,right,6,0.308626,session_20260727_030123,0.0,0,[],null,0.0
1068,2026-07-27T03:07:40.143132+00:00,right,6,0.412949,session_20260727_030123,0.0,0,[],null,0.0
1069,2026-07-27T03:07:40.246627+00:00,right,6,0.516452,session_20260727_030123,0.0,0,[],null,0.0
1070,2026-07-27T03:07:40.347686+00:00,right,6,0.617512,session_20260727_030123,0.0,0,[],null,0.0
1071,2026-07-27T03:07:40.452771+00:00,right,6,0.7226,session_20260727_030123,0.0,0,[],null,0.0
1072,2026-07-27T03:07:40.555455+00:00,right,6,0.825278,session_20260727_030123,0.0,0,[],null,0.0
1073,2026-07-27T03:07:40.660526+00:00,right,6,0.930346,session_20260727_030123,0.0,0,[],null,0.0
1074,2026-07-27T03:07:40.765598+00:00,right,6,1.035413,session_20260727_030123,0.0,0,[],null,0.0
1075,2026-07-27T03:07:40.870668+00:00,right,6,1.140489,session_20260727_030123,0.0,0,[],null,0.0
1076,2026-07-27T03:07:40.975742+00:00,right,6,1.245563,session_20260727_030123,0.0,0,[],null,0.0
1077,2026-07-27T03:07:41.077128+00:00,right,6,1.346957,session_20260727_030123,0.0,0,[],null,0.0
1078,2026-07-27T03:07:41.178672+00:00,right,6,1.448491,session_20260727_030123,0.0,0,[],null,0.0
1079,2026-07-27T03:07:41.282169+00:00,right,6,1.551984,session_20260727_030123,0.0,0,[],null,0.0
1080,2026-07-27T03:07:41.387235+00:00,right,6,1.657047,session_20260727_030123,0.0,0,[],null,0.0
1081,2026-07-27T03:07:41.488756+00:00,right,6,1.758571,session_20260727_030123,0.0,0,[],null,0.0
1082,2026-07-27T03:07:41.590237+00:00,right,6,1.860045,session_20260727_030123,0.0,0,[],null,0.0
1083,2026-07-27T03:07:47.009100+00:00,right,7,4.9e-05,session_20260727_030123,0.0,0,[],null,0.0
1084,2026-07-27T03:07:47.114184+00:00,right,7,0.105138,session_20260727_030123,0.0,0,[],null,0.0
1085,2026-07-27T03:07:47.218152+00:00,right,7,0.209101,session_20260727_030123,0.0,0,[],null,0.0
1086,2026-07-27T03:07:47.322032+00:00,right,7,0.312974,session_20260727_030123,0.0,0,[],null,0.0
1087,2026-07-27T03:07:47.423113+00:00,right,7,0.41406,session_20260727_030123,0.0,0,[],null,0.0
1088,2026-07-27T03:07:47.528189+00:00,right,7,0.519129,session_20260727_030123,0.0,0,[],null,0.0
1089,2026-07-27T03:07:47.633269+00:00,right,7,0.62422,session_20260727_030123,0.0,0,[],null,0.0
1090,2026-07-27T03:07:47.737671+00:00,right,7,0.728619,session_20260727_030123,0.0,0,[],null,0.0
1091,2026-07-27T03:07:47.839766+00:00,right,7,0.830715,session_20260727_030123,0.0,0,[],null,0.0
1092,2026-07-27T03:07:47.944836+00:00,right,7,0.935777,session_20260727_030123,0.0,0,[],null,0.0
1093,2026-07-27T03:07:48.049905+00:00,right,7,1.040848,session_20260727_030123,0.0,0,[],null,0.0
1094,2026-07-27T03:07:48.154984+00:00,right,7,1.145927,session_20260727_030123,0.0,0,[],null,0.0
1095,2026-07-27T03:07:48.260063+00:00,right,7,1.25101,session_20260727_030123,0.0,0,[],null,0.0
1096,2026-07-27T03:07:48.365083+00:00,right,7,1.356022,session_20260727_030123,0.0,0,[],null,0.0
1097,2026-07-27T03:07:48.470159+00:00,right,7,1.461105,session_20260727_030123,0.0,0,[],null,0.0
1098,2026-07-27T03:07:48.575228+00:00,right,7,1.566167,session_20260727_030123,0.0,0,[],null,0.0
1099,2026-07-27T03:07:48.680283+00:00,right,7,1.671222,session_20260727_030123,0.0,0,[],null,0.0
1100,2026-07-27T03:07:48.783665+00:00,right,7,1.774606,session_20260727_030123,0.0,0,[],null,0.0
1101,2026-07-27T03:07:48.883880+00:00,right,7,1.874812,session_20260727_030123,0.0,0,[],null,0.0
1102,2026-07-27T03:07:52.667824+00:00,right,8,3.8e-05,session_20260727_030123,0.0,0,[],null,0.0
1103,2026-07-27T03:07:52.772045+00:00,right,8,0.104271,session_20260727_030123,0.0,0,[],null,0.0
1104,2026-07-27T03:07:52.877126+00:00,right,8,0.209347,session_20260727_030123,0.0,0,[],null,0.0
1105,2026-07-27T03:07:52.982196+00:00,right,8,0.31442,session_20260727_030123,0.0,0,[],null,0.0
1106,2026-07-27T03:07:53.087277+00:00,right,8,0.419499,session_20260727_030123,0.0,0,[],null,0.0
1107,2026-07-27T03:07:53.188712+00:00,right,8,0.520925,session_20260727_030123,0.0,0,[],null,0.0
1108,2026-07-27T03:07:53.292683+00:00,right,8,0.624914,session_20260727_030123,0.0,0,[],null,0.0
1109,2026-07-27T03:07:53.397777+00:00,right,8,0.730002,session_20260727_030123,0.0,0,[],null,0.0
1110,2026-07-27T03:07:53.502859+00:00,right,8,0.835086,session_20260727_030123,0.0,0,[],null,0.0
1111,2026-07-27T03:07:53.604863+00:00,right,8,0.937086,session_20260727_030123,0.0,0,[],null,0.0
1112,2026-07-27T03:07:53.705624+00:00,right,8,1.037833,session_20260727_030123,0.0,0,[],null,0.0
1113,2026-07-27T03:07:53.810684+00:00,right,8,1.142893,session_20260727_030123,0.0,0,[],null,0.0
1114,2026-07-27T03:07:53.915752+00:00,right,8,1.247967,session_20260727_030123,0.0,0,[],null,0.0
1115,2026-07-27T03:07:54.017363+00:00,right,8,1.349589,session_20260727_030123,0.0,0,[],null,0.0
1116,2026-07-27T03:07:54.122037+00:00,right,8,1.454266,session_20260727_030123,0.0,0,[],null,0.0
1117,2026-07-27T03:07:54.227119+00:00,right,8,1.559334,session_20260727_030123,0.0,0,[],null,0.0
1118,2026-07-27T03:07:54.332192+00:00,right,8,1.664416,session_20260727_030123,0.0,0,[],null,0.0
1119,2026-07-27T03:07:54.437265+00:00,right,8,1.769484,session_20260727_030123,0.0,0,[],null,0.0
1120,2026-07-27T03:07:54.538669+00:00,right,8,1.870882,session_20260727_030123,0.0,0,[],null,0.0
1121,2026-07-27T03:07:59.099123+00:00,right,9,5e-05,session_20260727_030123,0.0,0,[],null,0.0
1122,2026-07-27T03:07:59.204205+00:00,right,9,0.105133,session_20260727_030123,0.0,0,[],null,0.0
1123,2026-07-27T03:07:59.306363+00:00,right,9,0.207286,session_20260727_030123,0.0,0,[],null,0.0
1124,2026-07-27T03:07:59.411428+00:00,right,9,0.312342,session_20260727_030123,0.0,0,[],null,0.0
1125,2026-07-27T03:07:59.514044+00:00,right,9,0.414958,session_20260727_030123,0.0,0,[],null,0.0
1126,2026-07-27T03:07:59.618488+00:00,right,9,0.519404,session_20260727_030123,0.0,0,[],null,0.0
1127,2026-07-27T03:07:59.723552+00:00,right,9,0.624474,session_20260727_030123,0.0,0,[],null,0.0
1128,2026-07-27T03:07:59.828616+00:00,right,9,0.729532,session_20260727_030123,0.0,0,[],null,0.0
1129,2026-07-27T03:07:59.933691+00:00,right,9,0.834611,session_20260727_030123,0.0,0,[],null,0.0
1130,2026-07-27T03:08:00.038697+00:00,right,9,0.939625,session_20260727_030123,0.0,0,[],null,0.0
1131,2026-07-27T03:08:00.143774+00:00,right,9,1.044683,session_20260727_030123,0.0,0,[],null,0.0
1132,2026-07-27T03:08:00.248840+00:00,right,9,1.149758,session_20260727_030123,0.0,0,[],null,0.0
