frame_index,timestamp,gesture,trial,elapsed,confidence,num_points,points,range_profile,motion_score
0,2026-07-24T23:05:33.501178+00:00,push,2,0.0,0.8,13,"[{""x"": -0.48297643661499023, ""y"": 0.9405612945556641, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4672408103942871, ""y"": 0.9773969650268555, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.05525350570678711, ""y"": 0.9729266166687012, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12445449829101562, ""y"": 2.075314521789551, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.0960230827331543, ""y"": 2.0969510078430176, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.056684017181396484, ""y"": 2.121448516845703, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06186962127685547, ""y"": 0.7537007331848145, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06812810897827148, ""y"": 0.9076595306396484, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.11390447616577148, ""y"": 0.9305477142333984, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.1062154769897461, ""y"": 0.9444952011108398, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.21082162857055664, ""y"": 2.037227153778076, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.63214111328125, ""y"": 4.2389631271362305, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9723176956176758, ""y"": 1.9619464874267578, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144303.0, 219512.0, 150012.0, 45501.0, 9950.0, 3062.0, 2005.0, 1750.0, 1618.0, 1837.0, 1774.0, 1818.0, 1714.0, 2146.0, 2554.0, 13312.0, 36098.0, 39578.0, 19762.0, 35828.0, 95711.0, 98929.0, 61127.0, 34474.0, 31496.0, 17762.0, 13614.0, 19119.0, 17807.0, 11430.0, 6852.0, 6769.0, 7014.0, 5376.0, 5811.0, 6736.0, 5789.0, 4095.0, 3132.0, 5541.0, 6737.0, 5630.0, 6358.0, 8819.0, 19745.0, 36388.0, 42337.0, 27666.0, 12297.0, 23005.0, 26192.0, 22920.0, 14862.0, 10579.0, 8260.0, 10766.0, 31880.0, 32329.0, 13942.0, 16861.0, 32698.0, 34968.0, 21191.0, 7981.0, 12408.0, 17647.0, 11725.0, 6827.0, 6397.0, 6742.0, 8322.0, 7825.0, 8262.0, 12088.0, 10186.0, 5238.0, 4931.0, 4484.0, 5141.0, 6199.0, 4702.0, 4504.0, 4140.0, 4808.0, 4644.0, 5217.0, 6444.0, 4993.0, 3102.0, 4150.0, 4211.0, 3099.0, 4540.0, 5651.0, 4884.0, 4107.0, 3977.0, 3024.0, 3003.0, 3025.0, 3198.0, 4436.0, 5441.0, 3578.0, 2406.0, 3067.0, 2997.0, 4076.0, 9529.0, 12542.0, 8005.0, 9041.0, 8826.0, 4234.0, 3048.0, 3730.0, 3054.0, 3194.0, 3112.0, 2763.0, 2011.0, 1819.0, 1854.0, 1988.0, 1664.0, 2104.0, 1882.0, 1936.0]",8972231.103518521
1,2026-07-24T23:05:33.588047+00:00,push,2,0.093,0.8,19,"[{""x"": -0.2034902572631836, ""y"": 1.0306835174560547, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.29861927032470703, ""y"": 1.0294318199157715, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.15109777450561523, ""y"": 0.9979605674743652, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.21797418594360352, ""y"": 1.1801719665527344, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16289949417114258, ""y"": 1.2189745903015137, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.028431415557861328, ""y"": 0.9484291076660156, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.11444091796875, ""y"": 2.06834077835083, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.11497735977172852, ""y"": 2.090334892272949, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.03254413604736328, ""y"": 2.1280646324157715, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12856721878051758, ""y"": 0.7402896881103516, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12695789337158203, ""y"": 0.7503032684326172, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07957220077514648, ""y"": 0.8153915405273438, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.058650970458984375, ""y"": 0.8969306945800781, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.09459257125854492, ""y"": 0.9178519248962402, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.14251470565795898, ""y"": 2.044379711151123, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.667367458343506, ""y"": 4.216790199279785, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8973946571350098, ""y"": 2.042233943939209, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8998980522155762, ""y"": 2.066373825073242, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9222497940063477, ""y"": 1.9889473915100098, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144559.0, 219736.0, 150029.0, 45548.0, 10051.0, 3224.0, 1892.0, 1795.0, 1806.0, 1909.0, 1762.0, 1644.0, 1649.0, 1882.0, 2854.0, 19111.0, 47600.0, 45727.0, 22717.0, 39294.0, 71174.0, 55498.0, 46413.0, 56085.0, 40745.0, 18240.0, 21011.0, 23591.0, 16321.0, 11403.0, 9958.0, 7549.0, 4310.0, 4645.0, 5641.0, 4483.0, 3679.0, 2927.0, 4204.0, 6336.0, 6117.0, 5680.0, 4757.0, 8483.0, 25208.0, 41619.0, 40418.0, 25246.0, 16648.0, 21398.0, 24048.0, 21704.0, 14601.0, 11190.0, 9292.0, 11704.0, 31617.0, 31399.0, 13836.0, 17124.0, 32818.0, 39080.0, 26883.0, 9637.0, 12459.0, 17258.0, 11367.0, 4989.0, 3692.0, 6299.0, 8130.0, 7419.0, 6322.0, 6869.0, 6812.0, 5590.0, 6397.0, 5088.0, 6084.0, 7928.0, 6245.0, 3898.0, 4606.0, 5364.0, 4251.0, 5423.0, 6440.0, 4184.0, 3280.0, 4483.0, 4182.0, 3802.0, 4151.0, 4435.0, 4296.0, 4166.0, 4206.0, 2846.0, 3463.0, 4486.0, 3216.0, 4148.0, 4783.0, 3672.0, 2823.0, 3515.0, 3446.0, 4416.0, 10861.0, 13942.0, 9104.0, 9662.0, 8986.0, 4048.0, 3509.0, 4227.0, 3580.0, 2829.0, 2993.0, 2681.0, 2181.0, 2130.0, 2110.0, 1911.0, 1664.0, 1963.0, 2217.0, 1686.0]",8793073.856517307
2,2026-07-24T23:05:33.689604+00:00,push,2,0.203,0.8,18,"[{""x"": -0.38051605224609375, ""y"": 0.9056925773620605, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.27179718017578125, ""y"": 0.9874105453491211, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2346038818359375, ""y"": 1.0151267051696777, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.269472599029541, ""y"": 1.024782657623291, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.008404254913330078, ""y"": 0.8919239044189453, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.004112720489501953, ""y"": 2.043306827545166, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.014662742614746094, ""y"": 2.0644068717956543, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.05811452865600586, ""y"": 2.090156078338623, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.05131959915161133, ""y"": 2.127349376678467, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.10961294174194336, ""y"": 0.7399320602416992, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.13786554336547852, ""y"": 0.7731914520263672, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.11390447616577148, ""y"": 0.8339881896972656, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.09137392044067383, ""y"": 0.859379768371582, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12731552124023438, ""y"": 1.007080078125, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.5829672813415527, ""y"": 4.269003868103027, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.871645450592041, ""y"": 2.0645856857299805, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.764357089996338, ""y"": 2.1820664405822754, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9009709358215332, ""y"": 2.0052194595336914, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144461.0, 219416.0, 150006.0, 45586.0, 10246.0, 3278.0, 2074.0, 1847.0, 1714.0, 1979.0, 1664.0, 1655.0, 1686.0, 2037.0, 3970.0, 19541.0, 41163.0, 39062.0, 53211.0, 76543.0, 41358.0, 42353.0, 70157.0, 78315.0, 42956.0, 14679.0, 12280.0, 14423.0, 14734.0, 17173.0, 14034.0, 10334.0, 6834.0, 3931.0, 4838.0, 4256.0, 3251.0, 3478.0, 5099.0, 6811.0, 6527.0, 6746.0, 5775.0, 12178.0, 31532.0, 44260.0, 38065.0, 24617.0, 16461.0, 22710.0, 24730.0, 22272.0, 14517.0, 11397.0, 8787.0, 12872.0, 32944.0, 31943.0, 12561.0, 18968.0, 34068.0, 38219.0, 26954.0, 8774.0, 10415.0, 15776.0, 10944.0, 5921.0, 4976.0, 6902.0, 9047.0, 7431.0, 6594.0, 9933.0, 9888.0, 6372.0, 6765.0, 5695.0, 5600.0, 6320.0, 4651.0, 4076.0, 4479.0, 5057.0, 4116.0, 5092.0, 5183.0, 4154.0, 3725.0, 3072.0, 3558.0, 3806.0, 4892.0, 6135.0, 4304.0, 4055.0, 4511.0, 3015.0, 3041.0, 3853.0, 3640.0, 3852.0, 5335.0, 3415.0, 2980.0, 2910.0, 2968.0, 4694.0, 10433.0, 13028.0, 8226.0, 9423.0, 8933.0, 4447.0, 3650.0, 4589.0, 3205.0, 2416.0, 2711.0, 2580.0, 2152.0, 2081.0, 1904.0, 2078.0, 1710.0, 2014.0, 2367.0, 1993.0]",8617221.897664119
3,2026-07-24T23:05:33.791585+00:00,push,2,0.297,0.8,15,"[{""x"": -0.3231167793273926, ""y"": 0.9959936141967773, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.32830238342285156, ""y"": 1.0208487510681152, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.13697147369384766, ""y"": 2.027571201324463, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.007331371307373047, ""y"": 0.9250044822692871, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.011801719665527344, ""y"": 0.9638071060180664, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.04756450653076172, ""y"": 2.0543932914733887, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07617473602294922, ""y"": 0.7377862930297852, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06580352783203125, ""y"": 0.7642507553100586, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06437301635742188, ""y"": 0.7826685905456543, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07474422454833984, ""y"": 0.7967948913574219, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07581710815429688, ""y"": 0.8379220962524414, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.20706653594970703, ""y"": 2.0790696144104004, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.5600790977478027, ""y"": 4.282772541046143, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9499659538269043, ""y"": 1.9535422325134277, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9800066947937012, ""y"": 1.9513964653015137, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144366.0, 219716.0, 149962.0, 45649.0, 10189.0, 3092.0, 1925.0, 1670.0, 1740.0, 1871.0, 1791.0, 1761.0, 1745.0, 1965.0, 4184.0, 26520.0, 80945.0, 129064.0, 109178.0, 45372.0, 42286.0, 61463.0, 47715.0, 39407.0, 32872.0, 11835.0, 9441.0, 9461.0, 10081.0, 10371.0, 7672.0, 6986.0, 6655.0, 5680.0, 6299.0, 5854.0, 3893.0, 3514.0, 5890.0, 8754.0, 10280.0, 8264.0, 7100.0, 15019.0, 30271.0, 33914.0, 25672.0, 17441.0, 16229.0, 26188.0, 29360.0, 26094.0, 16696.0, 11140.0, 7949.0, 12236.0, 32627.0, 30700.0, 11841.0, 19176.0, 33768.0, 33920.0, 20227.0, 7467.0, 11160.0, 16256.0, 10257.0, 5256.0, 6192.0, 7197.0, 8186.0, 6872.0, 6289.0, 7439.0, 8360.0, 5617.0, 6335.0, 5770.0, 5891.0, 7395.0, 4567.0, 3787.0, 4343.0, 4912.0, 3984.0, 5052.0, 5827.0, 4011.0, 3432.0, 4118.0, 4044.0, 4611.0, 5262.0, 4956.0, 3796.0, 3934.0, 4046.0, 2907.0, 3324.0, 3711.0, 3074.0, 4203.0, 5091.0, 4029.0, 2793.0, 3376.0, 3203.0, 4820.0, 10647.0, 13505.0, 9183.0, 9102.0, 8393.0, 3641.0, 3729.0, 4533.0, 3850.0, 2911.0, 2775.0, 2676.0, 2500.0, 2242.0, 1955.0, 1918.0, 1969.0, 2005.0, 1933.0, 1730.0]",8445095.981738564
4,2026-07-24T23:05:33.893352+00:00,push,2,0.406,0.8,13,"[{""x"": -0.07671117782592773, ""y"": 0.9557604789733887, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.06312131881713867, ""y"": 0.9627342224121094, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.26428699493408203, ""y"": 2.0116567611694336, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18399953842163086, ""y"": 2.0374059677124023, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.02002716064453125, ""y"": 0.9698867797851562, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.052034854888916016, ""y"": 0.7372498512268066, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06455183029174805, ""y"": 0.747978687286377, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07367134094238281, ""y"": 0.7522702217102051, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.0833272933959961, ""y"": 0.7663965225219727, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.497851848602295, ""y"": 4.319429397583008, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8728971481323242, ""y"": 2.026498317718506, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.892387866973877, ""y"": 2.0397305488586426, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8419623374938965, ""y"": 2.11411714553833, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144501.0, 219550.0, 149910.0, 45529.0, 9969.0, 3312.0, 2176.0, 1951.0, 1859.0, 2044.0, 1878.0, 1763.0, 1608.0, 1842.0, 9493.0, 82718.0, 200746.0, 190973.0, 71728.0, 10778.0, 46745.0, 88607.0, 57703.0, 22257.0, 27333.0, 11453.0, 8758.0, 13162.0, 19209.0, 16423.0, 10179.0, 5515.0, 4278.0, 4940.0, 6570.0, 6400.0, 4182.0, 4180.0, 6214.0, 7261.0, 6365.0, 7935.0, 7789.0, 13803.0, 27331.0, 26198.0, 17327.0, 16373.0, 14393.0, 26305.0, 29758.0, 26089.0, 15739.0, 10907.0, 7973.0, 12182.0, 33648.0, 32559.0, 13613.0, 21816.0, 35902.0, 37003.0, 23952.0, 7733.0, 10189.0, 15037.0, 9621.0, 6034.0, 5859.0, 8104.0, 10545.0, 8463.0, 5955.0, 6492.0, 6634.0, 5504.0, 6468.0, 5961.0, 6050.0, 7864.0, 5170.0, 3319.0, 4407.0, 4906.0, 4598.0, 4719.0, 5176.0, 4782.0, 3934.0, 3698.0, 4103.0, 5170.0, 4734.0, 4506.0, 4178.0, 4384.0, 4127.0, 2745.0, 2982.0, 3492.0, 3175.0, 5019.0, 5918.0, 3896.0, 3380.0, 3272.0, 3242.0, 4124.0, 9525.0, 12292.0, 7633.0, 8884.0, 8252.0, 3979.0, 3310.0, 4250.0, 3611.0, 3183.0, 3096.0, 2910.0, 2171.0, 1978.0, 1854.0, 2040.0, 2042.0, 2228.0, 2299.0, 1993.0]",8274023.993809907
5,2026-07-24T23:05:33.995201+00:00,push,2,0.5,0.8,11,"[{""x"": -0.09298324584960938, ""y"": 0.9759664535522461, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.0388026237487793, ""y"": 0.9990334510803223, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.025212764739990234, ""y"": 1.024782657623291, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06705522537231445, ""y"": 0.7066726684570312, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07510185241699219, ""y"": 0.7123947143554688, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.08404254913330078, ""y"": 0.7252693176269531, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07349252700805664, ""y"": 0.7635354995727539, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.5171637535095215, ""y"": 4.308164119720459, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8886327743530273, ""y"": 2.0760297775268555, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9034743309020996, ""y"": 1.9969940185546875, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.9263625144958496, ""y"": 2.0075440406799316, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144595.0, 219490.0, 149792.0, 45638.0, 10176.0, 3138.0, 1771.0, 1655.0, 1745.0, 1909.0, 1801.0, 1855.0, 1800.0, 5726.0, 55021.0, 150239.0, 161651.0, 73054.0, 12910.0, 10225.0, 36945.0, 78461.0, 86548.0, 56226.0, 39319.0, 17283.0, 10278.0, 7278.0, 12509.0, 17602.0, 14737.0, 11294.0, 7739.0, 5578.0, 5950.0, 5832.0, 5017.0, 4239.0, 4741.0, 6416.0, 7172.0, 7127.0, 5852.0, 9239.0, 16938.0, 16783.0, 17772.0, 17332.0, 17963.0, 26919.0, 31109.0, 27660.0, 16697.0, 9950.0, 7066.0, 11081.0, 32292.0, 31975.0, 15483.0, 22099.0, 35187.0, 35908.0, 23528.0, 9072.0, 9644.0, 14314.0, 10457.0, 6253.0, 4717.0, 5279.0, 7990.0, 7400.0, 5749.0, 5925.0, 5897.0, 6905.0, 5505.0, 5294.0, 5528.0, 8289.0, 4748.0, 3919.0, 4627.0, 5107.0, 5144.0, 5320.0, 6063.0, 4569.0, 4351.0, 5121.0, 4931.0, 3767.0, 4056.0, 5598.0, 4574.0, 4238.0, 4166.0, 3225.0, 3165.0, 3513.0, 2922.0, 4042.0, 5092.0, 4102.0, 2932.0, 2788.0, 3007.0, 4111.0, 10504.0, 13336.0, 8622.0, 9671.0, 8666.0, 4076.0, 2890.0, 4214.0, 3258.0, 2989.0, 2540.0, 2768.0, 2247.0, 2041.0, 1897.0, 1816.0, 1719.0, 1880.0, 2008.0, 1834.0]",8108860.554397848
6,2026-07-24T23:05:34.097024+00:00,push,2,0.609,0.8,11,"[{""x"": -0.3356337547302246, ""y"": 0.9925961494445801, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3413558006286621, ""y"": 1.0183453559875488, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.20545721054077148, ""y"": 0.9530782699584961, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2784132957458496, ""y"": 0.968635082244873, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16647577285766602, ""y"": 2.020597457885742, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2530217170715332, ""y"": 2.025425434112549, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07385015487670898, ""y"": 0.6539225578308105, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.08797645568847656, ""y"": 0.6764531135559082, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.581357955932617, ""y"": 4.270076751708984, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.86842679977417, ""y"": 2.025783061981201, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8875598907470703, ""y"": 2.03704833984375, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144184.0, 219822.0, 150244.0, 45462.0, 9948.0, 3073.0, 1889.0, 1642.0, 1732.0, 1999.0, 1726.0, 1759.0, 5960.0, 31806.0, 63225.0, 66570.0, 52976.0, 33587573.0, 100860929.0, 460805.0, 3758425347.0, 838860802.0, 687868516.0, 1.0, 218103808.0, 33554432.0, 4278190080.0, 771751935.0, 2516582401.0, 0.0, 758725504.0, 3784409.0, 4096000.0, 222265344.0, 3472883712.0, 3000053.0, 1023410176.0, 4110266441.0, 23.0, 1263354880.0, 1595903.0, 1778384896.0, 1895898187.0, 24.0, 2286578176.0, 1801982.0, 805306368.0, 1946320457.0, 44.0, 306794496.0, 1637635.0, 1258291200.0, 1577210442.0, 26.0, 1833515776.0, 2938883.0, 1426063360.0, 1443138121.0, 45.0, 105532160.0, 6169910.0, 838860800.0, 20393285.0, 94.0, 1078148352.0, 2652717.0, 889192448.0, 77388.0, 131072.0, 36962048.0, 56271872.0, 38401024.0, 11696128.0, 2563584.0, 825856.0, 512256.0, 427776.0, 449536.0, 471040.0, 480512.0, 433152.0, 412416.0, 493568.0, 856832.0, 3611648.0, 8390656.0, 8868096.0, 4519936.0, 1480704.0, 1100032.0, 1193984.0, 2055424.0, 13578752.0, 30517760.0, 27628288.0, 10772480.0, 6270976.0, 4737024.0, 4168448.0, 2978816.0, 1641216.0, 1471744.0, 1212672.0, 1455616.0, 1600768.0, 1408256.0, 1711872.0, 1548800.0, 1394432.0, 1367040.0, 1722880.0, 1766912.0, 4735232.0, 11448064.0, 13859840.0, 10841344.0, 6877184.0, 5903616.0, 7125248.0, 7613952.0, 6497536.0, 4182784.0, 2917888.0, 2250752.0, 3308032.0, 8631552.0, 8882176.0, 4231424.0]",339770541.4640668
7,2026-07-24T23:05:34.198744+00:00,push,2,0.703,0.8,11,"[{""x"": -0.423431396484375, ""y"": 1.091301441192627, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.5634427070617676, ""y"": 2.064228057861328, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16736984252929688, ""y"": 1.0918378829956055, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1291036605834961, ""y"": 1.1104345321655273, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14734268188476562, ""y"": 1.1208057403564453, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.1748800277709961, ""y"": 2.0345449447631836, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.19150972366333008, ""y"": 2.051711082458496, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.1480579376220703, ""y"": 2.0792484283447266, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.5949478149414062, ""y"": 4.236817359924316, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.6682615280151367, ""y"": 4.216253757476807, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.930832862854004, ""y"": 1.99967622756958, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[144212.0, 219617.0, 150015.0, 45757.0, 9987.0, 2952.0, 1835.0, 1642.0, 1717.0, 1931.0, 1856.0, 1846.0, 1966.0, 1851.0, 2778.0, 13316.0, 28311.0, 27171.0, 11446.0, 4114.0, 3914.0, 3576.0, 5641.0, 43272.0, 104811.0, 104057.0, 70270.0, 39172.0, 13625.0, 12029.0, 11445.0, 14217.0, 8198.0, 5286.0, 5927.0, 5134.0, 4735.0, 4694.0, 3862.0, 4738.0, 4635.0, 5144.0, 4164.0, 13522.0, 37215.0, 47752.0, 38371.0, 23985.0, 18320.0, 27355.0, 29779.0, 26295.0, 17695.0, 12534.0, 9174.0, 13349.0, 34271.0, 37366.0, 20276.0, 20416.0, 30839.0, 30554.0, 18469.0, 6998.0, 10343.0, 16610.0, 11274.0, 5943.0, 4827.0, 6643.0, 8582.0, 6367.0, 5750.0, 7507.0, 7616.0, 5666.0, 4621.0, 4183.0, 5827.0, 6875.0, 4294.0, 3171.0, 3860.0, 4787.0, 4401.0, 5362.0, 5101.0, 5107.0, 5079.0, 5494.0, 3785.0, 3451.0, 4243.0, 3661.0, 4027.0, 5354.0, 5473.0, 3815.0, 3229.0, 3901.0, 3480.0, 3867.0, 5137.0, 3811.0, 2921.0, 3730.0, 3861.0, 4650.0, 11035.0, 13601.0, 8275.0, 9522.0, 9083.0, 4429.0, 3207.0, 3781.0, 2796.0, 2554.0, 2163.0, 2375.0, 2047.0, 2300.0, 2118.0, 1970.0, 1923.0, 1728.0, 1782.0, 1613.0]",14666526.677306678
