frame_index,confidence,num_points,points,range_profile,motion_score
0,0.8,10,"[{""x"": -0.36585330963134766, ""y"": 0.634610652923584, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3542304039001465, ""y"": 0.6587505340576172, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.06490945816040039, ""y"": 0.5734562873840332, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.033795833587646484, ""y"": 0.5575418472290039, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.010728836059570312, ""y"": 0.5697011947631836, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.10389089584350586, ""y"": 1.5451312065124512, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3756880760192871, ""y"": 0.510871410369873, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.40161609649658203, ""y"": 0.5140900611877441, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.2792348861694336, ""y"": 1.6815662384033203, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.4192461967468262, ""y"": 1.5873312950134277, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139502.0, 211442.0, 146062.0, 44689.0, 9260.0, 3168.0, 2078.0, 1783.0, 1880.0, 1893.0, 12883.0, 103764.0, 281537.0, 285908.0, 187962.0, 130633.0, 50536.0, 37798.0, 12410.0, 5861.0, 6684.0, 4468.0, 4981.0, 13702.0, 19146.0, 13508.0, 6402.0, 8071.0, 16255.0, 15798.0, 6974.0, 9074.0, 15545.0, 31418.0, 35160.0, 21610.0, 19066.0, 26979.0, 23033.0, 11505.0, 12606.0, 18576.0, 20429.0, 13711.0, 12282.0, 29923.0, 45737.0, 38992.0, 17428.0, 12550.0, 11697.0, 13956.0, 10147.0, 7625.0, 11672.0, 11734.0, 7633.0, 7496.0, 9264.0, 8316.0, 5306.0, 5909.0, 6431.0, 8108.0, 7671.0, 9252.0, 11110.0, 5734.0, 6990.0, 6512.0, 5687.0, 5667.0, 6514.0, 6955.0, 6434.0, 5789.0, 6402.0, 6891.0, 6228.0, 5693.0, 4977.0, 4224.0, 4687.0, 4612.0, 5181.0, 5329.0, 7015.0, 7344.0, 3686.0, 3474.0, 4497.0, 5429.0, 3875.0, 2509.0, 3155.0, 3409.0, 3096.0, 3148.0, 3370.0, 3895.0, 3851.0, 3514.0, 3789.0, 3164.0, 2590.0, 2930.0, 3069.0, 3201.0, 3858.0, 3384.0, 3250.0, 3035.0, 2631.0, 2876.0, 2749.0, 2446.0, 2034.0, 2202.0, 2527.0, 2306.0, 2498.0, 2297.0, 2018.0, 1952.0, 1722.0, 1656.0, 1666.0, 1477.0]",0.0
1,0.8,6,"[{""x"": -0.3592371940612793, ""y"": 0.5695223808288574, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.33992528915405273, ""y"": 0.5967020988464355, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3376007080078125, ""y"": 0.61798095703125, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3281235694885254, ""y"": 0.6598234176635742, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.03594160079956055, ""y"": 0.6237030029296875, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.2779831886291504, ""y"": 0.914454460144043, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139777.0, 211579.0, 146176.0, 44792.0, 9133.0, 3040.0, 1958.0, 1734.0, 1789.0, 1858.0, 2038.0, 2321.0, 19950.0, 65702.0, 139510.0, 197888.0, 140393.0, 58050.0, 26702.0, 9192.0, 5720.0, 4476.0, 2428.0, 2863.0, 3437.0, 4570.0, 11190.0, 15491.0, 13681.0, 12498.0, 9528.0, 9778.0, 13291.0, 17886.0, 27314.0, 24470.0, 23314.0, 24438.0, 19427.0, 12045.0, 14173.0, 17023.0, 17991.0, 12574.0, 12050.0, 23807.0, 29854.0, 21418.0, 11335.0, 11993.0, 17535.0, 19319.0, 13985.0, 9887.0, 10760.0, 8396.0, 8189.0, 8479.0, 6718.0, 7344.0, 6004.0, 5526.0, 9224.0, 9722.0, 8561.0, 7044.0, 7063.0, 6799.0, 5824.0, 6400.0, 10075.0, 11210.0, 7706.0, 8011.0, 7442.0, 6338.0, 8052.0, 8137.0, 8193.0, 6809.0, 4853.0, 4448.0, 4834.0, 5061.0, 4290.0, 4298.0, 6511.0, 8018.0, 5464.0, 3355.0, 4080.0, 3899.0, 2789.0, 3349.0, 3949.0, 4050.0, 3878.0, 3570.0, 4116.0, 3884.0, 3836.0, 3529.0, 3762.0, 3612.0, 2935.0, 3163.0, 2692.0, 2680.0, 2589.0, 2528.0, 2792.0, 2725.0, 2785.0, 3365.0, 3314.0, 2540.0, 2357.0, 2250.0, 2144.0, 1982.0, 2177.0, 1947.0, 1793.0, 1778.0, 1740.0, 1780.0, 1776.0, 1706.0]",0.0
2,0.8,9,"[{""x"": -0.541985034942627, ""y"": 0.510871410369873, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4836916923522949, ""y"": 0.6215572357177734, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4820823669433594, ""y"": 0.6410479545593262, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.5146265029907227, ""y"": 0.6392598152160645, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07259845733642578, ""y"": 0.6687641143798828, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.03254413604736328, ""y"": 0.6657242774963379, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.1958012580871582, ""y"": 1.5617609024047852, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3873109817504883, ""y"": 0.6063580513000488, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.259922981262207, ""y"": 1.686394214630127, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139781.0, 211535.0, 146022.0, 44933.0, 9307.0, 3182.0, 2300.0, 1977.0, 1891.0, 1770.0, 1952.0, 1689.0, 4174.0, 53334.0, 167637.0, 194093.0, 110194.0, 169941.0, 150803.0, 64793.0, 16506.0, 8235.0, 3186.0, 4863.0, 6765.0, 5960.0, 4610.0, 5934.0, 8040.0, 12863.0, 9164.0, 8806.0, 13505.0, 10788.0, 18605.0, 21609.0, 21334.0, 24066.0, 22803.0, 17185.0, 17496.0, 17281.0, 16411.0, 10382.0, 16339.0, 36370.0, 50738.0, 34868.0, 12868.0, 13725.0, 15904.0, 13628.0, 10726.0, 11520.0, 12602.0, 8734.0, 9630.0, 8488.0, 8759.0, 6664.0, 4831.0, 5560.0, 6198.0, 6118.0, 7182.0, 7894.0, 7238.0, 6545.0, 5410.0, 6816.0, 5717.0, 5025.0, 7697.0, 8859.0, 6733.0, 6274.0, 7115.0, 5756.0, 5795.0, 5999.0, 5554.0, 3974.0, 3998.0, 3978.0, 4486.0, 5017.0, 8787.0, 10655.0, 7933.0, 4212.0, 4039.0, 3878.0, 3464.0, 4216.0, 4510.0, 4977.0, 4532.0, 3785.0, 4601.0, 4501.0, 5008.0, 4574.0, 3686.0, 2973.0, 3094.0, 4040.0, 4052.0, 2996.0, 2893.0, 2833.0, 2860.0, 2983.0, 2866.0, 3000.0, 2757.0, 2692.0, 2834.0, 2489.0, 2522.0, 2360.0, 2035.0, 2144.0, 1985.0, 1897.0, 1791.0, 1787.0, 1682.0, 1609.0]",0.0
3,0.8,13,"[{""x"": -0.46706199645996094, ""y"": 0.6541013717651367, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.5176663398742676, ""y"": 0.6784200668334961, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.5006790161132812, ""y"": 0.7166862487792969, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2605319023132324, ""y"": 0.6955862045288086, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3229379653930664, ""y"": 0.6805658340454102, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.13267993927001953, ""y"": 0.7063150405883789, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.03504753112792969, ""y"": 0.6964802742004395, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.0021457672119140625, ""y"": 1.593947410583496, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.03504753112792969, ""y"": 1.6134381294250488, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07778406143188477, ""y"": 1.635432243347168, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1410117149353027, ""y"": 1.7454028129577637, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.2191534042358398, ""y"": 1.7128586769104004, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.330554485321045, ""y"": 1.645803451538086, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139875.0, 211405.0, 145792.0, 44718.0, 9238.0, 2825.0, 2075.0, 1667.0, 1862.0, 1736.0, 1754.0, 1657.0, 1793.0, 5439.0, 57556.0, 185395.0, 301135.0, 260453.0, 116908.0, 111011.0, 58430.0, 15947.0, 8498.0, 6713.0, 6388.0, 4765.0, 3497.0, 4181.0, 6766.0, 8786.0, 6894.0, 9628.0, 13881.0, 10664.0, 29418.0, 51086.0, 48078.0, 33513.0, 35691.0, 24852.0, 13841.0, 17978.0, 16269.0, 12177.0, 15203.0, 33793.0, 44278.0, 28923.0, 8509.0, 14416.0, 13458.0, 12258.0, 9660.0, 11238.0, 10939.0, 7194.0, 9048.0, 9634.0, 6779.0, 4531.0, 5700.0, 5356.0, 4668.0, 4230.0, 4915.0, 6060.0, 5840.0, 6945.0, 6507.0, 8812.0, 7993.0, 4841.0, 4271.0, 5940.0, 7037.0, 6500.0, 6531.0, 4907.0, 5161.0, 5477.0, 5312.0, 4749.0, 4692.0, 4735.0, 5103.0, 4941.0, 6833.0, 8012.0, 5222.0, 3613.0, 4446.0, 4169.0, 3384.0, 2947.0, 2904.0, 3704.0, 3367.0, 3210.0, 4414.0, 4706.0, 4192.0, 3939.0, 3309.0, 2953.0, 3015.0, 2631.0, 2892.0, 3554.0, 3254.0, 2786.0, 3153.0, 3856.0, 3573.0, 3164.0, 2591.0, 2767.0, 2841.0, 2611.0, 2330.0, 1986.0, 1816.0, 1978.0, 2118.0, 2010.0, 1716.0, 1755.0, 1604.0, 1689.0]",0.0
4,0.8,5,"[{""x"": -0.4672408103942871, ""y"": 0.6136894226074219, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.48297643661499023, ""y"": 0.6068944931030273, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.43720006942749023, ""y"": 0.6709098815917969, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.37926435470581055, ""y"": 0.7304549217224121, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.2801289558410645, ""y"": 1.671910285949707, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139720.0, 211208.0, 145910.0, 44801.0, 9297.0, 3078.0, 2058.0, 1729.0, 1855.0, 1963.0, 2049.0, 1792.0, 1786.0, 1964.0, 7082.0, 18155.0, 69451.0, 109318.0, 77345.0, 30390.0, 10181.0, 8561.0, 5299.0, 3836.0, 7909.0, 12084.0, 9328.0, 6047.0, 7244.0, 10851.0, 9985.0, 9413.0, 12978.0, 13862.0, 12641.0, 15149.0, 18411.0, 20500.0, 22940.0, 17401.0, 13513.0, 15945.0, 16314.0, 11848.0, 12278.0, 29450.0, 40918.0, 28825.0, 11122.0, 13065.0, 16026.0, 13868.0, 9333.0, 9626.0, 12129.0, 9413.0, 6489.0, 7135.0, 7257.0, 4778.0, 5416.0, 4581.0, 5813.0, 5617.0, 3803.0, 3356.0, 4389.0, 5929.0, 6573.0, 7692.0, 4801.0, 5397.0, 5724.0, 5289.0, 5427.0, 4716.0, 5852.0, 7430.0, 6027.0, 4561.0, 4590.0, 4187.0, 3907.0, 3867.0, 4030.0, 4368.0, 8198.0, 9098.0, 5511.0, 3083.0, 3451.0, 3641.0, 4466.0, 3522.0, 2782.0, 3205.0, 3220.0, 3050.0, 2719.0, 2830.0, 3247.0, 3504.0, 3374.0, 2989.0, 2939.0, 2968.0, 2585.0, 2643.0, 2944.0, 3149.0, 2535.0, 2902.0, 3133.0, 2816.0, 2395.0, 2727.0, 2521.0, 2285.0, 1962.0, 2075.0, 2131.0, 1998.0, 2109.0, 1930.0, 1732.0, 1526.0, 1506.0, 1540.0]",0.0
5,0.8,8,"[{""x"": -0.0654458999633789, ""y"": 0.7705092430114746, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.09423494338989258, ""y"": 0.7762312889099121, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.05167722702026367, ""y"": 0.795900821685791, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.05704164505004883, ""y"": 0.7417201995849609, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.08475780487060547, ""y"": 0.8311271667480469, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.13250112533569336, ""y"": 0.8595585823059082, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.2779831886291504, ""y"": 1.6694068908691406, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.4040470123291016, ""y"": 1.584470272064209, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139473.0, 211349.0, 145727.0, 44428.0, 9318.0, 2919.0, 2131.0, 1964.0, 1919.0, 1704.0, 1927.0, 1871.0, 1786.0, 3566.0, 9505.0, 22298.0, 101010.0, 160588.0, 118432.0, 62667.0, 23165.0, 11527.0, 10225.0, 6768.0, 3716.0, 6113.0, 11319.0, 9292.0, 6323.0, 11243.0, 16820.0, 22967.0, 18606.0, 9198.0, 13662.0, 18117.0, 19386.0, 21606.0, 27059.0, 18882.0, 15094.0, 17544.0, 13218.0, 9348.0, 15158.0, 34279.0, 45615.0, 29831.0, 9725.0, 14250.0, 15314.0, 12450.0, 9302.0, 7529.0, 9532.0, 13150.0, 13095.0, 11338.0, 7081.0, 4686.0, 4551.0, 5963.0, 5437.0, 4623.0, 4903.0, 4742.0, 5404.0, 5786.0, 5129.0, 5650.0, 4722.0, 5990.0, 6600.0, 6930.0, 6521.0, 5302.0, 4267.0, 3798.0, 6112.0, 6817.0, 5300.0, 3234.0, 3616.0, 4169.0, 3016.0, 3495.0, 7493.0, 8958.0, 5605.0, 3205.0, 3806.0, 3853.0, 2797.0, 3445.0, 3838.0, 3558.0, 3334.0, 3487.0, 3501.0, 4258.0, 4445.0, 3029.0, 3357.0, 3170.0, 3067.0, 2751.0, 2522.0, 2560.0, 2469.0, 2540.0, 2687.0, 3444.0, 3618.0, 3196.0, 2879.0, 2686.0, 2359.0, 2262.0, 2249.0, 2469.0, 1983.0, 1945.0, 1967.0, 1890.0, 1749.0, 1653.0, 1578.0, 1635.0]",5456.821875
6,0.8,7,"[{""x"": -0.1881122589111328, ""y"": 0.7048845291137695, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18453598022460938, ""y"": 0.7794499397277832, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.09244680404663086, ""y"": 0.7515549659729004, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11247396469116211, ""y"": 0.7651448249816895, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.06937980651855469, ""y"": 0.8431077003479004, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06437301635742188, ""y"": 0.8919239044189453, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.3017654418945312, ""y"": 1.6492009162902832, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139561.0, 211329.0, 145535.0, 44793.0, 9119.0, 2994.0, 2140.0, 1849.0, 1835.0, 2052.0, 2169.0, 1789.0, 1801.0, 3407.0, 15291.0, 51297.0, 115289.0, 142759.0, 98770.0, 60202.0, 40858.0, 22620.0, 23210.0, 17065.0, 6116.0, 4677.0, 8095.0, 33563310.0, 100860929.0, 460805.0, 2684683523.0, 838860802.0, 905972324.0, 0.0, 117440512.0, 33554432.0, 4278190080.0, 771751935.0, 1509949441.0, 0.0, 758725504.0, 3784409.0, 4096000.0, 121602048.0, 3607101440.0, 1010173.0, 1258291200.0, 218330696.0, 16.0, 541483008.0, 1069060.0, 1744830464.0, 3473126213.0, 16.0, 2319801088.0, 2467354.0, 1006632960.0, 1092246606.0, 38.0, 3226286080.0, 914460.0, 872415232.0, 77383.0, 131072.0, 35710464.0, 54013440.0, 37260288.0, 10955520.0, 5991936.0, 7281920.0, 3584256.0, 680960.0, 2464768.0, 4871680.0, 3938304.0, 2017792.0, 3423744.0, 3937792.0, 3986432.0, 9042176.0, 13178880.0, 15094272.0, 9445376.0, 3211008.0, 1754112.0, 1685248.0, 1490432.0, 1689088.0, 1189376.0, 742400.0, 1183488.0, 1705216.0, 1921792.0, 3428864.0, 3901440.0, 3289088.0, 4079360.0, 2976512.0, 2674944.0, 3041536.0, 2831616.0, 4316928.0, 4599808.0, 3496192.0, 3491840.0, 3343872.0, 2695424.0, 2352384.0, 3355392.0, 8451328.0, 12167680.0, 9411584.0, 4462336.0, 3440128.0, 2854912.0, 3264768.0, 2945280.0, 2337280.0, 2687744.0, 2158080.0, 1511936.0, 1517568.0, 1319680.0, 1119232.0, 1233920.0, 1325056.0, 1244928.0, 1130752.0]",249151669.9556875
7,0.8,8,"[{""x"": 0.04309415817260742, ""y"": 0.685572624206543, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07635354995727539, ""y"": 0.7109642028808594, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.18042325973510742, ""y"": 0.7245540618896484, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.2199411392211914, ""y"": 0.7359981536865234, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.109004020690918, ""y"": 1.77079439163208, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1796355247497559, ""y"": 1.7462968826293945, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.2184381484985352, ""y"": 1.7412900924682617, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.2987256050109863, ""y"": 0.674128532409668, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139523.0, 211135.0, 145619.0, 43464.0, 13783.0, 13870.0, 7297.0, 2330.0, 5309.0, 11342.0, 14468.0, 13574.0, 8115.0, 7791.0, 23416.0, 52234.0, 80232.0, 89810.0, 72455.0, 24155.0, 8865.0, 5323.0, 4849.0, 3602.0, 2766.0, 3025.0, 5530.0, 7639.0, 7613.0, 12855.0, 15343.0, 12515.0, 15214.0, 11823.0, 13462.0, 13989.0, 9865.0, 16826.0, 18757.0, 15773.0, 13996.0, 12055.0, 10998.0, 9430.0, 13394.0, 34573.0, 48924.0, 37438.0, 16536.0, 13744.0, 11964.0, 11862.0, 9685.0, 7458.0, 8420.0, 7236.0, 6275.0, 5936.0, 4938.0, 4368.0, 4652.0, 5191.0, 4992.0, 4252.0, 3923.0, 6262.0, 7322.0, 5646.0, 5159.0, 5078.0, 4024.0, 3395.0, 3627.0, 5152.0, 4554.0, 3726.0, 3587.0, 3658.0, 3717.0, 3231.0, 3594.0, 4146.0, 4228.0, 4372.0, 4313.0, 4541.0, 7840.0, 8761.0, 4844.0, 3603.0, 4243.0, 3727.0, 3290.0, 3245.0, 3030.0, 2838.0, 3185.0, 2635.0, 3362.0, 3380.0, 2929.0, 2552.0, 2537.0, 2953.0, 2779.0, 2589.0, 2200.0, 2853.0, 3129.0, 2529.0, 3221.0, 5836.0, 6301.0, 4151.0, 2711.0, 2447.0, 2489.0, 2649.0, 2402.0, 2048.0, 1920.0, 2005.0, 1888.0, 1713.0, 1684.0, 1531.0, 1448.0, 1462.0]",4987779.692955
8,0.8,8,"[{""x"": -0.1348257064819336, ""y"": 0.6541013717651367, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.0457763671875, ""y"": 0.6909370422363281, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.19150972366333008, ""y"": 0.7184743881225586, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1154413223266602, ""y"": 1.765608787536621, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1263489723205566, ""y"": 1.7827749252319336, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1206269264221191, ""y"": 1.8056631088256836, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1231303215026855, ""y"": 1.003861427307129, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.3225078582763672, ""y"": 0.6238818168640137, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139577.0, 211375.0, 145692.0, 44025.0, 26390.0, 24723.0, 8649.0, 2035.0, 4858.0, 9800.0, 14074.0, 12445.0, 9551.0, 13010.0, 36396.0, 48660.0, 54172.0, 71296.0, 59273.0, 24474.0, 7227.0, 5930.0, 5850.0, 4608.0, 2744.0, 2618.0, 4289.0, 5953.0, 6557.0, 12701.0, 16178.0, 14221.0, 15576.0, 12447.0, 12235.0, 14505.0, 12672.0, 18849.0, 19748.0, 12097.0, 12771.0, 13353.0, 12972.0, 11696.0, 15363.0, 36819.0, 52765.0, 41985.0, 16279.0, 11211.0, 11535.0, 10824.0, 9203.0, 9410.0, 10975.0, 7092.0, 6269.0, 6597.0, 5288.0, 4016.0, 4243.0, 5837.0, 5058.0, 5217.0, 4559.0, 6703.0, 7336.0, 5997.0, 4104.0, 4216.0, 4692.0, 4687.0, 3227.0, 5695.0, 5945.0, 4495.0, 4288.0, 3623.0, 3416.0, 3319.0, 4108.0, 3521.0, 3448.0, 4487.0, 4361.0, 5031.0, 8485.0, 9065.0, 5098.0, 3206.0, 4224.0, 4349.0, 3450.0, 2931.0, 2433.0, 3211.0, 3386.0, 2815.0, 2812.0, 2933.0, 2618.0, 2597.0, 2778.0, 2621.0, 2697.0, 2425.0, 2434.0, 2626.0, 3483.0, 3249.0, 3810.0, 6039.0, 6453.0, 4131.0, 2848.0, 2334.0, 2386.0, 2314.0, 2433.0, 2297.0, 2040.0, 1916.0, 1813.0, 1866.0, 1660.0, 1637.0, 1773.0, 1657.0]",4888320.852082575
9,0.8,7,"[{""x"": -0.2161860466003418, ""y"": 0.6369352340698242, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2199411392211914, ""y"": 0.647127628326416, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.37997961044311523, ""y"": 0.6548166275024414, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1613965034484863, ""y"": 1.741647720336914, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.155853271484375, ""y"": 1.772761344909668, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.1138319969177246, ""y"": 1.8180012702941895, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.3282299041748047, ""y"": 0.6208419799804688, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[139573.0, 211178.0, 145735.0, 46828.0, 35064.0, 39332.0, 19779.0, 5025.0, 3009.0, 8113.0, 15976.0, 27955.0, 29699.0, 19135.0, 49484.0, 62713.0, 49239.0, 71738.0, 59847.0, 20541.0, 5845.0, 4533.0, 5339.0, 3779.0, 3102.0, 2686.0, 4224.0, 5402.0, 6260.0, 12914.0, 15398.0, 12546.0, 15118.0, 12727.0, 13587.0, 11928.0, 13288.0, 15247.0, 16441.0, 12475.0, 11867.0, 12421.0, 11416.0, 10334.0, 12488.0, 32241.0, 53399.0, 50045.0, 22934.0, 11489.0, 10366.0, 11840.0, 9435.0, 8476.0, 11521.0, 8063.0, 4809.0, 4841.0, 3912.0, 4947.0, 4834.0, 4974.0, 4535.0, 4479.0, 4192.0, 7306.0, 7394.0, 5112.0, 4555.0, 5433.0, 4096.0, 4170.0, 3262.0, 6035.0, 5845.0, 3798.0, 3742.0, 3722.0, 4018.0, 3325.0, 3583.0, 3315.0, 3520.0, 3878.0, 4212.0, 4729.0, 7849.0, 8686.0, 5034.0, 3107.0, 4224.0, 4088.0, 3154.0, 2860.0, 2938.0, 3390.0, 2952.0, 2650.0, 2720.0, 2937.0, 2911.0, 2289.0, 2442.0, 2948.0, 3115.0, 2459.0, 2306.0, 2762.0, 2971.0, 2798.0, 3245.0, 5490.0, 5984.0, 4025.0, 2713.0, 2193.0, 2447.0, 2433.0, 2453.0, 1951.0, 2060.0, 1802.0, 1691.0, 1895.0, 1817.0, 1588.0, 1546.0, 1472.0]",4790745.653029126
