frame_index,confidence,num_points,points,range_profile,motion_score
0,0.8,8,"[{""x"": -0.3527998924255371, ""y"": 1.6379356384277344, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.05811452865600586, ""y"": 0.8322000503540039, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07528066635131836, ""y"": 0.8493661880493164, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.06455183029174805, ""y"": 0.8550882339477539, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.034332275390625, ""y"": 0.8820891380310059, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.059723854064941406, ""y"": 0.9226799011230469, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8187165260314941, ""y"": 1.6357898712158203, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7462968826293945, ""y"": 1.7253756523132324, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146570.0, 219710.0, 150915.0, 47125.0, 9451.0, 3023.0, 2056.0, 2204.0, 3089.0, 2940.0, 3349.0, 3531.0, 2885.0, 3943.0, 3383.0, 2847.0, 5144.0, 32371.0, 104548.0, 126938.0, 67163.0, 33280.0, 13999.0, 7494.0, 7238.0, 6652.0, 4199.0, 2544.0, 3577.0, 5975.0, 6752.0, 8725.0, 11686.0, 18382.0, 19485.0, 31062.0, 52947.0, 47455.0, 23247.0, 19577.0, 14293.0, 8699.0, 10129.0, 10860.0, 10374.0, 9550.0, 8856.0, 5922.0, 5272.0, 8388.0, 8557.0, 9603.0, 14309.0, 37423.0, 36229.0, 18618.0, 17774.0, 19645.0, 15070.0, 13035.0, 7588.0, 7534.0, 7735.0, 8457.0, 7773.0, 5967.0, 5209.0, 4726.0, 7385.0, 8273.0, 6974.0, 5328.0, 4706.0, 5788.0, 7351.0, 7535.0, 6533.0, 6537.0, 5421.0, 4865.0, 5203.0, 4960.0, 5182.0, 5536.0, 5641.0, 5875.0, 7520.0, 8035.0, 7078.0, 5633.0, 5667.0, 4441.0, 4093.0, 4992.0, 4689.0, 5120.0, 6848.0, 6921.0, 8579.0, 7569.0, 6129.0, 4454.0, 4251.0, 4015.0, 3965.0, 3567.0, 3874.0, 4197.0, 4014.0, 3067.0, 3179.0, 3063.0, 2813.0, 2976.0, 4663.0, 7361.0, 5448.0, 3202.0, 2958.0, 2181.0, 2468.0, 3123.0, 3356.0, 2714.0, 3074.0, 2954.0, 2533.0, 2229.0]",0.0
1,0.8,9,"[{""x"": -0.2535581588745117, ""y"": 0.9055137634277344, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.43702125549316406, ""y"": 1.6522407531738281, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14734268188476562, ""y"": 0.8155703544616699, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14197826385498047, ""y"": 0.8325576782226562, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.10371208190917969, ""y"": 0.8522272109985352, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07367134094238281, ""y"": 0.8887052536010742, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.29844045639038086, ""y"": 1.6465187072753906, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8451809883117676, ""y"": 1.604318618774414, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7625689506530762, ""y"": 1.7057061195373535, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146557.0, 219826.0, 151069.0, 47337.0, 9518.0, 2956.0, 2045.0, 2231.0, 3126.0, 2808.0, 2782.0, 3622.0, 4627.0, 4275.0, 3729.0, 3896.0, 5499.0, 32621.0, 80321.0, 83111.0, 50442.0, 35047.0, 21214.0, 9112.0, 5662.0, 5355.0, 3765.0, 2569.0, 3056.0, 5623.0, 6981.0, 9118.0, 11833.0, 18507.0, 18665.0, 30958.0, 55824.0, 47557.0, 25216.0, 17026.0, 13015.0, 14231.0, 15375.0, 11128.0, 11321.0, 9863.0, 8560.0, 4997.0, 5705.0, 6043.0, 8137.0, 9722.0, 15371.0, 38550.0, 36057.0, 17401.0, 19992.0, 18499.0, 13614.0, 12441.0, 8188.0, 8038.0, 7498.0, 8451.0, 7684.0, 5876.0, 4651.0, 5812.0, 7745.0, 8339.0, 6727.0, 5173.0, 4947.0, 5148.0, 5318.0, 6014.0, 6041.0, 5804.0, 5081.0, 4314.0, 4985.0, 5593.0, 7190.0, 7756.0, 6176.0, 6689.0, 7494.0, 8091.0, 6773.0, 5102.0, 5140.0, 5459.0, 5644.0, 5875.0, 6101.0, 6002.0, 4622.0, 6340.0, 8059.0, 7388.0, 6103.0, 4050.0, 3504.0, 3722.0, 3435.0, 3237.0, 3220.0, 4227.0, 3956.0, 3143.0, 3066.0, 2875.0, 2774.0, 3329.0, 4620.0, 7232.0, 5637.0, 2973.0, 2483.0, 2215.0, 2455.0, 3203.0, 2917.0, 2337.0, 3022.0, 2955.0, 2746.0, 2387.0]",0.0
2,0.8,9,"[{""x"": -0.308990478515625, ""y"": 0.9132027626037598, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.42504072189331055, ""y"": 1.6559958457946777, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.13500452041625977, ""y"": 0.8205771446228027, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1335740089416504, ""y"": 0.8389949798583984, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11372566223144531, ""y"": 0.8420348167419434, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.28949975967407227, ""y"": 1.6477704048156738, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.11336803436279297, ""y"": 0.8727908134460449, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8353462219238281, ""y"": 1.6150474548339844, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7361044883728027, ""y"": 1.732170581817627, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146716.0, 219488.0, 150617.0, 47055.0, 9449.0, 3202.0, 1983.0, 2154.0, 3196.0, 2751.0, 3033.0, 4659.0, 4800.0, 4017.0, 2791.0, 3040.0, 4144.0, 21903.0, 64567.0, 72574.0, 29510.0, 18339.0, 18626.0, 10506.0, 6638.0, 6013.0, 4171.0, 2612.0, 2782.0, 5308.0, 7269.0, 8899.0, 11826.0, 19587.0, 19008.0, 32681.0, 59156.0, 50969.0, 25982.0, 18208.0, 14623.0, 13556.0, 15222.0, 10647.0, 11410.0, 9062.0, 8806.0, 5364.0, 5577.0, 6109.0, 9059.0, 8519.0, 15333.0, 38862.0, 35510.0, 18245.0, 21044.0, 19161.0, 13827.0, 12703.0, 8506.0, 7945.0, 7096.0, 8088.0, 7179.0, 6484.0, 4524.0, 5889.0, 8910.0, 9273.0, 6663.0, 5061.0, 4872.0, 5568.0, 5433.0, 6407.0, 5937.0, 6088.0, 5246.0, 4019.0, 4903.0, 6061.0, 6199.0, 6094.0, 5238.0, 5806.0, 7377.0, 8250.0, 7063.0, 5448.0, 4612.0, 4696.0, 5472.0, 5075.0, 6451.0, 6984.0, 5169.0, 6714.0, 8290.0, 7493.0, 5925.0, 3693.0, 3754.0, 4524.0, 3749.0, 3049.0, 3517.0, 4237.0, 3693.0, 3549.0, 3488.0, 2614.0, 2613.0, 3091.0, 4745.0, 7417.0, 5611.0, 3077.0, 2551.0, 2489.0, 2474.0, 3596.0, 3340.0, 2567.0, 2961.0, 3154.0, 2486.0, 2221.0]",0.0
3,0.8,7,"[{""x"": -0.44596195220947266, ""y"": 0.8259415626525879, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3333091735839844, ""y"": 0.8245110511779785, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2353191375732422, ""y"": 0.8352398872375488, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.08600950241088867, ""y"": 0.8184313774108887, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.080108642578125, ""y"": 0.8434653282165527, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8303394317626953, ""y"": 1.619875431060791, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7543435096740723, ""y"": 1.713395118713379, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146746.0, 219545.0, 150942.0, 47022.0, 9482.0, 3063.0, 2000.0, 2164.0, 3069.0, 2740.0, 2889.0, 3959.0, 3554.0, 5303.0, 4031.0, 2775.0, 3662.0, 12325.0, 28474.0, 35739.0, 25329.0, 11876.0, 12408.0, 10315.0, 5152.0, 5305.0, 4729.0, 2761.0, 2757.0, 5373.0, 7072.0, 8717.0, 11214.0, 19637.0, 20214.0, 34787.0, 60904.0, 48777.0, 23658.0, 17354.0, 14892.0, 12243.0, 15859.0, 10763.0, 12052.0, 9440.0, 8537.0, 5423.0, 6520.0, 7300.0, 9214.0, 10057.0, 15140.0, 38495.0, 35104.0, 17671.0, 21344.0, 18211.0, 14686.0, 13648.0, 7756.0, 7127.0, 7047.0, 8081.0, 7387.0, 5851.0, 4726.0, 5680.0, 7055.0, 8799.0, 7201.0, 5194.0, 4926.0, 5324.0, 4729.0, 6935.0, 7078.0, 6371.0, 5681.0, 4076.0, 7342.0, 5212.0, 11723.0, 14033.0, 8044.0, 5597.0, 7101.0, 8378.0, 7844.0, 5198.0, 3788.0, 3920.0, 4467.0, 6085.0, 7224.0, 8116.0, 7612.0, 6872.0, 8007.0, 6906.0, 6143.0, 4685.0, 4365.0, 4066.0, 4111.0, 3384.0, 3621.0, 3878.0, 3574.0, 3161.0, 3387.0, 2925.0, 2903.0, 2819.0, 4718.0, 7233.0, 5490.0, 2447.0, 2768.0, 2332.0, 2328.0, 3144.0, 3195.0, 2789.0, 2627.0, 2772.0, 2477.0, 2341.0]",0.0
4,0.8,7,"[{""x"": -0.17631053924560547, ""y"": 0.8559823036193848, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.21600723266601562, ""y"": 0.8672475814819336, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.06455183029174805, ""y"": 0.8507966995239258, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.08386373519897461, ""y"": 0.9335875511169434, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.03218650817871094, ""y"": 0.8275508880615234, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.816391944885254, ""y"": 1.634538173675537, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7521977424621582, ""y"": 1.7194747924804688, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146737.0, 219614.0, 150717.0, 47178.0, 9189.0, 3025.0, 1988.0, 2039.0, 3091.0, 2978.0, 3336.0, 3682.0, 3309.0, 6205.0, 5411.0, 3664.0, 3880.0, 15047.0, 41635.0, 56235.0, 44221.0, 24822.0, 17216.0, 11765.0, 5362.0, 4189.0, 3715.0, 2863.0, 3177.0, 5730.0, 6934.0, 7922.0, 11106.0, 19061.0, 21604.0, 39674.0, 67239.0, 51789.0, 17777.0, 16417.0, 11805.0, 14667.0, 16247.0, 11454.0, 11685.0, 9484.0, 8532.0, 5753.0, 6042.0, 6784.0, 11568.0, 12411.0, 16784.0, 39204.0, 36841.0, 20235.0, 17427.0, 19282.0, 15873.0, 14841.0, 9300.0, 8081.0, 7346.0, 7724.0, 6655.0, 5075.0, 4945.0, 5679.0, 7168.0, 8483.0, 6335.0, 5948.0, 5267.0, 4819.0, 6674.0, 8009.0, 7116.0, 7144.0, 6113.0, 8549.0, 9328.0, 7310.0, 6437.0, 7609.0, 7777.0, 7305.0, 7642.0, 8461.0, 7541.0, 4534.0, 4030.0, 4092.0, 4158.0, 3431.0, 4966.0, 5504.0, 4984.0, 5871.0, 8790.0, 7941.0, 6545.0, 4330.0, 3375.0, 3199.0, 3226.0, 4049.0, 4352.0, 4490.0, 4050.0, 3643.0, 3537.0, 3013.0, 2768.0, 3210.0, 5314.0, 7344.0, 5415.0, 3173.0, 2507.0, 2477.0, 2240.0, 3126.0, 3404.0, 2588.0, 2360.0, 2775.0, 2173.0, 2035.0]",0.0
5,0.8,8,"[{""x"": -0.1614689826965332, ""y"": 0.8425712585449219, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18078088760375977, ""y"": 0.8506178855895996, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11372566223144531, ""y"": 0.8289813995361328, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16236305236816406, ""y"": 0.8819103240966797, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.10496377944946289, ""y"": 0.9341239929199219, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11283159255981445, ""y"": 0.9770393371582031, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8274784088134766, ""y"": 1.6186237335205078, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.760423183441162, ""y"": 1.7076730728149414, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146533.0, 219516.0, 150919.0, 47072.0, 9275.0, 3075.0, 1955.0, 2213.0, 2968.0, 2735.0, 3078.0, 3856.0, 3708.0, 6485.0, 6172.0, 4539.0, 2582.0, 15944.0, 59792.0, 82251.0, 59634.0, 38885.0, 26504.0, 15135.0, 6498.0, 3909.0, 3695.0, 3486.0, 3353.0, 6080.0, 7164.0, 7208.0, 10132.0, 18722.0, 22335.0, 40553.0, 65735.0, 50769.0, 16591.0, 19150.0, 14333.0, 13501.0, 16473.0, 10788.0, 12239.0, 9099.0, 8367.0, 5597.0, 6628.0, 5652.0, 8255.0, 9864.0, 18723.0, 39354.0, 36430.0, 17992.0, 21231.0, 17897.0, 15240.0, 12949.0, 6365.0, 6257.0, 7599.0, 9269.0, 8676.0, 6579.0, 5256.0, 5943.0, 8232.0, 9038.0, 7407.0, 5492.0, 3890.0, 5008.0, 6557.0, 8278.0, 6688.0, 7032.0, 6631.0, 5600.0, 6019.0, 6571.0, 6794.0, 8126.0, 8285.0, 6093.0, 8754.0, 9982.0, 8711.0, 5393.0, 6805.0, 6940.0, 6027.0, 5006.0, 3849.0, 4919.0, 5704.0, 5658.0, 6876.0, 6355.0, 5653.0, 5129.0, 4243.0, 3173.0, 3137.0, 3089.0, 4513.0, 4865.0, 4220.0, 3282.0, 3443.0, 2971.0, 3025.0, 3158.0, 4750.0, 7510.0, 5342.0, 3260.0, 2802.0, 2981.0, 3005.0, 4248.0, 3668.0, 2727.0, 2188.0, 2973.0, 2406.0, 2084.0]",1321.4671875
6,0.8,7,"[{""x"": -0.1863241195678711, ""y"": 0.830233097076416, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18274784088134766, ""y"": 0.8347034454345703, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14859437942504883, ""y"": 0.8216500282287598, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.033795833587646484, ""y"": 0.8833408355712891, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.06473064422607422, ""y"": 0.9303689002990723, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.836240291595459, ""y"": 1.6120076179504395, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.759350299835205, ""y"": 1.7151832580566406, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146666.0, 219623.0, 150968.0, 46899.0, 9477.0, 3169.0, 1988.0, 2043.0, 2713.0, 2834.0, 3329.0, 4336.0, 3081.0, 5893.0, 5866.0, 4095.0, 3001.0, 28551.0, 89717.0, 101926.0, 48601.0, 24120.0, 20663.0, 15042.0, 7867.0, 3741.0, 3560.0, 789449.0, 1932288.0, 3298304.0, 4636928.0, 9775360.0, 13636608.0, 8513792.0, 5292800.0, 6581504.0, 3731200.0, 3295744.0, 3586048.0, 3299840.0, 3853312.0, 3114240.0, 2366720.0, 2229760.0, 2211328.0, 2278912.0, 2859776.0, 3720704.0, 4697088.0, 9733120.0, 8494336.0, 4247296.0, 5111296.0, 5565952.0, 4439296.0, 3670784.0, 2403840.0, 2210304.0, 2288640.0, 2844928.0, 2614016.0, 1744896.0, 1118464.0, 1556736.0, 2367232.0, 2277120.0, 1750784.0, 1629184.0, 2013440.0, 2170368.0, 2291712.0, 2119936.0, 1562368.0, 1521664.0, 1616384.0, 1662208.0, 1784064.0, 1617920.0, 1675264.0, 1940992.0, 2034432.0, 1579776.0, 1290496.0, 1939968.0, 2866944.0, 3050240.0, 2944000.0, 2363136.0, 2561536.0, 3325696.0, 2429184.0, 1409536.0, 1041664.0, 1650432.0, 2132480.0, 2029312.0, 1714944.0, 1069312.0, 1183488.0, 932352.0, 820480.0, 781312.0, 948480.0, 1012480.0, 1016064.0, 919552.0, 882944.0, 1021184.0, 1037568.0, 1201920.0, 1774592.0, 2055424.0, 1431552.0, 870656.0, 905472.0, 804096.0, 1188864.0, 1441536.0, 1219584.0, 704000.0, 735744.0, 667648.0, 790528.0, 816640.0, 0.0, 0.0, 0.0, 0.0]",1933876.30440625
7,0.8,12,"[{""x"": -0.27126073837280273, ""y"": 0.7388591766357422, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2751946449279785, ""y"": 0.7681846618652344, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2764463424682617, ""y"": 0.7962584495544434, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.27573108673095703, ""y"": 0.8275508880615234, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2676844596862793, ""y"": 0.853121280670166, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2818107604980469, ""y"": 0.8701086044311523, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.15109777450561523, ""y"": 1.5685558319091797, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16683340072631836, ""y"": 1.6016364097595215, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.09620189666748047, ""y"": 0.7030963897705078, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12767314910888672, ""y"": 0.7377862930297852, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8314123153686523, ""y"": 1.6152262687683105, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7641782760620117, ""y"": 1.7006993293762207, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146584.0, 219398.0, 150865.0, 46979.0, 9521.0, 2886.0, 2188.0, 2017.0, 3109.0, 2795.0, 2376.0, 3460.0, 3088.0, 2820.0, 9518.0, 22963.0, 26452.0, 92278.0, 154245.0, 196772.0, 172122.0, 76854.0, 16907.0, 7323.0, 4240.0, 3721.0, 3616.0, 2836.0, 2946.0, 5117.0, 5679.0, 5504.0, 8173.0, 20061.0, 40579.0, 45737.0, 54932.0, 33038.0, 22487.0, 35325.0, 31600.0, 17746.0, 11959.0, 13722.0, 16414.0, 13555.0, 9115.0, 8892.0, 7819.0, 8008.0, 17304.0, 20568.0, 17846.0, 40106.0, 36495.0, 20843.0, 21951.0, 20000.0, 17339.0, 14147.0, 8073.0, 5921.0, 9614.0, 11433.0, 9229.0, 6145.0, 5410.0, 6515.0, 9723.0, 9495.0, 5471.0, 4872.0, 8222.0, 9332.0, 6862.0, 6804.0, 6046.0, 7127.0, 6013.0, 5397.0, 5635.0, 4611.0, 5274.0, 5485.0, 5274.0, 4733.0, 5209.0, 7722.0, 9922.0, 11533.0, 11234.0, 6899.0, 7973.0, 11459.0, 8245.0, 4329.0, 3327.0, 4745.0, 6897.0, 7144.0, 6254.0, 4574.0, 4300.0, 3190.0, 3034.0, 3398.0, 2847.0, 3124.0, 4133.0, 4008.0, 2952.0, 4788.0, 4929.0, 3558.0, 5557.0, 6490.0, 5061.0, 3372.0, 3917.0, 3067.0, 3597.0, 4559.0, 4084.0, 3304.0, 2729.0, 2526.0, 2835.0, 2754.0]",41731.891464375
8,0.8,12,"[{""x"": -0.5260705947875977, ""y"": 0.7515549659729004, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4831552505493164, ""y"": 0.7190108299255371, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4786849021911621, ""y"": 0.7520914077758789, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2251267433166504, ""y"": 0.7454752922058105, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.20956993103027344, ""y"": 0.7621049880981445, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16289949417114258, ""y"": 0.7824897766113281, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2015233039855957, ""y"": 1.5344023704528809, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18829107284545898, ""y"": 1.5565752983093262, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2251267433166504, ""y"": 2.319931983947754, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.16576051712036133, ""y"": 0.6896853446960449, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8382072448730469, ""y"": 1.6129016876220703, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7278790473937988, ""y"": 1.7443299293518066, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146774.0, 219614.0, 150913.0, 47087.0, 9276.0, 3174.0, 1934.0, 2034.0, 2847.0, 2718.0, 2097.0, 3350.0, 3652.0, 4044.0, 13938.0, 37269.0, 43314.0, 99892.0, 76852.0, 62202.0, 50262.0, 22182.0, 7244.0, 5358.0, 3686.0, 3863.0, 4279.0, 3583.0, 3128.0, 587207422.0, 134217815.0, 4227858481.0, 1342177361.0, 3992977522.0, 1006633029.0, 620757140.0, 1191182483.0, 436207697.0, 1325400150.0, 1107296330.0, 1224736829.0, 3003121717.0, 671088666.0, 3623878679.0, 3288334367.0, 1157627942.0, 1174405156.0, 2902458394.0, 4211081230.0, 3523215381.0, 3976200224.0, 234881055.0, 2516582425.0, 285212699.0, 1677721626.0, 3321888800.0, 4160749609.0, 2449473588.0, 2348810280.0, 2902458394.0, 1694498841.0, 2013265941.0, 3707764759.0, 3875536916.0, 402653207.0, 1375731734.0, 1744830492.0, 1560281118.0, 1644167194.0, 1694498842.0, 3741319197.0, 2852126749.0, 3690987545.0, 2399141904.0, 2600468504.0, 1526726684.0, 301989907.0, 452984851.0, 2415919120.0, 4127195155.0, 1560281115.0, 3388997660.0, 251658265.0, 1258291215.0, 452984848.0, 3607101454.0, 3590324235.0, 3875536915.0, 1409286159.0, 1912602638.0, 1392508949.0, 1778384918.0, 13.0, 3791650830.0, 1358954508.0, 3288334348.0, 251658261.0, 3036676124.0, 2986344469.0, 4110417931.0, 855638029.0, 1358954508.0, 2063597581.0, 268435471.0, 4278190093.0, 922746891.0, 2835349515.0, 4194304009.0, 419430411.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33554432.0, 100860929.0, 460805.0, 3221554435.0, 838860802.0, 905972324.0, 0.0, 167772160.0, 33554432.0, 4278190080.0, 771751935.0, 2013265921.0]",1416464270.2723694
9,0.8,9,"[{""x"": -0.1266002655029297, ""y"": 0.7774829864501953, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.3018379211425781, ""y"": 1.698911190032959, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.04416704177856445, ""y"": 0.8912086486816406, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12820959091186523, ""y"": 0.714719295501709, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.11497735977172852, ""y"": 0.7249116897583008, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.07796287536621094, ""y"": 0.7356405258178711, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.12356042861938477, ""y"": 0.8688569068908691, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.8426775932312012, ""y"": 1.6018152236938477, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.76239013671875, ""y"": 1.70212984085083, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[146752.0, 219264.0, 150569.0, 46848.0, 9576.0, 3131.0, 2125.0, 2239.0, 3042.0, 2818.0, 1934.0, 1904.0, 3211.0, 4901.0, 26440.0, 124017.0, 197058.0, 132866.0, 34221.0, 41202.0, 36497.0, 15991.0, 8103.0, 5709.0, 4728.0, 4386.0, 4307.0, 4936.0, 4471.0, 4249.0, 3491.0, 4384.0, 9234.0, 19273.0, 14134.0, 32616.0, 60643.0, 45061.0, 28086.0, 27449.0, 20748.0, 14135.0, 11861.0, 8682.0, 14236.0, 12852.0, 7883.0, 6280.0, 8049.0, 9736.0, 9423.0, 10445.0, 17712.0, 40131.0, 35859.0, 18445.0, 22095.0, 17933.0, 15752.0, 13349.0, 8613.0, 7049.0, 8553.0, 10757.0, 9501.0, 6602.0, 4948.0, 8050.0, 9498.0, 8136.0, 5450.0, 6859.0, 6969.0, 8867.0, 9763.0, 10622.0, 7316.0, 7721.0, 6630.0, 5004.0, 4880.0, 5443.0, 5426.0, 5962.0, 6506.0, 5834.0, 6314.0, 6904.0, 8815.0, 8717.0, 6791.0, 5747.0, 10274.0, 12038.0, 7703.0, 4128.0, 4273.0, 6175.0, 8349.0, 8348.0, 7921.0, 4754.0, 4573.0, 4241.0, 3115.0, 3600.0, 3191.0, 3702.0, 4502.0, 4255.0, 3425.0, 3745.0, 3773.0, 3134.0, 5868.0, 7087.0, 4672.0, 3193.0, 3440.0, 3064.0, 3893.0, 4697.0, 3868.0, 2893.0, 2074.0, 1879.0, 2685.0, 2555.0]",28370847.309157148
