frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.045,-0.113,0.989,0.12,-0.06,-0.18,null,null
1,0.95,0.039,-0.12,0.985,0.0,0.0,-0.24,null,null
2,0.95,0.04,-0.111,0.983,0.09,-0.37,-0.27,null,null
3,0.95,0.049,-0.111,0.99,0.21,0.31,-0.21,null,null
4,0.95,0.048,-0.104,0.996,-1.59,-3.39,-0.24,null,null
5,0.95,0.07,-0.142,0.991,-0.43,-0.09,-0.46,null,null
6,0.95,0.064,-0.136,0.988,-0.12,-0.58,-0.18,null,null
7,0.95,0.049,-0.111,1.007,-0.98,-0.37,-0.34,null,null
8,0.95,0.043,-0.106,0.988,0.0,-0.46,-0.18,null,null
9,0.95,0.03,-0.119,0.987,-0.7,-1.22,-0.09,null,null
10,0.95,0.039,-0.093,0.992,0.24,0.49,-0.46,null,null
11,0.95,0.049,-0.096,0.985,-0.4,-0.89,-0.24,null,null
12,0.95,0.042,-0.11,0.988,0.06,-0.27,-0.21,null,null
13,0.95,0.042,-0.118,0.988,0.06,-0.12,-0.24,null,null
14,0.95,0.033,-0.114,0.99,-0.09,-0.24,-0.27,null,null
15,0.95,0.039,-0.117,0.989,0.06,0.03,-0.18,null,null
16,0.95,0.642,0.026,0.831,3.48,-109.53,-69.83,null,null
17,0.95,0.268,0.573,0.645,296.03,-183.45,-222.75,null,null
18,0.95,-0.711,2.296,-0.803,197.76,-43.43,-45.05,null,null
19,0.95,-1.209,0.52,0.84,-60.88,317.12,486.65,null,null
0,0.95,-0.485,-2.674,1.562,-37.54,10.77,471.88,null,null
1,0.95,0.119,-2.444,0.281,-82.77,-58.08,-350.6,null,null
2,0.95,-1.045,1.328,1.057,-25.09,5.07,-517.87,null,null
3,0.95,-0.764,2.64,-0.457,233.56,-71.81,11.75,null,null
4,0.95,0.068,0.954,0.139,91.49,183.63,281.26,null,null
5,0.95,-0.696,-1.471,1.425,-51.61,125.31,588.89,null,null
6,0.95,0.442,-3.314,0.771,-59.69,-41.44,-72.94,null,null
7,0.95,-0.469,-0.722,0.937,-128.42,23.8,-496.63,null,null
8,0.95,-0.89,2.04,0.474,77.49,-98.33,-435.83,null,null
9,0.95,-0.144,2.035,-0.051,88.2,34.12,186.41,null,null
10,0.95,-0.184,0.427,0.288,149.54,155.46,418.84,null,null
11,0.95,-0.14,-2.069,1.245,2.11,86.21,386.91,null,null
12,0.95,0.225,-1.939,0.599,2.41,-23.01,-276.41,null,null
13,0.95,-0.36,0.128,0.836,-91.89,35.31,-490.92,null,null
14,0.95,-0.46,2.128,0.323,32.17,-141.97,-315.01,null,null
15,0.95,0.099,1.274,0.14,15.44,66.53,230.02,null,null
16,0.95,-0.729,-0.423,1.084,-7.72,197.09,558.49,null,null
17,0.95,1.018,-2.008,0.588,93.6,-74.01,-152.29,null,null
18,0.95,-1.329,2.515,-0.028,184.91,-132.21,-496.72,null,null
19,0.95,-0.212,-1.762,1.295,63.11,183.05,724.11,null,null
0,0.95,0.631,-0.938,0.343,18.92,21.03,-381.33,null,null
1,0.95,-0.07,3.447,-1.135,160.22,61.22,-152.53,null,null
2,0.95,0.909,-2.39,1.375,-51.88,172.19,495.86,null,null
3,0.95,0.348,-0.493,0.933,-146.89,1.25,-414.04,null,null
4,0.95,-1.047,2.934,-0.209,-2.38,70.28,226.36,null,null
5,0.95,0.109,-2.074,1.478,-53.16,41.14,618.61,null,null
6,0.95,0.504,-0.609,0.602,-160.19,-52.31,-356.0,null,null
7,0.95,-0.457,2.746,-0.159,44.89,65.16,-192.82,null,null
8,0.95,0.209,-0.902,0.889,72.97,181.43,575.18,null,null
9,0.95,0.664,-1.163,0.367,-13.37,42.73,-344.74,null,null
10,0.95,-0.544,2.198,0.213,-116.09,190.89,-375.41,null,null
11,0.95,-0.065,0.063,0.948,79.62,-5.77,439.8,null,null
12,0.95,1.736,-3.136,-0.33,50.84,-207.89,-86.64,null,null
13,0.95,0.266,0.659,0.583,-84.69,18.49,-446.88,null,null
14,0.95,-0.056,1.193,0.247,-25.18,59.54,251.96,null,null
15,0.95,0.542,-1.576,1.313,-41.72,45.17,329.66,null,null
16,0.95,-0.333,2.002,0.171,96.77,-25.42,-229.32,null,null
17,0.95,-0.627,1.333,0.256,58.87,128.27,329.66,null,null
18,0.95,-1.113,-0.621,1.057,-109.41,125.98,501.17,null,null
19,0.95,0.093,-2.814,0.58,-14.83,-153.63,253.15,null,null
0,0.95,0.361,-1.677,0.032,-32.84,19.38,-263.01,null,null
