frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.79,0.156,0.568,-5.04,8.73,-1.86,null,null
1,0.95,0.744,0.196,0.575,-2.01,13.82,-1.59,null,null
2,0.95,0.714,0.034,0.623,-12.18,-11.26,4.3,null,null
3,0.95,0.532,0.107,0.864,-12.82,17.06,6.84,null,null
4,0.95,0.374,0.127,1.061,17.12,5.92,7.87,null,null
5,0.95,0.055,-0.01,0.538,162.39,-59.82,58.9,null,null
6,0.95,1.474,-0.115,-0.161,108.58,248.91,20.63,null,null
7,0.95,0.464,0.593,1.193,21.36,56.61,-38.97,null,null
8,0.95,0.4,0.188,0.787,-39.0,15.84,12.67,null,null
9,0.95,0.246,0.187,1.249,43.67,40.71,-26.18,null,null
10,0.95,0.309,0.235,0.943,-46.51,21.39,6.93,null,null
11,0.95,0.262,0.108,0.981,-28.2,15.53,4.12,null,null
12,0.95,0.297,0.199,0.929,-0.03,-1.77,14.16,null,null
13,0.95,0.286,0.027,0.984,12.82,10.56,35.55,null,null
14,0.95,0.247,0.024,0.909,18.13,12.18,50.14,null,null
15,0.95,1.271,0.233,0.277,25.36,3.02,6.93,null,null
16,0.95,1.277,0.0,0.239,-33.78,19.87,26.28,null,null
17,0.95,0.538,0.1,0.5,-6.13,38.36,-32.5,null,null
18,0.95,0.383,0.207,0.773,-20.97,-23.04,26.43,null,null
19,0.95,0.361,0.019,0.831,-2.2,55.76,-79.9,null,null
0,0.95,0.487,0.251,0.981,-40.59,22.25,15.96,null,null
1,0.95,0.58,0.061,0.764,7.14,-5.58,9.16,null,null
2,0.95,0.62,0.092,0.735,-5.68,-2.38,2.66,null,null
3,0.95,0.622,0.1,0.724,-2.75,-5.71,8.24,null,null
4,0.95,0.617,0.098,0.774,-6.68,2.2,3.88,null,null
5,0.95,0.634,0.103,0.771,-1.13,3.48,2.04,null,null
6,0.95,0.628,0.102,0.814,4.33,0.76,-2.23,null,null
7,0.95,0.618,0.096,0.74,-8.33,-2.66,10.07,null,null
8,0.95,0.633,0.109,0.753,5.68,-4.55,-0.4,null,null
9,0.95,0.611,0.063,0.833,5.8,-4.18,7.9,null,null
10,0.95,0.636,-0.001,0.775,-1.89,-7.02,9.55,null,null
11,0.95,0.652,0.052,0.769,-1.1,-4.27,3.08,null,null
12,0.95,0.671,0.075,0.779,4.06,-5.28,1.43,null,null
13,0.95,0.669,0.103,0.791,2.75,-17.4,19.38,null,null
14,0.95,0.668,-0.002,0.853,2.9,-15.32,16.66,null,null
15,0.95,0.555,0.184,0.747,27.56,30.85,2.29,null,null
16,0.95,1.232,0.111,-0.101,34.7,0.09,-2.9,null,null
17,0.95,1.504,0.065,-0.128,16.45,-44.62,55.85,null,null
18,0.95,0.953,-0.224,0.316,-65.68,35.0,-4.09,null,null
19,0.95,-1.773,-0.199,1.737,-178.11,407.39,-181.89,null,null
0,0.95,0.428,-1.177,1.347,-143.99,148.44,181.46,null,null
1,0.95,0.518,0.085,1.075,-59.66,14.89,50.45,null,null
2,0.95,0.461,0.275,0.957,-11.02,10.1,-2.69,null,null
3,0.95,0.561,0.199,0.906,-2.29,-8.21,8.76,null,null
4,0.95,0.465,0.207,0.835,0.7,-7.87,3.33,null,null
5,0.95,0.496,0.103,0.85,-4.33,-4.03,0.15,null,null
6,0.95,0.49,0.122,0.815,-0.27,3.45,-4.46,null,null
7,0.95,0.531,0.136,0.843,-3.33,-0.61,2.11,null,null
8,0.95,0.516,0.104,0.84,-6.87,-1.68,4.3,null,null
9,0.95,0.483,0.088,0.846,1.43,2.81,1.07,null,null
10,0.95,0.499,0.122,0.805,2.2,-2.14,-0.21,null,null
11,0.95,0.521,0.098,0.887,-0.49,1.25,-0.73,null,null
12,0.95,0.456,0.134,0.855,3.23,-6.78,4.24,null,null
13,0.95,0.132,0.236,1.243,35.86,-62.75,42.42,null,null
14,0.95,0.218,0.046,0.547,58.5,-157.87,137.97,null,null
15,0.95,0.819,-0.227,0.234,64.55,-25.57,30.52,null,null
16,0.95,1.622,0.06,-0.264,33.39,-108.22,33.94,null,null
17,0.95,0.352,-0.572,0.094,-108.37,137.46,-71.75,null,null
18,0.95,0.026,1.381,2.213,-77.73,155.92,-134.4,null,null
19,0.95,0.523,-0.246,0.899,-36.53,52.92,7.54,null,null
0,0.95,0.627,0.004,0.957,-19.17,13.64,8.45,null,null
1,0.95,0.66,0.194,0.873,-16.45,2.81,6.07,null,null
2,0.95,0.563,0.172,0.862,-6.07,-5.34,2.87,null,null
3,0.95,0.594,0.124,0.756,0.15,-4.06,3.05,null,null
4,0.95,0.546,0.149,0.782,3.05,-1.43,3.72,null,null
5,0.95,0.615,0.165,0.782,2.87,3.02,5.31,null,null
6,0.95,0.603,0.155,0.806,1.31,-0.34,2.04,null,null
7,0.95,0.567,0.206,0.793,7.66,-7.81,-6.16,null,null
8,0.95,0.598,0.144,0.831,1.31,-3.81,-0.24,null,null
9,0.95,0.568,0.105,0.782,-3.33,-1.98,-1.92,null,null
10,0.95,0.62,0.193,0.856,-8.12,1.37,5.55,null,null
11,0.95,0.559,0.193,0.768,3.57,-1.04,-3.36,null,null
12,0.95,0.574,0.149,0.833,0.61,-2.41,4.03,null,null
13,0.95,0.267,0.232,1.404,67.02,-58.99,35.52,null,null
14,0.95,0.263,0.21,0.784,101.08,-115.57,128.7,null,null
15,0.95,0.766,-0.049,0.369,58.47,-2.32,67.78,null,null
16,0.95,1.031,-0.23,0.33,9.7,-4.15,4.12,null,null
17,0.95,1.219,-0.31,0.26,8.51,-16.17,51.88,null,null
18,0.95,1.308,-0.103,0.4,3.11,11.69,-18.95,null,null
19,0.95,-0.322,0.244,1.192,-40.35,194.68,-61.8,null,null
0,0.95,0.082,-0.042,1.866,2.47,114.41,-90.82,null,null
1,0.95,0.292,-0.163,0.833,-6.56,25.57,25.51,null,null
2,0.95,0.46,-0.226,0.726,8.3,-17.61,0.06,null,null
3,0.95,0.488,-0.138,0.902,-17.73,13.03,6.01,null,null
4,0.95,0.546,-0.068,0.897,1.07,10.9,0.52,null,null
5,0.95,0.493,-0.097,0.88,0.58,-3.57,1.37,null,null
6,0.95,0.491,-0.117,0.86,-6.87,-11.35,7.93,null,null
7,0.95,0.488,-0.134,0.851,-3.11,-4.64,0.7,null,null
8,0.95,0.504,-0.112,0.9,-0.46,2.59,0.52,null,null
9,0.95,0.485,-0.091,0.873,4.18,-1.19,3.11,null,null
10,0.95,0.484,-0.109,0.869,1.59,-2.99,0.7,null,null
11,0.95,0.479,-0.122,0.872,-0.64,1.74,2.01,null,null
12,0.95,0.491,-0.129,0.92,-2.66,2.96,3.23,null,null
13,0.95,0.388,-0.036,1.092,-5.07,-13.86,25.12,null,null
14,0.95,0.113,0.281,1.12,13.4,-96.93,78.59,null,null
15,0.95,0.336,-0.29,0.64,-11.63,28.23,53.87,null,null
16,0.95,0.774,0.213,0.531,5.13,-7.84,-2.53,null,null
17,0.95,0.941,0.212,0.374,13.95,-13.79,-10.9,null,null
18,0.95,1.235,0.226,0.044,26.0,-18.13,15.9,null,null
19,0.95,1.468,0.145,0.016,20.72,-17.88,18.4,null,null
0,0.95,0.909,0.189,0.405,-57.86,105.23,-32.44,null,null
1,0.95,0.248,-0.236,0.578,-118.05,146.64,41.78,null,null
