frame_index,confidence,num_points,points,range_profile,motion_score
0,0.8,11,"[{""x"": -0.16933679580688477, ""y"": 0.6753802299499512, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.15288591384887695, ""y"": 0.6930828094482422, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1323223114013672, ""y"": 0.7041692733764648, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.11819601058959961, ""y"": 0.7213354110717773, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.0947713851928711, ""y"": 0.762641429901123, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.0699162483215332, ""y"": 0.9448528289794922, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.25141239166259766, ""y"": 0.9366273880004883, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.2778768539428711, ""y"": 0.9307265281677246, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3701448440551758, ""y"": 0.784456729888916, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.069234848022461, ""y"": 1.3568401336669922, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.175271511077881, ""y"": 1.2425780296325684, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143378.0, 218607.0, 150735.0, 46438.0, 9425.0, 2915.0, 5255.0, 21245.0, 31918.0, 28395.0, 13609.0, 12870.0, 7571.0, 9628.0, 96727.0, 269052.0, 285402.0, 127286.0, 26569.0, 18956.0, 20134.0, 41427.0, 26669.0, 12736.0, 7697.0, 6287.0, 4436.0, 5637.0, 5159.0, 5529.0, 3905.0, 4492.0, 7879.0, 13707.0, 18367.0, 20991.0, 48572.0, 54330.0, 25575.0, 20210.0, 18792.0, 9456.0, 10860.0, 12594.0, 13534.0, 13630.0, 9421.0, 9790.0, 11623.0, 9107.0, 8507.0, 10406.0, 10601.0, 20402.0, 29736.0, 22413.0, 18721.0, 16324.0, 17712.0, 9952.0, 9391.0, 4057.0, 6517.0, 8564.0, 11289.0, 12114.0, 10198.0, 9789.0, 8435.0, 6526.0, 4974.0, 7675.0, 7011.0, 5710.0, 6302.0, 5922.0, 5351.0, 5636.0, 5939.0, 7393.0, 4965.0, 5667.0, 5358.0, 4994.0, 5240.0, 4766.0, 6767.0, 7861.0, 7038.0, 4864.0, 4160.0, 4298.0, 6266.0, 5338.0, 3582.0, 5129.0, 5071.0, 4508.0, 4547.0, 5600.0, 6160.0, 8452.0, 7361.0, 3921.0, 4245.0, 3897.0, 3090.0, 3540.0, 3959.0, 4169.0, 3565.0, 3497.0, 3685.0, 4375.0, 3524.0, 3902.0, 4300.0, 5153.0, 3915.0, 3033.0, 3269.0, 3273.0, 4071.0, 5275.0, 2999.0, 2910.0, 2544.0, 2222.0]",0.0
1,0.8,10,"[{""x"": -0.240325927734375, ""y"": 0.7245540618896484, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1569986343383789, ""y"": 0.682532787322998, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14144182205200195, ""y"": 0.7020235061645508, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.14358758926391602, ""y"": 0.7191896438598633, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1341104507446289, ""y"": 0.7089972496032715, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.02110004425048828, ""y"": 0.944674015045166, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.2097487449645996, ""y"": 0.9378790855407715, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.42700767517089844, ""y"": 0.7547736167907715, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 1.7491579055786133, ""y"": 1.9960999488830566, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.186715602874756, ""y"": 1.152634620666504, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[142853.0, 218499.0, 150787.0, 46445.0, 9762.0, 3140.0, 5139.0, 28334.0, 55479.0, 43255.0, 12781.0, 16412.0, 9869.0, 5877.0, 80462.0, 269979.0, 331112.0, 165894.0, 34043.0, 16388.0, 25661.0, 40052.0, 24114.0, 10609.0, 6982.0, 3427.0, 4204.0, 4421.0, 4405.0, 4875.0, 4553.0, 5700.0, 8428.0, 17517.0, 21966.0, 28494.0, 51070.0, 52929.0, 24982.0, 17286.0, 15731.0, 6627.0, 10340.0, 14210.0, 12740.0, 8235.0, 7202.0, 11472.0, 12207.0, 9954.0, 8118.0, 8269.0, 10704.0, 19115.0, 26057.0, 23280.0, 19926.0, 13732.0, 18610.0, 11696.0, 8368.0, 6759.0, 8341.0, 6142.0, 4292.0, 5296.0, 7335.0, 9962.0, 9339.0, 10935.0, 8584.0, 5549.0, 4491.0, 5290.0, 5673.0, 4844.0, 4909.0, 3796.0, 7490.0, 9843.0, 7085.0, 6475.0, 5973.0, 5834.0, 5977.0, 3633.0, 5941.0, 7012.0, 6706.0, 5814.0, 5039.0, 4078.0, 6012.0, 5304.0, 4891.0, 5187.0, 5139.0, 4394.0, 4873.0, 5500.0, 5913.0, 8279.0, 6879.0, 3274.0, 3909.0, 3385.0, 3224.0, 4071.0, 4954.0, 3732.0, 3032.0, 3608.0, 4104.0, 4533.0, 3734.0, 3359.0, 4414.0, 5263.0, 3841.0, 2995.0, 2791.0, 2557.0, 3984.0, 5159.0, 3007.0, 2504.0, 2323.0, 2252.0]",0.0
2,0.8,12,"[{""x"": -0.2574920654296875, ""y"": 0.7247328758239746, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18650293350219727, ""y"": 0.6766319274902344, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18650293350219727, ""y"": 0.6925463676452637, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18829107284545898, ""y"": 0.6977319717407227, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2009868621826172, ""y"": 0.7077455520629883, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.2378225326538086, ""y"": 0.8976459503173828, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.24300813674926758, ""y"": 0.9128451347351074, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.280916690826416, ""y"": 0.8477568626403809, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3234744071960449, ""y"": 0.9083747863769531, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.0000338554382324, ""y"": 1.4621615409851074, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.145051956176758, ""y"": 1.2997984886169434, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.1200180053710938, ""y"": 1.416921615600586, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143052.0, 218433.0, 150521.0, 46454.0, 9774.0, 3280.0, 3223.0, 15051.0, 33434.0, 29161.0, 21597.0, 27519.0, 15338.0, 4829.0, 99145.0, 345847.0, 434643.0, 224640.0, 57313.0, 25534.0, 42296.0, 43759.0, 20889.0, 18946.0, 10622.0, 5098.0, 4217.0, 4445.0, 3628.0, 4915.0, 4628.0, 7163.0, 7769.0, 17890.0, 23671.0, 28129.0, 49215.0, 53876.0, 31689.0, 26207.0, 24655.0, 11309.0, 15195.0, 17078.0, 8146.0, 7031.0, 8250.0, 7537.0, 9352.0, 8454.0, 8950.0, 13893.0, 11889.0, 19463.0, 29797.0, 25701.0, 20618.0, 15632.0, 16032.0, 7921.0, 8098.0, 6677.0, 7364.0, 5034.0, 5005.0, 5916.0, 12089.0, 13866.0, 10755.0, 6770.0, 6466.0, 4677.0, 4126.0, 5372.0, 3709.0, 4728.0, 5493.0, 5144.0, 8217.0, 9932.0, 7301.0, 5772.0, 5951.0, 5962.0, 5534.0, 4754.0, 7076.0, 8288.0, 7056.0, 5053.0, 4879.0, 4221.0, 7219.0, 5716.0, 4648.0, 5935.0, 5548.0, 4679.0, 5419.0, 6355.0, 6588.0, 9086.0, 8205.0, 3798.0, 4970.0, 4378.0, 3373.0, 3267.0, 4231.0, 3462.0, 3433.0, 3598.0, 3663.0, 3854.0, 3514.0, 3850.0, 4840.0, 5576.0, 4107.0, 2991.0, 2747.0, 2946.0, 4529.0, 5140.0, 3226.0, 2827.0, 2595.0, 2218.0]",0.0
3,0.8,9,"[{""x"": -0.19025802612304688, ""y"": 0.6986260414123535, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.19294023513793945, ""y"": 0.704348087310791, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1920461654663086, ""y"": 0.7100701332092285, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.06365776062011719, ""y"": 0.7621049880981445, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.13464689254760742, ""y"": 0.973820686340332, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.23299455642700195, ""y"": 0.928044319152832, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3476142883300781, ""y"": 0.822901725769043, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3497600555419922, ""y"": 0.8556246757507324, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 2.117156982421875, ""y"": 1.4380216598510742, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[142687.0, 218728.0, 150658.0, 46508.0, 9695.0, 3102.0, 2020.0, 5385.0, 6610.0, 19970.0, 35783.0, 36520.0, 20012.0, 6311.0, 48791.0, 212403.0, 320784.0, 193188.0, 33474.0, 30796.0, 42048.0, 46205.0, 34057.0, 18478.0, 12759.0, 8227.0, 4500.0, 4008.0, 3120.0, 3438.0, 5481.0, 5509.0, 6862.0, 13476.0, 18369.0, 18309.0, 34856.0, 37091.0, 20819.0, 20446.0, 19567.0, 11371.0, 8491.0, 7850.0, 8124.0, 7713.0, 10804.0, 15465.0, 14329.0, 8086.0, 6511.0, 10655.0, 9372.0, 15342.0, 17887.0, 18162.0, 22606.0, 15253.0, 15372.0, 8090.0, 7186.0, 5438.0, 7071.0, 6745.0, 7154.0, 8832.0, 9291.0, 8969.0, 9166.0, 8023.0, 5795.0, 5154.0, 5524.0, 5879.0, 5722.0, 4932.0, 5823.0, 4673.0, 5826.0, 8664.0, 6341.0, 5984.0, 5654.0, 5904.0, 5500.0, 5048.0, 6614.0, 8211.0, 6887.0, 5657.0, 4370.0, 4979.0, 7793.0, 5986.0, 4439.0, 5580.0, 5236.0, 3918.0, 4034.0, 5061.0, 6775.0, 8888.0, 7466.0, 3290.0, 4223.0, 4123.0, 3352.0, 2948.0, 4221.0, 4236.0, 3578.0, 3538.0, 3919.0, 3903.0, 3236.0, 3905.0, 4854.0, 5579.0, 3899.0, 2710.0, 2535.0, 2511.0, 4244.0, 5455.0, 3005.0, 2683.0, 2633.0, 1981.0]",0.0
4,0.8,5,"[{""x"": -0.24658441543579102, ""y"": 0.7467269897460938, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.17148256301879883, ""y"": 0.7089972496032715, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18167495727539062, ""y"": 0.7170438766479492, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.20366907119750977, ""y"": 0.7229447364807129, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.08225440979003906, ""y"": 0.9688138961791992, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[142975.0, 218672.0, 150615.0, 46437.0, 9478.0, 3076.0, 2142.0, 10087.0, 23410.0, 16183.0, 23687.0, 25508.0, 16401.0, 4295.0, 19022.0, 96284.0, 172736.0, 133021.0, 51792.0, 29295.0, 18887.0, 29717.0, 22175.0, 10810.0, 8922.0, 6023.0, 5427.0, 6039.0, 5133.0, 6015.0, 14291.0, 16197.0, 10440.0, 14343.0, 15225.0, 18390.0, 34388.0, 36258.0, 21140.0, 23786.0, 24091.0, 12921.0, 11399.0, 14031.0, 9728.0, 8735.0, 8152.0, 10779.0, 12357.0, 9328.0, 9406.0, 13857.0, 13690.0, 17310.0, 22724.0, 20932.0, 16674.0, 16685.0, 17415.0, 8100.0, 8482.0, 8299.0, 8216.0, 4024.0, 6462.0, 6605.0, 6936.0, 6546.0, 7948.0, 7859.0, 6084.0, 5071.0, 5180.0, 6652.0, 7685.0, 6189.0, 5564.0, 3899.0, 5870.0, 7631.0, 6443.0, 5328.0, 5232.0, 5755.0, 4859.0, 5041.0, 6609.0, 7230.0, 6360.0, 5728.0, 4400.0, 4419.0, 6933.0, 4998.0, 4559.0, 5814.0, 4879.0, 4678.0, 5215.0, 5706.0, 6158.0, 8697.0, 7413.0, 3838.0, 5284.0, 5092.0, 3355.0, 3164.0, 4211.0, 4324.0, 3931.0, 4114.0, 3918.0, 3786.0, 4080.0, 4703.0, 4856.0, 5027.0, 3766.0, 2732.0, 3100.0, 3313.0, 4708.0, 5589.0, 3266.0, 2557.0, 2519.0, 2155.0]",0.0
5,0.8,8,"[{""x"": -0.20080804824829102, ""y"": 0.7286667823791504, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1938343048095703, ""y"": 0.7370710372924805, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18006563186645508, ""y"": 0.760495662689209, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.18399953842163086, ""y"": 1.6420483589172363, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07939338684082031, ""y"": 1.6769170761108398, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.30362606048583984, ""y"": 0.9478926658630371, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.3590583801269531, ""y"": 0.9028315544128418, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.44149160385131836, ""y"": 0.822901725769043, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143154.0, 218391.0, 150592.0, 46313.0, 9546.0, 3238.0, 2159.0, 6306.0, 18581.0, 33299.0, 39798.0, 32996.0, 20697.0, 6062.0, 3389.0, 28915.0, 81579.0, 86375.0, 39982.0, 13138.0, 19395.0, 28321.0, 28276.0, 15759.0, 7698.0, 7391.0, 8269.0, 4416.0, 6602.0, 6726.0, 6192.0, 5871.0, 6112.0, 16692.0, 22488.0, 18217.0, 24771.0, 22005.0, 12961.0, 19789.0, 18878.0, 6373.0, 9538.0, 13246.0, 17218.0, 12956.0, 10108.0, 9129.0, 6826.0, 7258.0, 10495.0, 12019.0, 10801.0, 16799.0, 18205.0, 21572.0, 17226.0, 13616.0, 17948.0, 13197.0, 10603.0, 6635.0, 6904.0, 7802.0, 8011.0, 7331.0, 6502.0, 7800.0, 7290.0, 7163.0, 6571.0, 4367.0, 4077.0, 7780.0, 7460.0, 3752.0, 5012.0, 4796.0, 6994.0, 9330.0, 6579.0, 5503.0, 5013.0, 5030.0, 5484.0, 5032.0, 6159.0, 6952.0, 6898.0, 6413.0, 4536.0, 5258.0, 8089.0, 6000.0, 4647.0, 6123.0, 4989.0, 4388.0, 4534.0, 5317.0, 6219.0, 7710.0, 7484.0, 3561.0, 4090.0, 3937.0, 2641.0, 4005.0, 4240.0, 4355.0, 4114.0, 4083.0, 4113.0, 4176.0, 4068.0, 3811.0, 4944.0, 5718.0, 3413.0, 3449.0, 3435.0, 2987.0, 4569.0, 5808.0, 3344.0, 3014.0, 2494.0, 2353.0]",6726.229687500001
6,0.8,7,"[{""x"": -0.3701448440551758, ""y"": 0.7558465003967285, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.24586915969848633, ""y"": 0.7191896438598633, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.2803802490234375, ""y"": 0.731348991394043, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.32776594161987305, ""y"": 0.7417201995849609, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.28324127197265625, ""y"": 0.9105205535888672, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.19598007202148438, ""y"": 0.9713172912597656, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.30487775802612305, ""y"": 0.8699297904968262, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[142890.0, 218640.0, 150757.0, 46557.0, 9670.0, 3260.0, 1795.0, 5880.0, 16291.0, 15867.0, 26244.0, 32585.0, 22177.0, 8081.0, 3792.0, 23399.0, 58910.0, 78086.0, 71891.0, 46363.0, 36331.0, 32197.0, 26344.0, 19300.0, 9199.0, 2921.0, 4716.0, 33558020.0, 100860929.0, 460805.0, 2684683523.0, 838860802.0, 805309028.0, 0.0, 117440512.0, 33554432.0, 4278190080.0, 771751935.0, 1509949441.0, 0.0, 758725504.0, 3784409.0, 4096000.0, 121602048.0, 2986344448.0, 1433335.0, 1090519040.0, 1006100814.0, 22.0, 257046016.0, 1204988.0, 1090519040.0, 3607755850.0, 16.0, 357129472.0, 1073419.0, 1660944384.0, 2047463496.0, 19.0, 2437498368.0, 1107979.0, 1426063360.0, 77383.0, 131072.0, 36637440.0, 55916800.0, 38572032.0, 11924224.0, 2451456.0, 926464.0, 754432.0, 695552.0, 1047040.0, 1219840.0, 1958912.0, 2659840.0, 1990400.0, 2167552.0, 3057920.0, 2012672.0, 1278976.0, 2253568.0, 8455168.0, 15760896.0, 17592576.0, 10210304.0, 8578304.0, 13795072.0, 15183104.0, 6976512.0, 1374976.0, 1271552.0, 1208576.0, 1309952.0, 1351680.0, 1253632.0, 1172992.0, 3430400.0, 4961024.0, 6483200.0, 13229824.0, 15115008.0, 7838208.0, 7686912.0, 9421312.0, 6290176.0, 2355712.0, 4369664.0, 3543296.0, 1807360.0, 2940416.0, 3752960.0, 2660864.0, 1993728.0, 1463040.0, 2493184.0, 3433984.0, 5142016.0, 6497024.0, 4144128.0, 3933696.0, 4183808.0, 4644096.0, 3437824.0, 3211264.0, 1857280.0, 2105600.0, 1634304.0]",237924750.25671875
7,0.8,9,"[{""x"": -0.492095947265625, ""y"": 0.8735060691833496, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.5561113357543945, ""y"": 2.3850202560424805, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.13017654418945312, ""y"": 0.8525848388671875, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.05918741226196289, ""y"": 0.8765459060668945, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.1564621925354004, ""y"": 1.0680556297302246, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.07474422454833984, ""y"": 1.0709166526794434, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4583001136779785, ""y"": 2.415776252746582, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.10675191879272461, ""y"": 0.9110569953918457, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.11748075485229492, ""y"": 0.9355545043945312, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[142803.0, 218621.0, 150654.0, 47336.0, 10444.0, 4530.0, 3132.0, 2771.0, 3253.0, 2996.0, 5871.0, 10805.0, 9537.0, 7361.0, 9477.0, 5828.0, 3217.0, 6710.0, 24825.0, 41964.0, 44697.0, 43452.0, 27752.0, 42486.0, 38628.0, 14880.0, 5083.0, 3775.0, 4451.0, 5616.0, 4388.0, 4952.0, 5639.0, 7981.0, 9348.0, 16172.0, 23160.0, 33594.0, 19316.0, 12018.0, 14942.0, 11984.0, 21837.0, 22140.0, 10929.0, 7723.0, 11794.0, 15392.0, 11914.0, 10560.0, 13487.0, 11627.0, 12368.0, 30435.0, 34452.0, 15980.0, 18551.0, 15793.0, 14690.0, 11004.0, 8268.0, 6921.0, 8312.0, 4900.0, 6839.0, 6451.0, 6953.0, 5899.0, 6148.0, 6950.0, 7325.0, 5133.0, 3200.0, 4116.0, 3786.0, 4763.0, 4631.0, 6106.0, 7451.0, 6034.0, 4101.0, 5409.0, 4824.0, 4803.0, 5146.0, 6844.0, 6541.0, 4146.0, 4694.0, 4362.0, 3813.0, 5550.0, 6453.0, 5171.0, 3142.0, 5317.0, 5700.0, 4962.0, 5544.0, 7187.0, 7734.0, 8736.0, 7331.0, 3630.0, 3256.0, 3885.0, 5264.0, 4377.0, 2973.0, 3855.0, 3643.0, 3970.0, 3828.0, 3104.0, 3483.0, 5271.0, 6314.0, 6013.0, 3877.0, 3642.0, 3866.0, 2908.0, 2780.0, 3664.0, 2986.0, 3464.0, 2776.0, 2080.0]",4766508.308044375
8,0.8,9,"[{""x"": -0.5496740341186523, ""y"": 0.9169578552246094, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.5285739898681641, ""y"": 0.9573698043823242, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4845857620239258, ""y"": 2.4152398109436035, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.4012584686279297, ""y"": 2.5681257247924805, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.0400543212890625, ""y"": 0.8777976036071777, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.02181529998779297, ""y"": 0.899970531463623, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.010728836059570312, ""y"": 0.9148120880126953, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.03701448440551758, ""y"": 0.9328722953796387, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.1251697540283203, ""y"": 0.968635082244873, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[142988.0, 218555.0, 150290.0, 46780.0, 9610.0, 3510.0, 2602.0, 2984.0, 3619.0, 3709.0, 5528.0, 7950.0, 7553.0, 5988.0, 7837.0, 4604.0, 2470.0, 3202.0, 19068.0, 56885.0, 77482.0, 55536.0, 24961.0, 21384.0, 33375.0, 16877.0, 4966.0, 3561.0, 4757.0, 4123.0, 5143.0, 5658.0, 5713.0, 12057.0, 16735.0, 20247.0, 33916.0, 35754.0, 19121.0, 17819.0, 15058.0, 12096.0, 10194.0, 10576.0, 10847.0, 8602.0, 13908.0, 15142.0, 11047.0, 8693.0, 10377.0, 12362.0, 11811.0, 22047.0, 28049.0, 15121.0, 21256.0, 25818.0, 20908.0, 13992.0, 12602.0, 9466.0, 8990.0, 5390.0, 7829.0, 9189.0, 8764.0, 6527.0, 5055.0, 7217.0, 7848.0, 4389.0, 4057.0, 4704.0, 5336.0, 3808.0, 3313.0, 4514.0, 6661.0, 8686.0, 6257.0, 4320.0, 4859.0, 4887.0, 4842.0, 5820.0, 5402.0, 3413.0, 4066.0, 3800.0, 3804.0, 3455.0, 4065.0, 3355.0, 3080.0, 4502.0, 5021.0, 4316.0, 4058.0, 5925.0, 7411.0, 7749.0, 6987.0, 3974.0, 4121.0, 4703.0, 4979.0, 3585.0, 3459.0, 3805.0, 3089.0, 3514.0, 3484.0, 3250.0, 2816.0, 4922.0, 5662.0, 5758.0, 4251.0, 3792.0, 3618.0, 3229.0, 3226.0, 3860.0, 2667.0, 2953.0, 2350.0, 2295.0]",4671401.971521863
9,0.8,8,"[{""x"": -0.21529197692871094, ""y"": 0.9162425994873047, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.16450881958007812, ""y"": 0.9078383445739746, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.021278858184814453, ""y"": 1.066446304321289, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": -0.05543231964111328, ""y"": 1.0837912559509277, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.1907944679260254, ""y"": 0.9888410568237305, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.4838705062866211, ""y"": 0.7331371307373047, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.48744678497314453, ""y"": 0.7744431495666504, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}, {""x"": 0.507652759552002, ""y"": 0.7451176643371582, ""z"": 0.0, ""velocity"": 0.0, ""snr"": 0.0}]","[143075.0, 218546.0, 150604.0, 46652.0, 10011.0, 3215.0, 2158.0, 2901.0, 3776.0, 3874.0, 8397.0, 11139.0, 6951.0, 4365.0, 4094.0, 3263.0, 2997.0, 4407.0, 15615.0, 53523.0, 76643.0, 65324.0, 41436.0, 62518.0, 68970.0, 34719.0, 7990.0, 3780.0, 4664.0, 4230.0, 4030.0, 5040.0, 5344.0, 10608.0, 16990.0, 21785.0, 30240.0, 26006.0, 16583.0, 24264.0, 23706.0, 16336.0, 10473.0, 12396.0, 11120.0, 9642.0, 12637.0, 16264.0, 15579.0, 13039.0, 8857.0, 12532.0, 11380.0, 24975.0, 25392.0, 12915.0, 15704.0, 14470.0, 18718.0, 11152.0, 12797.0, 6475.0, 7836.0, 5076.0, 6608.0, 7806.0, 8198.0, 5580.0, 6413.0, 7068.0, 6864.0, 4403.0, 4240.0, 4033.0, 3911.0, 4967.0, 4258.0, 4689.0, 6967.0, 7437.0, 4961.0, 4508.0, 3916.0, 4294.0, 4577.0, 4963.0, 5979.0, 4222.0, 3273.0, 3566.0, 4762.0, 4783.0, 4791.0, 3580.0, 2879.0, 4319.0, 4877.0, 5157.0, 4407.0, 5394.0, 7317.0, 9179.0, 7251.0, 5279.0, 5005.0, 4654.0, 4757.0, 3604.0, 3858.0, 4171.0, 3491.0, 3976.0, 4357.0, 3689.0, 3802.0, 5737.0, 7181.0, 7070.0, 4324.0, 3022.0, 3661.0, 3391.0, 3377.0, 3758.0, 3382.0, 3665.0, 2907.0, 2667.0]",4579102.249137541
