frame_index,confidence,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat,trajectory
0,0.95,0.731,-0.406,0.48,-15.14,-1.04,-3.02,null,null
1,0.95,0.765,-0.362,0.476,-15.44,2.9,-0.21,null,null
2,0.95,0.764,-0.346,0.497,-3.17,1.19,9.74,null,null
3,0.95,0.734,-0.52,0.512,-31.83,4.76,23.83,null,null
4,0.95,0.677,-0.763,0.537,-46.27,-6.1,-2.01,null,null
5,0.95,0.638,-0.803,0.457,-55.09,1.04,-45.72,null,null
6,0.95,0.651,-0.603,0.35,-48.04,6.41,-84.17,null,null
7,0.95,0.675,-0.362,0.279,-64.55,23.87,-94.94,null,null
8,0.95,0.722,-0.156,0.378,-65.98,49.38,-90.46,null,null
9,0.95,0.752,-0.001,0.397,-34.12,51.39,-73.34,null,null
10,0.95,0.762,0.042,0.467,-21.49,56.73,-80.66,null,null
11,0.95,0.694,0.14,0.517,13.03,52.71,-90.76,null,null
12,0.95,0.59,0.143,0.652,63.2,28.63,-116.52,null,null
13,0.95,0.494,0.541,0.603,15.11,56.34,-103.27,null,null
14,0.95,0.273,0.513,0.654,-4.55,52.77,-87.22,null,null
15,0.95,0.092,0.631,0.677,-9.34,61.13,-96.62,null,null
16,0.95,-0.282,0.596,0.657,-42.79,81.39,-109.5,null,null
17,0.95,-0.475,0.728,0.761,-38.54,82.61,-105.08,null,null
18,0.95,-0.639,0.778,0.659,-51.88,110.39,-117.65,null,null
19,0.95,-0.784,0.914,0.695,-10.28,115.7,-104.28,null,null
0,0.95,0.094,-1.252,-0.048,-18.52,36.71,-64.73,null,null
1,0.95,0.227,-0.985,0.015,-46.75,65.65,-86.49,null,null
2,0.95,0.398,-0.83,0.064,-43.7,75.53,-95.55,null,null
3,0.95,0.534,-0.645,0.101,-46.57,77.7,-97.6,null,null
4,0.95,0.63,-0.512,0.144,-51.3,80.39,-75.29,null,null
5,0.95,0.716,-0.399,0.093,-40.71,89.79,-63.2,null,null
6,0.95,0.713,-0.333,0.189,32.75,81.45,-99.61,null,null
7,0.95,0.715,-0.197,0.381,26.12,82.8,-122.5,null,null
8,0.95,0.666,-0.11,0.231,147.01,-5.95,-213.51,null,null
9,0.95,0.522,0.345,0.786,2.41,82.67,-191.38,null,null
10,0.95,0.384,0.536,0.552,-24.9,39.49,-107.46,null,null
11,0.95,0.216,0.581,0.652,2.59,56.15,-125.86,null,null
12,0.95,-0.078,0.681,0.505,-47.46,42.79,-87.65,null,null
13,0.95,-0.211,0.819,0.63,4.82,94.7,-116.95,null,null
14,0.95,-0.423,0.743,0.716,33.05,94.06,-107.64,null,null
15,0.95,-0.535,0.938,0.797,-10.25,101.84,-88.47,null,null
16,0.95,-0.727,0.618,0.722,-37.63,113.25,-33.2,null,null
17,0.95,-0.807,0.791,0.641,-30.92,104.56,-32.56,null,null
18,0.95,-0.839,0.533,0.493,-12.7,85.27,-7.39,null,null
19,0.95,-0.879,0.419,0.445,-20.26,76.36,-12.33,null,null
0,0.95,0.394,-0.932,0.245,-14.37,3.27,-10.07,null,null
1,0.95,0.379,-0.956,0.22,-11.14,3.36,-27.89,null,null
2,0.95,0.428,-0.856,0.212,-21.18,12.45,-28.17,null,null
3,0.95,0.377,-1.029,0.232,-23.53,14.83,-44.53,null,null
4,0.95,0.241,-1.182,0.095,-57.04,31.95,-76.33,null,null
5,0.95,0.33,-0.755,0.248,-96.35,86.49,-139.59,null,null
6,0.95,0.521,-0.254,0.24,-67.11,78.01,-144.6,null,null
7,0.95,0.729,-0.18,0.473,-38.21,21.09,-112.31,null,null
8,0.95,0.897,0.28,-0.26,-17.0,-20.29,-150.0,null,null
9,0.95,0.711,0.242,0.259,-70.25,49.44,-80.84,null,null
10,0.95,0.696,0.146,0.223,-89.27,84.54,-79.5,null,null
11,0.95,0.535,0.387,0.495,-11.11,74.59,-118.75,null,null
12,0.95,0.329,0.58,0.477,-69.37,154.64,-101.75,null,null
13,0.95,0.064,0.775,0.677,40.35,92.62,-173.96,null,null
14,0.95,-0.357,0.916,0.588,47.03,77.67,-174.11,null,null
15,0.95,-0.686,0.972,0.75,2.69,107.12,-143.38,null,null
16,0.95,-0.775,0.951,0.761,20.51,115.54,-111.76,null,null
17,0.95,-0.783,0.841,0.591,-59.54,124.73,-57.37,null,null
18,0.95,-0.941,0.581,0.461,-86.61,94.24,12.42,null,null
19,0.95,-1.042,0.402,0.441,48.34,39.09,-73.27,null,null
0,0.95,0.117,-1.571,-0.11,-15.9,1.77,39.7,null,null
1,0.95,0.167,-1.383,-0.126,-41.44,45.75,-47.7,null,null
2,0.95,0.38,-0.858,-0.008,-58.23,82.8,-90.21,null,null
3,0.95,0.531,-0.618,-0.014,-74.37,107.76,-76.88,null,null
4,0.95,0.608,-0.537,0.116,-44.53,101.41,-94.15,null,null
5,0.95,0.711,-0.294,0.176,30.21,88.6,-113.68,null,null
6,0.95,0.795,-0.21,0.507,8.88,84.96,-77.76,null,null
7,0.95,0.804,0.211,-0.202,-53.99,135.59,-66.29,null,null
8,0.95,0.707,-0.002,0.595,25.24,48.55,-97.87,null,null
9,0.95,0.522,0.136,0.528,28.29,67.23,-109.41,null,null
10,0.95,0.437,0.495,0.479,-10.35,80.63,-120.91,null,null
11,0.95,0.058,0.748,0.712,48.46,85.7,-133.64,null,null
12,0.95,-0.119,0.748,0.737,35.04,103.58,-104.16,null,null
13,0.95,-0.358,0.729,0.578,90.46,87.19,-154.94,null,null
14,0.95,-0.761,0.941,0.51,-43.15,123.39,-93.54,null,null
15,0.95,-0.733,0.724,0.74,-29.42,146.21,-66.5,null,null
16,0.95,-0.747,0.884,0.617,-36.5,105.26,-51.18,null,null
17,0.95,-0.995,0.594,0.323,-34.33,79.1,-32.32,null,null
18,0.95,-0.945,0.553,0.268,68.82,29.51,-69.77,null,null
19,0.95,-1.019,0.457,0.242,36.44,58.47,-30.52,null,null
0,0.95,0.456,-0.893,0.203,-6.56,0.21,4.94,null,null
1,0.95,0.401,-0.946,0.195,-14.62,0.61,3.42,null,null
2,0.95,0.288,-1.061,0.169,-40.22,9.49,2.81,null,null
3,0.95,0.334,-1.065,0.11,-47.55,31.01,-29.76,null,null
4,0.95,0.411,-0.927,0.105,-64.61,55.54,-44.77,null,null
5,0.95,0.49,-0.811,0.079,-65.8,63.69,-55.91,null,null
6,0.95,0.575,-0.743,0.065,-68.3,62.32,-56.92,null,null
7,0.95,0.661,-0.647,0.088,-64.85,58.57,-68.12,null,null
8,0.95,0.705,-0.502,0.118,-43.76,48.55,-83.56,null,null
9,0.95,0.72,-0.269,0.136,-91.22,93.75,-27.19,null,null
10,0.95,0.763,-0.382,0.274,-25.61,53.25,-54.29,null,null
11,0.95,0.839,-0.465,0.226,30.18,-0.21,-128.64,null,null
12,0.95,0.803,-0.064,0.224,-42.18,71.17,-90.95,null,null
13,0.95,0.638,0.12,0.339,1.16,46.69,-115.51,null,null
14,0.95,0.437,0.239,0.291,48.31,60.4,-164.65,null,null
15,0.95,0.118,0.552,0.417,52.28,50.26,-218.42,null,null
16,0.95,-0.122,1.09,0.276,-6.53,79.38,-210.39,null,null
17,0.95,-0.338,1.1,0.448,-41.38,102.76,-176.52,null,null
18,0.95,-0.757,1.048,0.543,-26.09,131.41,-149.69,null,null
19,0.95,-0.906,1.021,0.427,68.79,96.62,-133.95,null,null
0,0.95,-0.998,1.134,-0.96,-196.54,125.1,176.79,null,null
1,0.95,-1.227,1.478,-0.73,-70.1,167.15,336.59,null,null
2,0.95,-0.996,1.813,-0.273,-106.17,121.68,424.09,null,null
3,0.95,-0.458,1.569,-0.116,-8.39,49.68,376.54,null,null
4,0.95,-0.202,0.652,0.017,-31.77,36.87,293.34,null,null
5,0.95,0.033,0.07,0.084,-34.85,57.5,233.86,null,null
6,0.95,0.215,-0.482,0.196,-19.38,34.21,195.93,null,null
7,0.95,0.248,-0.631,0.174,26.73,15.99,123.78,null,null
8,0.95,0.192,-0.761,0.288,98.82,-16.48,100.65,null,null
9,0.95,-0.109,-0.553,0.417,102.54,36.13,62.53,null,null
10,0.95,-0.243,-0.486,0.616,44.95,73.43,49.01,null,null
11,0.95,-0.186,-0.791,0.848,116.95,69.86,14.25,null,null
12,0.95,-0.251,-0.268,0.845,155.1,117.31,-32.9,null,null
13,0.95,-0.544,-0.164,1.016,85.33,140.02,-30.49,null,null
